StateWellNumber,County,AquiferCode,WellDepth,Date,Time,SampleNumber,EntityId,LabId,ReliabilityId,CollectionRemarks,LatitudeDD,LongitudeDD,ParameterCode,ParameterDescription,ParameterFlag,ParameterValue,ParameterUnit,PlusMinus
3460906,Anderson,124CRRZ,815,4/22/2010,920,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,32.011389,-95.511389,1020,"BORON, DISSOLVED (UG/L AS B)",,69,ug/L,
3460906,Anderson,124CRRZ,815,4/9/2014,855,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,32.011389,-95.511389,1020,"BORON, DISSOLVED (UG/L AS B)",,65.7,ug/L,
3801501,Anderson,124WLCX,673,10/18/2005,1455,1,1,24,7,Analysis Balanced.  Faucet on wellhead,31.9186111,-95.9205556,1020,"BORON, DISSOLVED (UG/L AS B)",<,100,ug/L,
3801501,Anderson,124WLCX,673,4/21/2010,920,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9186111,-95.9205556,1020,"BORON, DISSOLVED (UG/L AS B)",,51,ug/L,
3801501,Anderson,124WLCX,673,4/10/2014,1051,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9186111,-95.9205556,1020,"BORON, DISSOLVED (UG/L AS B)",<,50,ug/L,
3801501,Anderson,124WLCX,673,6/13/2018,1205,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9186111,-95.9205556,1020,"BORON, DISSOLVED (UG/L AS B)",,105,ug/L,
3801806,Anderson,124WLCX,514,6/9/1998,1248,1,1,23,7,Analysis Balanced.  ,31.916389,-95.919167,1020,"BORON, DISSOLVED (UG/L AS B)",,37,ug/L,
3801806,Anderson,124WLCX,514,3/12/2002,1020,1,1,23,7,Analysis Balanced.  ,31.916389,-95.919167,1020,"BORON, DISSOLVED (UG/L AS B)",,142,ug/L,
3803805,Anderson,124WLCX,1320,5/20/1998,1116,1,1,23,7,Analysis Balanced.  ,31.9119861,-95.7051028,1020,"BORON, DISSOLVED (UG/L AS B)",,141,ug/L,
3803805,Anderson,124WLCX,1320,3/12/2002,1343,1,1,23,7,Analysis Balanced.  ,31.9119861,-95.7051028,1020,"BORON, DISSOLVED (UG/L AS B)",,202,ug/L,
3803805,Anderson,124WLCX,1320,10/26/2005,1020,1,1,24,7,"Analysis Balanced.  F on back of bldg, 57 GPM",31.9119861,-95.7051028,1020,"BORON, DISSOLVED (UG/L AS B)",,118,ug/L,
3803805,Anderson,124WLCX,1320,4/23/2010,915,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9119861,-95.7051028,1020,"BORON, DISSOLVED (UG/L AS B)",,112,ug/L,
3803805,Anderson,124WLCX,1320,4/8/2014,1435,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9119861,-95.7051028,1020,"BORON, DISSOLVED (UG/L AS B)",,125,ug/L,
3803805,Anderson,124WLCX,1320,6/27/2018,1525,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9119861,-95.7051028,1020,"BORON, DISSOLVED (UG/L AS B)",,120,ug/L,
3803806,Anderson,124WLCX,1779,10/26/2005,900,1,1,24,7,Analysis Balanced.  Faucet on wellhead@308 GPM,31.9112222,-95.7080444,1020,"BORON, DISSOLVED (UG/L AS B)",,400,ug/L,
3803806,Anderson,124WLCX,1779,4/23/2010,835,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9112222,-95.7080444,1020,"BORON, DISSOLVED (UG/L AS B)",,427,ug/L,
3803806,Anderson,124WLCX,1779,4/8/2014,1515,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9112222,-95.7080444,1020,"BORON, DISSOLVED (UG/L AS B)",,440,ug/L,
3803806,Anderson,124WLCX,1779,6/27/2018,1425,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9112222,-95.7080444,1020,"BORON, DISSOLVED (UG/L AS B)",,444,ug/L,
3804202,Anderson,124CRRZ,840,10/20/2005,850,1,1,24,7,Analysis Balanced.  Faucet on wall in bldg,31.9763889,-95.5505556,1020,"BORON, DISSOLVED (UG/L AS B)",,110,ug/L,
3804202,Anderson,124CRRZ,840,4/22/2010,1000,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9763889,-95.5505556,1020,"BORON, DISSOLVED (UG/L AS B)",,87,ug/L,
3804307,Anderson,124CRRZ,797,4/9/2014,951,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9770361,-95.5392194,1020,"BORON, DISSOLVED (UG/L AS B)",,92.3,ug/L,
3804307,Anderson,124CRRZ,797,6/13/2018,1605,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9770361,-95.5392194,1020,"BORON, DISSOLVED (UG/L AS B)",,122,ug/L,
3805401,Anderson,124WLCX,712,4/21/1949,0,1,3,2,3,Analysis Balanced.  ,31.921944,-95.479444,1020,"BORON, DISSOLVED (UG/L AS B)",,650,ug/L,
3809607,Anderson,124WLCX,985,6/9/1998,1553,1,1,23,7,Analysis Balanced.  ,31.792222,-95.895556,1020,"BORON, DISSOLVED (UG/L AS B)",,269,ug/L,
3809607,Anderson,124WLCX,985,3/13/2002,1240,1,1,23,7,Analysis Balanced.  ,31.792222,-95.895556,1020,"BORON, DISSOLVED (UG/L AS B)",,364,ug/L,
3810111,Anderson,124WLCX,790,6/9/1998,1152,1,1,23,7,Analysis Balanced.  ,31.8605111,-95.8473611,1020,"BORON, DISSOLVED (UG/L AS B)",,126,ug/L,
3810111,Anderson,124WLCX,790,3/12/2002,900,1,1,23,7,Analysis Balanced.  ,31.8605111,-95.8473611,1020,"BORON, DISSOLVED (UG/L AS B)",,210,ug/L,
3810111,Anderson,124WLCX,790,10/18/2005,1315,1,1,24,7,Analysis Balanced.  Faucet on wellhead,31.8605111,-95.8473611,1020,"BORON, DISSOLVED (UG/L AS B)",,132,ug/L,
3810111,Anderson,124WLCX,790,4/21/2010,1000,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8605111,-95.8473611,1020,"BORON, DISSOLVED (UG/L AS B)",,129,ug/L,
3810111,Anderson,124WLCX,790,4/10/2014,1150,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8605111,-95.8473611,1020,"BORON, DISSOLVED (UG/L AS B)",,139,ug/L,
3810111,Anderson,124WLCX,790,6/13/2018,1035,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8605111,-95.8473611,1020,"BORON, DISSOLVED (UG/L AS B)",,148,ug/L,
3810112,Anderson,124WLCX,1156,10/18/2005,1135,1,1,24,7,Analysis Balanced.  Tap in bldg,31.8536111,-95.8366667,1020,"BORON, DISSOLVED (UG/L AS B)",,214,ug/L,
3810112,Anderson,124WLCX,1156,4/21/2010,825,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8536111,-95.8366667,1020,"BORON, DISSOLVED (UG/L AS B)",,195,ug/L,
3810112,Anderson,124WLCX,1156,4/10/2014,1247,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8536111,-95.8366667,1020,"BORON, DISSOLVED (UG/L AS B)",,216,ug/L,
3810112,Anderson,124WLCX,1156,6/13/2018,920,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8536111,-95.8366667,1020,"BORON, DISSOLVED (UG/L AS B)",,240,ug/L,
3810903,Anderson,124WLCX,1157,10/26/2005,1525,1,1,24,7,Analysis Balanced.  installled faucet on air valve,31.753056,-95.789445,1020,"BORON, DISSOLVED (UG/L AS B)",,242,ug/L,
3810903,Anderson,124WLCX,1157,4/22/2010,1400,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.753056,-95.789445,1020,"BORON, DISSOLVED (UG/L AS B)",,252,ug/L,
3810903,Anderson,124WLCX,1157,4/9/2014,1617,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.753056,-95.789445,1020,"BORON, DISSOLVED (UG/L AS B)",,242,ug/L,
3811603,Anderson,124WLCX,1550,5/22/1998,1010,1,1,23,7,Analysis Balanced.  ,31.7915,-95.6645389,1020,"BORON, DISSOLVED (UG/L AS B)",,68,ug/L,
3811603,Anderson,124WLCX,1550,3/13/2002,1058,1,1,23,7,Analysis Balanced.  ,31.7915,-95.6645389,1020,"BORON, DISSOLVED (UG/L AS B)",,181,ug/L,
3811603,Anderson,124WLCX,1550,10/17/2005,1715,1,1,24,7,"Analysis Balanced.  nipple on discharge,",31.7915,-95.6645389,1020,"BORON, DISSOLVED (UG/L AS B)",<,100,ug/L,
3811603,Anderson,124WLCX,1550,4/21/2010,1200,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.7915,-95.6645389,1020,"BORON, DISSOLVED (UG/L AS B)",,63,ug/L,
3811603,Anderson,124WLCX,1550,4/11/2014,830,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.7915,-95.6645389,1020,"BORON, DISSOLVED (UG/L AS B)",,54.9,ug/L,
3811603,Anderson,124WLCX,1550,6/13/2018,1735,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.7915,-95.6645389,1020,"BORON, DISSOLVED (UG/L AS B)",,57.3,ug/L,
3811901,Anderson,124WLCX,1616,2/25/1952,0,1,3,2,3,Analysis Balanced.  ,31.761667,-95.663334,1020,"BORON, DISSOLVED (UG/L AS B)",,120,ug/L,
3812303,Anderson,124CRRZ,570,10/25/2005,1350,1,1,24,7,Analysis Balanced.  Faucet on discharge,31.851945,-95.517222,1020,"BORON, DISSOLVED (UG/L AS B)",<,100,ug/L,
3812303,Anderson,124CRRZ,570,4/27/2010,1030,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.851945,-95.517222,1020,"BORON, DISSOLVED (UG/L AS B)",,63,ug/L,
3812303,Anderson,124CRRZ,570,4/9/2014,1310,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.851945,-95.517222,1020,"BORON, DISSOLVED (UG/L AS B)",,73.7,ug/L,
3812703,Anderson,124CRRZ,725,6/10/1998,1052,1,1,23,7,Analysis Balanced.  ,31.755001,-95.585834,1020,"BORON, DISSOLVED (UG/L AS B)",,67,ug/L,
3812703,Anderson,124CRRZ,725,3/11/2002,1620,1,1,23,7,Analysis Balanced.  ,31.755001,-95.585834,1020,"BORON, DISSOLVED (UG/L AS B)",,159,ug/L,
3812703,Anderson,124CRRZ,725,10/24/2005,1345,1,1,24,7,Analysis Balanced.  Faucet after P tank,31.755001,-95.585834,1020,"BORON, DISSOLVED (UG/L AS B)",<,100,ug/L,
3812703,Anderson,124CRRZ,725,4/27/2010,1130,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.755001,-95.585834,1020,"BORON, DISSOLVED (UG/L AS B)",,69,ug/L,
3813107,Anderson,124CRRZ,508,5/21/1998,1420,1,1,23,7,Analysis Balanced.  ,31.8658667,-95.4965861,1020,"BORON, DISSOLVED (UG/L AS B)",,122,ug/L,
3813107,Anderson,124CRRZ,508,3/14/2002,1452,1,1,23,7,Analysis Balanced.  ,31.8658667,-95.4965861,1020,"BORON, DISSOLVED (UG/L AS B)",,151,ug/L,
3813107,Anderson,124CRRZ,508,10/25/2005,1455,1,1,24,7,Analysis Balanced.  Faucet in building,31.8658667,-95.4965861,1020,"BORON, DISSOLVED (UG/L AS B)",<,100,ug/L,
3813107,Anderson,124CRRZ,508,4/27/2010,950,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8658667,-95.4965861,1020,"BORON, DISSOLVED (UG/L AS B)",,84,ug/L,
3813107,Anderson,124CRRZ,508,4/9/2014,1415,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8658667,-95.4965861,1020,"BORON, DISSOLVED (UG/L AS B)",,80.7,ug/L,
3813107,Anderson,124CRRZ,508,6/12/2018,1550,1,1,23,7,"Analysis Balanced.  Faucet in PH, next to 106.",31.8658667,-95.4965861,1020,"BORON, DISSOLVED (UG/L AS B)",,106,ug/L,
3819402,Anderson,124WLCX,590,4/22/1949,0,1,3,2,3,Analysis Balanced.  ,31.673611,-95.744722,1020,"BORON, DISSOLVED (UG/L AS B)",,740,ug/L,
3819404,Anderson,124WLCX,525,4/22/1949,0,1,3,2,3,Analysis Balanced.  ,31.686111,-95.748889,1020,"BORON, DISSOLVED (UG/L AS B)",,430,ug/L,
3820106,Anderson,124CRRZ,878,10/19/2005,1345,1,1,24,7,"Analysis Balanced.  Faucet in bldg, befor chlorin.",31.708612,-95.583611,1020,"BORON, DISSOLVED (UG/L AS B)",<,100,ug/L,
3820801,Anderson,124CRRZ,1060,11/22/1957,0,1,3,2,3,Analysis Balanced.  H2S odor - turbid,31.628611,-95.581389,1020,"BORON, DISSOLVED (UG/L AS B)",<,10,ug/L,
3820804,Anderson,124CRRZ,925,5/18/1998,1610,1,1,23,7,Analysis Balanced.  ,31.638611,-95.583055,1020,"BORON, DISSOLVED (UG/L AS B)",,177,ug/L,
3820804,Anderson,124CRRZ,925,3/25/2002,1630,1,1,23,7,Analysis Balanced.  ,31.638611,-95.583055,1020,"BORON, DISSOLVED (UG/L AS B)",,275,ug/L,
3820804,Anderson,124CRRZ,925,10/18/2005,925,1,1,24,7,Analysis Balanced.  Faucet back of bldg,31.638611,-95.583055,1020,"BORON, DISSOLVED (UG/L AS B)",,167,ug/L,
3820804,Anderson,124CRRZ,925,4/27/2010,1345,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.638611,-95.583055,1020,"BORON, DISSOLVED (UG/L AS B)",,146,ug/L,
3820804,Anderson,124CRRZ,925,4/11/2014,1010,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.638611,-95.583055,1020,"BORON, DISSOLVED (UG/L AS B)",,162,ug/L,
3821706,Anderson,124CRRZ,720,6/10/1998,1215,1,1,23,7,Analysis Balanced.  ,31.6305194,-95.4616278,1020,"BORON, DISSOLVED (UG/L AS B)",,250,ug/L,
3821706,Anderson,124CRRZ,720,3/26/2002,1525,1,1,23,,Analysis Balanced.  No Field Alkalinity done.,31.6305194,-95.4616278,1020,"BORON, DISSOLVED (UG/L AS B)",,352,ug/L,
3821706,Anderson,124CRRZ,720,10/17/2005,1500,1,1,24,7,Analysis Balanced.  Faucet on discharge,31.6305194,-95.4616278,1020,"BORON, DISSOLVED (UG/L AS B)",,259,ug/L,
3821706,Anderson,124CRRZ,720,4/27/2010,1430,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6305194,-95.4616278,1020,"BORON, DISSOLVED (UG/L AS B)",,268,ug/L,
3821706,Anderson,124CRRZ,720,4/14/2014,1332,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6305194,-95.4616278,1020,"BORON, DISSOLVED (UG/L AS B)",,249,ug/L,
3821706,Anderson,124CRRZ,720,6/11/2018,1555,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6305194,-95.4616278,1020,"BORON, DISSOLVED (UG/L AS B)",,277,ug/L,
3734103,Angelina,124CRRZ,1024,3/10/2010,945,1,1,23,7,Analysis Balanced.  ,31.461389,-94.855556,1020,"BORON, DISSOLVED (UG/L AS B)",,226,ug/L,
3734103,Angelina,124CRRZ,1024,7/28/2014,1440,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.461389,-94.855556,1020,"BORON, DISSOLVED (UG/L AS B)",,263,ug/L,
3734103,Angelina,124CRRZ,1024,4/2/2018,1255,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.461389,-94.855556,1020,"BORON, DISSOLVED (UG/L AS B)",,250,ug/L,
3734104,Angelina,124CRRZ,1030,5/28/1998,1155,1,1,23,7,Analysis Balanced.  ,31.465001,-94.850556,1020,"BORON, DISSOLVED (UG/L AS B)",,237,ug/L,
3734104,Angelina,124CRRZ,1030,3/6/2002,1315,1,1,23,7,Analysis Balanced.  ,31.465001,-94.850556,1020,"BORON, DISSOLVED (UG/L AS B)",,269,ug/L,
3734104,Angelina,124CRRZ,1030,4/19/2006,1118,1,1,24,7,Analysis Balanced.  ,31.465001,-94.850556,1020,"BORON, DISSOLVED (UG/L AS B)",,424,ug/L,
3734405,Angelina,124CZWX,1010,7/28/2014,1325,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4452778,-94.8708333,1020,"BORON, DISSOLVED (UG/L AS B)",,606,ug/L,
3734405,Angelina,124CZWX,1010,4/2/2018,1330,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4452778,-94.8708333,1020,"BORON, DISSOLVED (UG/L AS B)",,554,ug/L,
3734504,Angelina,124CRRZ,1275,5/28/1998,1040,1,1,23,7,Analysis Balanced.  ,31.4319306,-94.8113528,1020,"BORON, DISSOLVED (UG/L AS B)",,308,ug/L,
3734505,Angelina,124CRRZ,1264,3/6/2002,900,1,1,23,7,Analysis Balanced.  ,31.4213889,-94.8033333,1020,"BORON, DISSOLVED (UG/L AS B)",,442,ug/L,
3734505,Angelina,124CRRZ,1264,4/19/2006,1008,1,1,24,7,Analysis Balanced.  ,31.4213889,-94.8033333,1020,"BORON, DISSOLVED (UG/L AS B)",,1310,ug/L,
3734505,Angelina,124CRRZ,1264,3/9/2010,1345,1,1,23,7,Analysis Balanced.  ,31.4213889,-94.8033333,1020,"BORON, DISSOLVED (UG/L AS B)",,372,ug/L,
3734505,Angelina,124CRRZ,1264,4/2/2018,1155,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4213889,-94.8033333,1020,"BORON, DISSOLVED (UG/L AS B)",,419,ug/L,
3734508,Angelina,124CRRZ,1260,4/19/2006,1518,1,1,24,7,Analysis Balanced.  ,31.4307222,-94.8110389,1020,"BORON, DISSOLVED (UG/L AS B)",,501,ug/L,
3734602,Angelina,124CRRZ,955,8/2/1949,0,1,3,2,3,Analysis Balanced.  ,31.437222,-94.756112,1020,"BORON, DISSOLVED (UG/L AS B)",,590,ug/L,
3734603,Angelina,124CRRZ,933,5/27/1998,1045,1,1,23,7,Analysis Balanced.  ,31.4427778,-94.7533333,1020,"BORON, DISSOLVED (UG/L AS B)",,183,ug/L,
3734603,Angelina,124CRRZ,933,3/4/2002,1445,1,1,23,7,Analysis Balanced.  ,31.4427778,-94.7533333,1020,"BORON, DISSOLVED (UG/L AS B)",,202,ug/L,
3734603,Angelina,124CRRZ,933,4/20/2006,1025,1,1,24,7,Analysis Balanced.  ,31.4427778,-94.7533333,1020,"BORON, DISSOLVED (UG/L AS B)",,310,ug/L,
3734603,Angelina,124CRRZ,933,7/28/2014,1115,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4427778,-94.7533333,1020,"BORON, DISSOLVED (UG/L AS B)",,188,ug/L,
3734605,Angelina,124CRRZ,1020,3/10/2010,740,1,1,23,7,Analysis Balanced.  ,31.4447222,-94.7805556,1020,"BORON, DISSOLVED (UG/L AS B)",,191,ug/L,
3734605,Angelina,124CRRZ,1020,6/12/2014,935,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4447222,-94.7805556,1020,"BORON, DISSOLVED (UG/L AS B)",,189,ug/L,
3734806,Angelina,124CRRZ,1444,6/1/1998,1540,1,1,23,7,Analysis Balanced.  ,31.383611,-94.823889,1020,"BORON, DISSOLVED (UG/L AS B)",,553,ug/L,
3734806,Angelina,124CRRZ,1444,4/1/2002,1515,1,1,23,7,Analysis Balanced.  ,31.383611,-94.823889,1020,"BORON, DISSOLVED (UG/L AS B)",,638,ug/L,
3734806,Angelina,124CRRZ,1444,4/19/2006,1320,1,1,24,7,Analysis Balanced.  ,31.383611,-94.823889,1020,"BORON, DISSOLVED (UG/L AS B)",,623,ug/L,
3735410,Angelina,124CRRZ,1070,3/25/2010,915,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.418055,-94.720833,1020,"BORON, DISSOLVED (UG/L AS B)",,278,ug/L,
3735410,Angelina,124CRRZ,1070,6/12/2014,1020,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.418055,-94.720833,1020,"BORON, DISSOLVED (UG/L AS B)",,200,ug/L,
3735503,Angelina,124CRRZ,1024,5/28/1998,1640,1,1,23,7,Analysis Balanced.  ,31.422778,-94.687222,1020,"BORON, DISSOLVED (UG/L AS B)",,262,ug/L,
3735505,Angelina,124CRRZ,894,3/5/2002,1245,1,1,23,7,Analysis Balanced.  ,31.4386111,-94.6705556,1020,"BORON, DISSOLVED (UG/L AS B)",,237,ug/L,
3735701,Angelina,124CZWX,1170,3/5/2002,1050,1,1,23,7,Analysis Balanced.  ,31.3988889,-94.7269444,1020,"BORON, DISSOLVED (UG/L AS B)",,453,ug/L,
3735701,Angelina,124CZWX,1170,4/20/2006,915,1,1,24,7,Analysis Balanced.  ,31.3988889,-94.7269444,1020,"BORON, DISSOLVED (UG/L AS B)",,631,ug/L,
3735702,Angelina,124CRRZ,1221,3/23/1993,1430,1,1,1,7,Analysis Unbalanced.  ,31.405,-94.7386111,1020,"BORON, DISSOLVED (UG/L AS B)",,480,ug/L,
3735714,Angelina,124CRRZ,1185,5/27/1998,955,1,1,23,7,Analysis Balanced.  ,31.4016667,-94.7116667,1020,"BORON, DISSOLVED (UG/L AS B)",,422,ug/L,
3735714,Angelina,124CRRZ,1185,3/10/2010,830,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4016667,-94.7116667,1020,"BORON, DISSOLVED (UG/L AS B)",,349,ug/L,
3735714,Angelina,124CRRZ,1185,7/28/2014,1000,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4016667,-94.7116667,1020,"BORON, DISSOLVED (UG/L AS B)",,401,ug/L,
