,Alcoholic-Related Place,Bank,"Beauty, Cosmetology & Hairdressing",Bridge,Castle,Clothing & Jewelry,Convention Center,Design Studio,Electronics,Embassy / Consulate,Factory,Financial or Legal Service,Food & Snack,Funeral,Furniture / Home Store,General Education Place,Government Building,Hardware Store,"History, Museum & Arts",Hotel,Indoor Entertainment,Laundry Service,Medical-Related Place,Miscellaneous Shop,Neighborhood,Newsstand,Office,Outdoor Entertainment,Paper / Office Supplies Store,Pet-Related Place,Place for Socializing,Place for Sports,Post Office,Professional & Other Places,Recycling Facility,Religion & Spirituality,Residence,Rest Area,Restaurant,School,Shop Related to Entertainment,Smoke Shop,Sporting Goods Shop,Storage Facility,"Store, Market & Fair",Transportation,Travel-Related Place,Vehicle Shop,Vehicle-Related Place
10,2.0,1.0,8.0,6.0,0.0,24.0,1.0,0.0,18.0,0.0,0.0,0.0,69.0,3.0,1.0,3.0,5.0,4.0,18.0,21.0,195.0,6.0,18.0,4.0,31.0,0.0,10.0,49.0,0.0,1.0,4.0,66.0,1.0,0.0,0.0,4.0,104.0,2.0,252.0,16.0,4.0,4.0,2.0,0.0,16.0,94.0,2.0,1.0,8.0
11,2.0,5.0,8.0,7.0,0.0,16.0,3.0,0.0,10.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0,6.0,1.0,23.0,10.0,199.0,3.0,19.0,3.0,19.0,0.0,12.0,43.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,7.0,102.0,2.0,269.0,20.0,2.0,1.0,6.0,0.0,20.0,107.0,3.0,0.0,6.0
12,2.0,4.0,4.0,5.0,0.0,17.0,1.0,0.0,7.0,0.0,1.0,0.0,70.0,1.0,0.0,2.0,3.0,1.0,20.0,17.0,187.0,2.0,11.0,4.0,28.0,0.0,14.0,51.0,1.0,0.0,7.0,36.0,0.0,1.0,0.0,6.0,90.0,0.0,253.0,25.0,2.0,4.0,2.0,0.0,18.0,76.0,4.0,2.0,5.0
13,1.0,3.0,10.0,3.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,58.0,6.0,1.0,5.0,5.0,0.0,15.0,13.0,199.0,2.0,16.0,6.0,21.0,0.0,16.0,47.0,0.0,1.0,2.0,43.0,0.0,0.0,0.0,8.0,103.0,1.0,213.0,6.0,4.0,2.0,1.0,0.0,17.0,103.0,8.0,1.0,6.0
14,3.0,3.0,4.0,10.0,0.0,9.0,2.0,1.0,7.0,0.0,0.0,0.0,54.0,1.0,2.0,1.0,5.0,1.0,31.0,16.0,187.0,2.0,11.0,2.0,18.0,0.0,14.0,48.0,0.0,1.0,3.0,45.0,0.0,0.0,0.0,7.0,82.0,1.0,224.0,12.0,4.0,0.0,0.0,0.0,16.0,100.0,7.0,1.0,11.0
15,3.0,8.0,8.0,2.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,74.0,0.0,1.0,1.0,3.0,1.0,18.0,20.0,171.0,4.0,12.0,2.0,21.0,1.0,10.0,39.0,0.0,0.0,2.0,44.0,3.0,0.0,0.0,8.0,107.0,1.0,207.0,17.0,0.0,1.0,0.0,0.0,14.0,94.0,1.0,0.0,3.0
16,1.0,5.0,5.0,3.0,0.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,60.0,0.0,1.0,1.0,0.0,1.0,21.0,11.0,167.0,2.0,14.0,2.0,19.0,0.0,8.0,46.0,0.0,1.0,2.0,39.0,0.0,1.0,0.0,3.0,107.0,0.0,199.0,7.0,0.0,4.0,0.0,0.0,19.0,85.0,5.0,2.0,7.0
17,0.0,3.0,9.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,2.0,1.0,0.0,2.0,0.0,22.0,10.0,193.0,2.0,16.0,4.0,23.0,0.0,14.0,46.0,0.0,0.0,2.0,47.0,1.0,0.0,0.0,8.0,97.0,0.0,224.0,7.0,4.0,0.0,2.0,0.0,10.0,77.0,4.0,5.0,7.0
18,0.0,7.0,8.0,2.0,0.0,7.0,0.0,1.0,4.0,1.0,0.0,0.0,58.0,1.0,1.0,1.0,6.0,0.0,23.0,8.0,172.0,1.0,15.0,1.0,14.0,0.0,9.0,40.0,0.0,4.0,1.0,44.0,3.0,0.0,0.0,3.0,113.0,0.0,202.0,11.0,1.0,1.0,0.0,1.0,14.0,76.0,3.0,3.0,9.0
19,0.0,7.0,7.0,2.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,52.0,1.0,0.0,3.0,6.0,2.0,12.0,11.0,167.0,1.0,12.0,4.0,21.0,0.0,14.0,45.0,0.0,2.0,6.0,26.0,0.0,0.0,0.0,4.0,98.0,0.0,183.0,10.0,3.0,4.0,0.0,0.0,14.0,81.0,3.0,3.0,4.0
20,1.0,1.0,7.0,10.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,57.0,0.0,1.0,2.0,6.0,0.0,20.0,8.0,162.0,0.0,9.0,4.0,13.0,0.0,14.0,35.0,0.0,1.0,4.0,35.0,0.0,0.0,0.0,6.0,106.0,0.0,166.0,13.0,1.0,4.0,1.0,0.0,16.0,79.0,3.0,0.0,5.0
21,0.0,4.0,3.0,8.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,47.0,0.0,1.0,1.0,1.0,0.0,19.0,19.0,187.0,2.0,12.0,1.0,13.0,0.0,12.0,34.0,2.0,0.0,2.0,21.0,0.0,1.0,0.0,1.0,103.0,1.0,170.0,13.0,5.0,0.0,1.0,0.0,8.0,69.0,2.0,1.0,4.0
22,0.0,3.0,1.0,8.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,51.0,1.0,1.0,1.0,1.0,0.0,8.0,13.0,188.0,2.0,11.0,0.0,13.0,0.0,9.0,38.0,0.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,91.0,1.0,186.0,8.0,1.0,2.0,0.0,0.0,8.0,72.0,1.0,4.0,5.0
23,0.0,3.0,3.0,8.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,42.0,1.0,1.0,1.0,5.0,0.0,18.0,13.0,187.0,3.0,15.0,0.0,13.0,0.0,9.0,40.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,9.0,73.0,0.0,192.0,9.0,3.0,1.0,0.0,0.0,9.0,59.0,2.0,1.0,5.0
24,0.0,4.0,5.0,8.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,55.0,2.0,0.0,0.0,3.0,1.0,15.0,10.0,174.0,1.0,8.0,1.0,15.0,0.0,14.0,38.0,0.0,0.0,4.0,23.0,1.0,1.0,0.0,5.0,82.0,0.0,150.0,10.0,1.0,3.0,0.0,0.0,7.0,78.0,4.0,1.0,4.0
25,0.0,1.0,2.0,7.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,1.0,0.0,2.0,6.0,1.0,19.0,8.0,172.0,2.0,7.0,1.0,7.0,1.0,9.0,29.0,0.0,0.0,3.0,31.0,0.0,0.0,0.0,3.0,94.0,0.0,133.0,7.0,0.0,5.0,0.0,0.0,6.0,65.0,0.0,0.0,6.0
26,0.0,2.0,2.0,3.0,0.0,4.0,1.0,1.0,6.0,1.0,0.0,0.0,45.0,1.0,0.0,1.0,5.0,0.0,14.0,17.0,174.0,3.0,9.0,1.0,17.0,0.0,7.0,37.0,1.0,0.0,2.0,40.0,1.0,0.0,0.0,2.0,91.0,0.0,147.0,12.0,2.0,0.0,0.0,0.0,7.0,69.0,1.0,0.0,4.0
27,1.0,6.0,3.0,10.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,34.0,1.0,1.0,3.0,3.0,0.0,19.0,14.0,190.0,3.0,14.0,4.0,17.0,0.0,4.0,43.0,1.0,0.0,2.0,19.0,1.0,0.0,0.0,2.0,109.0,0.0,161.0,15.0,1.0,2.0,0.0,0.0,7.0,59.0,3.0,0.0,9.0
28,1.0,11.0,10.0,2.0,0.0,6.0,0.0,1.0,3.0,0.0,1.0,0.0,58.0,0.0,1.0,5.0,1.0,2.0,15.0,14.0,199.0,1.0,10.0,2.0,20.0,0.0,16.0,23.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,2.0,97.0,0.0,144.0,12.0,2.0,0.0,2.0,0.0,4.0,64.0,3.0,1.0,7.0
29,2.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,44.0,0.0,0.0,1.0,5.0,1.0,8.0,9.0,166.0,5.0,12.0,3.0,20.0,0.0,12.0,39.0,0.0,0.0,2.0,29.0,0.0,1.0,0.0,5.0,110.0,0.0,129.0,3.0,2.0,3.0,1.0,0.0,6.0,52.0,6.0,1.0,9.0
30,1.0,5.0,3.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,2.0,14.0,11.0,205.0,0.0,9.0,0.0,18.0,0.0,10.0,28.0,0.0,0.0,3.0,30.0,0.0,1.0,0.0,5.0,82.0,0.0,134.0,10.0,4.0,1.0,0.0,0.0,6.0,66.0,0.0,0.0,5.0
31,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,7.0,1.0,12.0,16.0,150.0,0.0,10.0,2.0,22.0,0.0,6.0,31.0,0.0,0.0,5.0,29.0,1.0,0.0,0.0,2.0,95.0,0.0,143.0,8.0,3.0,1.0,0.0,0.0,6.0,72.0,0.0,1.0,3.0
32,0.0,4.0,6.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,1.0,1.0,3.0,0.0,17.0,15.0,178.0,2.0,6.0,0.0,19.0,0.0,11.0,22.0,2.0,0.0,6.0,23.0,0.0,0.0,0.0,1.0,106.0,1.0,132.0,10.0,2.0,1.0,0.0,0.0,6.0,68.0,2.0,0.0,3.0
33,0.0,3.0,5.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,3.0,0.0,10.0,13.0,168.0,0.0,15.0,1.0,11.0,0.0,11.0,33.0,0.0,0.0,1.0,22.0,0.0,1.0,0.0,6.0,96.0,0.0,108.0,4.0,0.0,0.0,0.0,0.0,7.0,75.0,3.0,2.0,6.0
34,2.0,1.0,5.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,41.0,1.0,1.0,0.0,4.0,0.0,14.0,11.0,186.0,1.0,18.0,1.0,15.0,0.0,3.0,31.0,0.0,0.0,3.0,21.0,0.0,1.0,0.0,4.0,106.0,0.0,94.0,15.0,3.0,1.0,1.0,0.0,9.0,57.0,2.0,1.0,11.0
35,0.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,6.0,0.0,14.0,11.0,167.0,0.0,19.0,3.0,9.0,1.0,13.0,20.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,96.0,0.0,125.0,9.0,0.0,0.0,0.0,0.0,9.0,47.0,4.0,1.0,4.0
36,1.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,5.0,0.0,11.0,18.0,147.0,0.0,8.0,0.0,15.0,0.0,11.0,26.0,1.0,0.0,3.0,11.0,0.0,0.0,0.0,3.0,93.0,2.0,110.0,8.0,0.0,0.0,0.0,0.0,6.0,48.0,3.0,1.0,3.0
37,1.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,1.0,13.0,11.0,152.0,1.0,7.0,0.0,11.0,0.0,7.0,36.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,2.0,105.0,0.0,103.0,12.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,1.0,7.0
38,0.0,2.0,6.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,27.0,3.0,0.0,1.0,2.0,2.0,15.0,15.0,152.0,1.0,7.0,1.0,10.0,0.0,6.0,33.0,2.0,0.0,2.0,16.0,1.0,1.0,0.0,1.0,116.0,0.0,86.0,2.0,0.0,0.0,1.0,0.0,6.0,75.0,0.0,3.0,3.0
39,0.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,3.0,0.0,10.0,11.0,162.0,0.0,11.0,2.0,16.0,0.0,6.0,30.0,1.0,0.0,3.0,13.0,0.0,1.0,0.0,2.0,109.0,0.0,84.0,12.0,3.0,0.0,1.0,0.0,6.0,51.0,2.0,1.0,4.0
40,0.0,2.0,12.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,1.0,6.0,0.0,8.0,11.0,179.0,0.0,7.0,0.0,20.0,0.0,11.0,32.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,112.0,0.0,94.0,5.0,0.0,0.0,0.0,0.0,4.0,54.0,6.0,2.0,4.0
41,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0,0.0,5.0,6.0,1.0,23.0,12.0,138.0,2.0,9.0,1.0,16.0,0.0,5.0,22.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,1.0,94.0,1.0,82.0,10.0,0.0,0.0,0.0,0.0,3.0,48.0,3.0,0.0,6.0
42,0.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,31.0,0.0,0.0,1.0,2.0,1.0,14.0,8.0,193.0,2.0,13.0,0.0,20.0,0.0,11.0,40.0,0.0,1.0,2.0,12.0,0.0,1.0,0.0,1.0,109.0,0.0,102.0,7.0,0.0,1.0,0.0,0.0,5.0,73.0,3.0,1.0,9.0
43,0.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.0,1.0,0.0,2.0,2.0,1.0,10.0,16.0,170.0,1.0,19.0,0.0,18.0,0.0,4.0,31.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,4.0,93.0,0.0,63.0,5.0,1.0,2.0,0.0,0.0,7.0,62.0,3.0,3.0,5.0
44,1.0,5.0,9.0,4.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,29.0,1.0,2.0,0.0,4.0,0.0,13.0,9.0,164.0,1.0,18.0,1.0,16.0,0.0,9.0,28.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,111.0,1.0,93.0,7.0,2.0,2.0,0.0,0.0,1.0,65.0,4.0,2.0,7.0
45,0.0,1.0,3.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,3.0,0.0,9.0,16.0,145.0,0.0,16.0,0.0,19.0,0.0,12.0,33.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,76.0,0.0,93.0,6.0,1.0,1.0,0.0,0.0,5.0,79.0,2.0,1.0,21.0
46,0.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,30.0,1.0,0.0,0.0,3.0,0.0,16.0,13.0,137.0,2.0,14.0,3.0,14.0,0.0,6.0,36.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,4.0,116.0,1.0,85.0,10.0,0.0,0.0,0.0,0.0,2.0,80.0,1.0,2.0,12.0
47,0.0,4.0,4.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,36.0,2.0,2.0,1.0,1.0,0.0,14.0,13.0,146.0,1.0,18.0,2.0,12.0,0.0,11.0,26.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,96.0,0.0,71.0,7.0,1.0,0.0,0.0,0.0,1.0,58.0,2.0,6.0,6.0
48,0.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,24.0,1.0,0.0,1.0,3.0,0.0,12.0,14.0,162.0,1.0,16.0,4.0,8.0,0.0,13.0,20.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,1.0,98.0,0.0,74.0,7.0,2.0,2.0,0.0,0.0,3.0,60.0,1.0,1.0,6.0
49,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,1.0,11.0,8.0,144.0,0.0,8.0,2.0,10.0,0.0,2.0,23.0,1.0,0.0,5.0,16.0,0.0,0.0,0.0,1.0,96.0,1.0,72.0,7.0,0.0,0.0,0.0,0.0,2.0,64.0,3.0,0.0,4.0
50,0.0,4.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,1.0,1.0,4.0,1.0,9.0,7.0,123.0,2.0,13.0,1.0,8.0,0.0,8.0,33.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,107.0,0.0,59.0,8.0,1.0,0.0,0.0,0.0,6.0,63.0,3.0,0.0,2.0
51,0.0,4.0,1.0,8.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,60.0,9.0,146.0,0.0,13.0,1.0,7.0,0.0,6.0,34.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,2.0,95.0,0.0,68.0,9.0,0.0,0.0,0.0,0.0,4.0,49.0,0.0,1.0,3.0
52,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,0.0,8.0,8.0,166.0,1.0,15.0,0.0,8.0,0.0,2.0,31.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,110.0,0.0,70.0,2.0,1.0,2.0,0.0,0.0,5.0,44.0,1.0,0.0,5.0
53,0.0,3.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,8.0,16.0,142.0,1.0,7.0,0.0,11.0,0.0,4.0,22.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,108.0,0.0,68.0,5.0,1.0,2.0,0.0,0.0,5.0,49.0,8.0,0.0,5.0
54,0.0,2.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,8.0,5.0,137.0,0.0,10.0,0.0,20.0,0.0,3.0,32.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,108.0,0.0,62.0,7.0,1.0,0.0,0.0,0.0,3.0,50.0,5.0,0.0,5.0
55,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,15.0,6.0,144.0,1.0,7.0,0.0,12.0,0.0,3.0,22.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,101.0,0.0,50.0,4.0,1.0,0.0,0.0,0.0,4.0,44.0,9.0,1.0,2.0
56,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,0.0,1.0,0.0,6.0,0.0,9.0,10.0,133.0,1.0,6.0,1.0,10.0,0.0,5.0,25.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,82.0,0.0,48.0,9.0,0.0,2.0,0.0,0.0,1.0,40.0,6.0,1.0,5.0
57,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,20.0,13.0,149.0,3.0,7.0,0.0,8.0,0.0,6.0,14.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,77.0,0.0,50.0,4.0,2.0,0.0,0.0,0.0,5.0,39.0,1.0,0.0,4.0
58,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.0,0.0,9.0,7.0,153.0,3.0,9.0,0.0,9.0,0.0,3.0,27.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,82.0,0.0,46.0,8.0,2.0,0.0,0.0,0.0,4.0,38.0,2.0,2.0,1.0
59,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,109.0,1.0,15.0,1.0,12.0,0.0,3.0,19.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,79.0,0.0,55.0,10.0,1.0,0.0,0.0,0.0,2.0,29.0,4.0,2.0,1.0
60,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,8.0,10.0,139.0,1.0,6.0,0.0,15.0,0.0,6.0,24.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,101.0,0.0,62.0,4.0,1.0,0.0,1.0,0.0,3.0,43.0,4.0,0.0,2.0
61,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,3.0,0.0,11.0,10.0,136.0,2.0,11.0,0.0,14.0,0.0,1.0,27.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,72.0,0.0,51.0,2.0,0.0,0.0,0.0,0.0,3.0,32.0,15.0,0.0,1.0
62,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,5.0,0.0,8.0,5.0,112.0,0.0,6.0,0.0,8.0,0.0,6.0,20.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,64.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,5.0,2.0
63,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,4.0,0.0,32.0,7.0,123.0,0.0,11.0,1.0,12.0,0.0,4.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,67.0,0.0,34.0,3.0,1.0,1.0,0.0,0.0,3.0,34.0,8.0,4.0,2.0
64,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,124.0,0.0,6.0,0.0,6.0,0.0,6.0,20.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,79.0,0.0,37.0,3.0,0.0,0.0,0.0,0.0,4.0,31.0,6.0,0.0,3.0
65,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,124.0,0.0,4.0,0.0,12.0,0.0,5.0,24.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,79.0,0.0,36.0,6.0,4.0,0.0,0.0,0.0,1.0,28.0,2.0,0.0,3.0
