StateWellNumber,County,AquiferCode,WellDepth,Date,Time,SampleNumber,EntityId,LabId,ReliabilityId,CollectionRemarks,LatitudeDD,LongitudeDD,ParameterCode,ParameterDescription,ParameterFlag,ParameterValue,ParameterUnit,PlusMinus
3801501,Anderson,124WLCX,673,4/21/2010,920,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9186111,-95.9205556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,20.2,mg/L,
3801501,Anderson,124WLCX,673,4/10/2014,1051,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9186111,-95.9205556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,20.5,mg/L,
3801501,Anderson,124WLCX,673,6/13/2018,1205,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9186111,-95.9205556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,19.6,mg/L,
3801806,Anderson,124WLCX,514,6/9/1998,1248,1,1,23,7,Analysis Balanced.  ,31.916389,-95.919167,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,21.4,mg/L,
3801806,Anderson,124WLCX,514,3/12/2002,1020,1,1,23,7,Analysis Balanced.  ,31.916389,-95.919167,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,21.7,mg/L,
3802302,Anderson,124WLCX,1206,4/26/1993,1515,1,1,1,7,Analysis Balanced.  ,31.989167,-95.787778,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,144,mg/L,
3803603,Anderson,124CRRZ,836,4/27/1993,1530,1,1,1,7,Analysis Balanced.  ,31.920555,-95.644722,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,5,mg/L,
3803805,Anderson,124WLCX,1320,5/20/1998,1116,1,1,23,7,Analysis Balanced.  ,31.9119861,-95.7051028,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,6.8,mg/L,
3803805,Anderson,124WLCX,1320,3/12/2002,1343,1,1,23,7,Analysis Balanced.  ,31.9119861,-95.7051028,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,6.85,mg/L,
3803805,Anderson,124WLCX,1320,10/26/2005,1020,1,1,24,7,"Analysis Balanced.  F on back of bldg, 57 GPM",31.9119861,-95.7051028,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,10,mg/L,
3803805,Anderson,124WLCX,1320,4/23/2010,915,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9119861,-95.7051028,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,6.45,mg/L,
3803805,Anderson,124WLCX,1320,4/8/2014,1435,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9119861,-95.7051028,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,6.44,mg/L,
3803805,Anderson,124WLCX,1320,6/27/2018,1525,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9119861,-95.7051028,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,5.88,mg/L,
3803806,Anderson,124WLCX,1779,10/26/2005,900,1,1,24,7,Analysis Balanced.  Faucet on wellhead@308 GPM,31.9112222,-95.7080444,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,66,mg/L,
3803806,Anderson,124WLCX,1779,4/23/2010,835,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9112222,-95.7080444,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,83.4,mg/L,
3803806,Anderson,124WLCX,1779,4/8/2014,1515,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9112222,-95.7080444,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,126,mg/L,
3803806,Anderson,124WLCX,1779,6/27/2018,1425,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9112222,-95.7080444,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,196,mg/L,
3804202,Anderson,124CRRZ,840,10/20/2005,850,1,1,24,7,Analysis Balanced.  Faucet on wall in bldg,31.9763889,-95.5505556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7,mg/L,
3804202,Anderson,124CRRZ,840,4/22/2010,1000,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9763889,-95.5505556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.13,mg/L,
3804307,Anderson,124CRRZ,797,4/9/2014,951,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9770361,-95.5392194,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,6.35,mg/L,
3804307,Anderson,124CRRZ,797,6/13/2018,1605,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.9770361,-95.5392194,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,5.89,mg/L,
3809607,Anderson,124WLCX,985,6/9/1998,1553,1,1,23,7,Analysis Balanced.  ,31.792222,-95.895556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,29.3,mg/L,
3809607,Anderson,124WLCX,985,3/13/2002,1240,1,1,23,7,Analysis Balanced.  ,31.792222,-95.895556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,26.7,mg/L,
3810111,Anderson,124WLCX,790,6/9/1998,1152,1,1,23,7,Analysis Balanced.  ,31.8605111,-95.8473611,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,32.1,mg/L,
3810111,Anderson,124WLCX,790,3/12/2002,900,1,1,23,7,Analysis Balanced.  ,31.8605111,-95.8473611,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,32.3,mg/L,
3810111,Anderson,124WLCX,790,10/18/2005,1315,1,1,24,7,Analysis Balanced.  Faucet on wellhead,31.8605111,-95.8473611,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,28,mg/L,
3810111,Anderson,124WLCX,790,4/21/2010,1000,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8605111,-95.8473611,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,31.8,mg/L,
3810111,Anderson,124WLCX,790,4/10/2014,1150,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8605111,-95.8473611,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,30.9,mg/L,
3810111,Anderson,124WLCX,790,6/13/2018,1035,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8605111,-95.8473611,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,29.2,mg/L,
3810112,Anderson,124WLCX,1156,10/18/2005,1135,1,1,24,7,Analysis Balanced.  Tap in bldg,31.8536111,-95.8366667,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,21,mg/L,
3810112,Anderson,124WLCX,1156,4/21/2010,825,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8536111,-95.8366667,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,45.6,mg/L,
3810112,Anderson,124WLCX,1156,4/10/2014,1247,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8536111,-95.8366667,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,18.4,mg/L,
3810112,Anderson,124WLCX,1156,6/13/2018,920,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8536111,-95.8366667,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,19.9,mg/L,
3810503,Anderson,124WLCX,770,4/27/1993,930,1,1,1,7,Analysis Balanced.  ,31.828611,-95.816389,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,13,mg/L,
3810903,Anderson,124WLCX,1157,10/26/2005,1525,1,1,24,7,Analysis Balanced.  installled faucet on air valve,31.753056,-95.789445,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,49,mg/L,
3810903,Anderson,124WLCX,1157,4/22/2010,1400,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.753056,-95.789445,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,52,mg/L,
3810903,Anderson,124WLCX,1157,4/9/2014,1617,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.753056,-95.789445,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,48.4,mg/L,
3811603,Anderson,124WLCX,1550,5/22/1998,1010,1,1,23,7,Analysis Balanced.  ,31.7915,-95.6645389,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,3.1,mg/L,
3811603,Anderson,124WLCX,1550,3/13/2002,1058,1,1,23,7,Analysis Balanced.  ,31.7915,-95.6645389,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,3.16,mg/L,
3811603,Anderson,124WLCX,1550,10/17/2005,1715,1,1,24,7,"Analysis Balanced.  nipple on discharge,",31.7915,-95.6645389,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7,mg/L,
3811603,Anderson,124WLCX,1550,4/21/2010,1200,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.7915,-95.6645389,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,2.87,mg/L,
3811603,Anderson,124WLCX,1550,4/11/2014,830,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.7915,-95.6645389,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,2.91,mg/L,
3811603,Anderson,124WLCX,1550,6/13/2018,1735,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.7915,-95.6645389,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,2.86,mg/L,
3812303,Anderson,124CRRZ,570,10/25/2005,1350,1,1,24,7,Analysis Balanced.  Faucet on discharge,31.851945,-95.517222,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7,mg/L,
3812303,Anderson,124CRRZ,570,4/27/2010,1030,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.851945,-95.517222,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,5.96,mg/L,
3812303,Anderson,124CRRZ,570,4/9/2014,1310,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.851945,-95.517222,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,5.92,mg/L,
3812502,Anderson,124CRRZ,622,4/18/1993,1445,1,1,1,7,Analysis Balanced.  ,31.8052778,-95.5788889,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,5,mg/L,
3812703,Anderson,124CRRZ,725,6/10/1998,1052,1,1,23,7,Analysis Balanced.  ,31.755001,-95.585834,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,5.56,mg/L,
3812703,Anderson,124CRRZ,725,3/11/2002,1620,1,1,23,7,Analysis Balanced.  ,31.755001,-95.585834,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,5.69,mg/L,
3812703,Anderson,124CRRZ,725,10/24/2005,1345,1,1,24,7,Analysis Balanced.  Faucet after P tank,31.755001,-95.585834,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,14,mg/L,
3812703,Anderson,124CRRZ,725,4/27/2010,1130,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.755001,-95.585834,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,5.23,mg/L,
3813107,Anderson,124CRRZ,508,4/28/1993,1350,1,1,1,7,Analysis Balanced.  ,31.8658667,-95.4965861,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,9,mg/L,
3813107,Anderson,124CRRZ,508,5/21/1998,1420,1,1,23,7,Analysis Balanced.  ,31.8658667,-95.4965861,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,8.45,mg/L,
3813107,Anderson,124CRRZ,508,3/14/2002,1452,1,1,23,7,Analysis Balanced.  ,31.8658667,-95.4965861,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,8.46,mg/L,
3813107,Anderson,124CRRZ,508,10/25/2005,1455,1,1,24,7,Analysis Balanced.  Faucet in building,31.8658667,-95.4965861,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7,mg/L,
3813107,Anderson,124CRRZ,508,4/27/2010,950,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8658667,-95.4965861,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.98,mg/L,
3813107,Anderson,124CRRZ,508,4/9/2014,1415,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.8658667,-95.4965861,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.84,mg/L,
3813107,Anderson,124CRRZ,508,6/12/2018,1550,1,1,23,7,"Analysis Balanced.  Faucet in PH, next to 106.",31.8658667,-95.4965861,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.34,mg/L,
3819201,Anderson,124WLCX,1380,4/28/1993,940,1,1,1,7,Analysis Balanced.  ,31.746667,-95.678889,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,4,mg/L,
3820106,Anderson,124CRRZ,878,10/19/2005,1345,1,1,24,7,"Analysis Balanced.  Faucet in bldg, befor chlorin.",31.708612,-95.583611,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7,mg/L,
3820801,Anderson,124CRRZ,1060,4/28/1993,1425,1,1,1,7,Analysis Balanced.  ,31.628611,-95.581389,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,14,mg/L,
3820804,Anderson,124CRRZ,925,5/18/1998,1610,1,1,23,7,Analysis Balanced.  ,31.638611,-95.583055,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,13.2,mg/L,
3820804,Anderson,124CRRZ,925,3/25/2002,1630,1,1,23,7,Analysis Balanced.  ,31.638611,-95.583055,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,12.8,mg/L,
3820804,Anderson,124CRRZ,925,10/18/2005,925,1,1,24,7,Analysis Balanced.  Faucet back of bldg,31.638611,-95.583055,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,11,mg/L,
3820804,Anderson,124CRRZ,925,4/27/2010,1345,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.638611,-95.583055,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,12.9,mg/L,
3820804,Anderson,124CRRZ,925,4/11/2014,1010,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.638611,-95.583055,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,12.8,mg/L,
3821706,Anderson,124CRRZ,720,5/6/1993,900,1,1,1,7,Analysis Balanced.  ,31.6305194,-95.4616278,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,14,mg/L,
3821706,Anderson,124CRRZ,720,6/10/1998,1215,1,1,23,7,Analysis Balanced.  ,31.6305194,-95.4616278,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,14.2,mg/L,
3821706,Anderson,124CRRZ,720,10/17/2005,1500,1,1,24,7,Analysis Balanced.  Faucet on discharge,31.6305194,-95.4616278,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7,mg/L,
3821706,Anderson,124CRRZ,720,4/27/2010,1430,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6305194,-95.4616278,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,13.8,mg/L,
3821706,Anderson,124CRRZ,720,4/14/2014,1332,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6305194,-95.4616278,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,13.3,mg/L,
3821706,Anderson,124CRRZ,720,6/11/2018,1555,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.6305194,-95.4616278,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,12.1,mg/L,
3734103,Angelina,124CRRZ,1024,3/24/1993,1145,1,1,1,7,Analysis Balanced.  ,31.461389,-94.855556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,9,mg/L,
3734103,Angelina,124CRRZ,1024,3/10/2010,945,1,1,23,7,Analysis Balanced.  ,31.461389,-94.855556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.12,mg/L,
3734103,Angelina,124CRRZ,1024,7/28/2014,1440,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.461389,-94.855556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.9,mg/L,
3734103,Angelina,124CRRZ,1024,4/2/2018,1255,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.461389,-94.855556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.77,mg/L,
3734104,Angelina,124CRRZ,1030,5/28/1998,1155,1,1,23,7,Analysis Balanced.  ,31.465001,-94.850556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.62,mg/L,
3734104,Angelina,124CRRZ,1030,3/6/2002,1315,1,1,23,7,Analysis Balanced.  ,31.465001,-94.850556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.52,mg/L,
3734104,Angelina,124CRRZ,1030,4/19/2006,1118,1,1,24,7,Analysis Balanced.  ,31.465001,-94.850556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7,mg/L,
3734405,Angelina,124CZWX,1010,7/28/2014,1325,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4452778,-94.8708333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,19.9,mg/L,
3734405,Angelina,124CZWX,1010,4/2/2018,1330,1,1,23,7,Analysis Unbalanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4452778,-94.8708333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,23.4,mg/L,
3734504,Angelina,124CRRZ,1275,3/23/1993,1120,1,1,1,7,Analysis Balanced.  ,31.4319306,-94.8113528,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,15,mg/L,
3734504,Angelina,124CRRZ,1275,5/28/1998,1040,1,1,23,7,Analysis Balanced.  ,31.4319306,-94.8113528,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,14.4,mg/L,
3734505,Angelina,124CRRZ,1264,3/6/2002,900,1,1,23,7,Analysis Balanced.  ,31.4213889,-94.8033333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,16.5,mg/L,
3734505,Angelina,124CRRZ,1264,4/19/2006,1008,1,1,24,7,Analysis Balanced.  ,31.4213889,-94.8033333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,16,mg/L,
3734505,Angelina,124CRRZ,1264,3/9/2010,1345,1,1,23,7,Analysis Balanced.  ,31.4213889,-94.8033333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,15.7,mg/L,
3734505,Angelina,124CRRZ,1264,4/2/2018,1155,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4213889,-94.8033333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,16.4,mg/L,
3734508,Angelina,124CRRZ,1260,4/19/2006,1518,1,1,24,7,Analysis Balanced.  ,31.4307222,-94.8110389,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,14,mg/L,
3734603,Angelina,124CRRZ,933,5/27/1998,1045,1,1,23,7,Analysis Balanced.  ,31.4427778,-94.7533333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.37,mg/L,
3734603,Angelina,124CRRZ,933,3/4/2002,1445,1,1,23,7,Analysis Balanced.  ,31.4427778,-94.7533333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7.18,mg/L,
3734603,Angelina,124CRRZ,933,4/20/2006,1025,1,1,24,7,Analysis Balanced.  ,31.4427778,-94.7533333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,7,mg/L,
3734603,Angelina,124CRRZ,933,7/28/2014,1115,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4427778,-94.7533333,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,6.77,mg/L,
3734605,Angelina,124CRRZ,1020,3/10/2010,740,1,1,23,7,Analysis Balanced.  ,31.4447222,-94.7805556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,9.94,mg/L,
3734605,Angelina,124CRRZ,1020,6/12/2014,935,1,1,23,7,Analysis Balanced.  Lab Calculated Anion/Cation Chg Bal set to TWDB Calculated Value due to an error in the lab calculated formula,31.4447222,-94.7805556,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,10.5,mg/L,
3734806,Angelina,124CRRZ,1444,3/24/1993,940,1,1,1,7,Analysis Balanced.  ,31.383611,-94.823889,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,106,mg/L,
3734806,Angelina,124CRRZ,1444,6/1/1998,1540,1,1,23,7,Analysis Balanced.  ,31.383611,-94.823889,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,113,mg/L,
3734806,Angelina,124CRRZ,1444,4/1/2002,1515,1,1,23,7,Analysis Balanced.  ,31.383611,-94.823889,941,"CHLORIDE, DISSOLVED (MG/L AS CL)",,109,mg/L,
