A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
48,56,52,62,33,14,0,6,7,3,12,0,0,1,0
47,56,52,61,35,14,0,8,5,3,22,0,0,1,0
47,55,52,61,38,14,2,8,7,3,22,1,0,1,0
48,56,52,61,40,14,2,8,7,3,22,1,0,0,0
48,55,51,61,38,16,2,10,6,2,24,0,0,0,0
48,55,51,61,39,17,4,10,6,2,25,2,0,0,0
48,55,52,60,40,16,4,11,5,2,26,2,0,0,0
48,55,54,61,39,16,4,9,5,2,21,2,0,0,0
48,54,54,61,38,16,4,8,4,3,14,1,0,0,0
48,54,54,61,36,14,2,7,2,2,11,0,0,0,0
48,54,54,62,36,15,2,5,4,2,11,0,0,0,0
48,54,55,62,36,14,2,5,3,1,10,0,0,0,0
48,54,55,62,36,13,2,5,2,2,10,0,0,0,0
48,54,55,62,35,12,3,5,2,2,9,0,1,0,0
48,54,55,62,36,13,5,4,2,2,9,2,1,0,0
48,54,54,62,35,14,4,4,2,2,9,2,1,0,0
48,54,54,62,35,13,4,4,2,3,9,2,1,0,0
48,54,54,62,37,12,3,3,2,2,9,2,0,0,0
48,54,54,62,37,13,3,3,2,3,9,2,0,0,0
48,54,55,62,37,13,3,3,2,2,9,2,0,0,0
48,54,55,63,36,12,3,3,2,5,7,2,0,0,0
48,53,55,62,35,14,1,2,2,6,3,1,0,0,0
48,53,55,62,34,14,1,3,1,6,2,1,0,0,0
48,53,55,61,34,14,1,4,3,4,3,1,0,0,0
48,53,55,61,30,14,1,4,3,4,3,1,0,0,0
48,53,56,61,29,14,2,5,6,4,3,1,0,0,0
48,53,56,61,30,15,2,4,6,3,2,1,0,0,0
48,52,57,62,29,14,2,4,6,3,2,1,0,0,0
48,52,57,61,29,14,2,2,6,3,2,1,0,0,0
48,52,57,62,30,13,2,3,7,4,3,1,0,0,0
48,52,57,61,29,12,2,2,6,4,2,1,0,0,0
48,52,57,61,30,12,2,2,4,4,2,0,0,0,0
47,52,58,61,32,11,2,2,5,5,2,0,0,0,0
47,51,58,61,31,10,2,3,4,5,1,0,0,0,0
48,50,57,61,32,10,2,4,3,6,2,0,0,0,0
48,50,55,61,32,11,2,4,3,6,3,0,0,0,0
48,50,56,61,31,13,2,6,2,6,6,0,0,0,0
48,49,57,61,33,15,2,8,2,6,10,0,0,0,0
48,49,57,61,34,16,1,7,1,6,12,0,0,0,0
47,49,57,61,32,13,1,6,1,6,9,0,0,0,0
48,49,58,61,33,17,1,5,2,7,9,0,0,0,0
46,49,55,61,31,18,1,4,2,4,6,0,0,0,0
46,49,55,61,29,19,3,5,3,4,4,2,1,0,0
47,49,55,62,30,18,3,5,4,5,3,2,1,0,0
47,49,53,62,30,15,3,7,5,7,4,2,2,0,0
47,49,53,62,30,15,4,8,3,7,4,0,2,0,0
47,48,53,61,28,14,5,6,3,8,3,1,2,0,0
47,48,53,61,28,15,5,5,4,8,3,1,1,0,0
47,48,54,61,29,14,7,6,4,7,3,3,1,0,0
47,48,54,60,28,13,7,5,4,6,3,3,0,0,0
46,48,54,60,28,13,6,5,3,6,3,3,0,0,0
46,48,54,60,28,13,3,4,3,7,3,3,0,0,0
46,49,54,60,28,12,3,6,4,7,3,3,0,0,0
46,49,54,60,29,12,3,6,4,7,3,3,0,0,0
48,49,55,60,30,14,3,6,3,6,5,1,0,0,0
48,50,55,59,32,14,3,6,2,6,7,1,0,0,0
50,50,55,59,34,14,2,8,4,7,7,1,0,0,0
50,50,55,59,34,15,3,5,5,5,6,3,2,1,2
50,50,56,59,31,16,6,5,5,7,6,4,5,1,3
50,49,56,59,32,13,8,5,5,8,6,5,6,1,3
51,49,56,60,33,12,8,5,6,9,6,8,6,2,6
51,50,55,60,32,12,9,3,6,9,5,8,6,2,6
51,50,55,61,33,12,9,3,6,9,5,5,6,1,3
51,50,55,61,32,12,10,4,6,8,5,6,6,1,3
51,50,56,61,30,12,10,4,5,8,5,5,3,1,3
51,50,56,61,31,11,9,4,4,8,5,5,3,1,3
51,50,56,61,32,11,7,5,3,7,7,2,0,0,0
51,50,56,61,34,11,5,6,3,6,8,2,0,0,0
49,49,56,61,34,11,4,7,3,6,8,2,0,0,0
49,49,56,61,36,11,3,7,2,6,11,0,0,0,0
49,49,57,61,36,12,2,8,1,6,11,0,0,0,0
48,50,57,61,36,12,1,9,1,4,11,0,0,0,0
48,50,57,61,35,15,1,8,1,4,12,0,0,0,0
49,50,57,61,36,16,1,8,1,5,13,0,0,0,0
49,50,57,61,36,14,2,9,3,5,14,1,0,0,0
51,49,57,61,36,14,2,9,3,5,14,1,0,0,0
50,49,56,61,35,15,2,7,3,4,13,2,0,0,0
49,49,56,61,34,15,2,8,3,3,12,2,0,0,0
49,49,56,62,36,17,2,10,2,3,14,2,0,0,0
49,49,55,62,37,17,2,7,2,3,11,2,0,0,0
49,49,54,62,38,15,2,7,1,5,11,2,2,1,2
49,49,54,62,38,14,2,7,1,5,11,2,2,1,2
49,49,54,62,37,14,1,7,0,4,11,0,1,0,0
49,49,54,63,36,14,1,7,0,5,11,0,1,0,0
49,50,54,64,38,13,0,7,0,5,9,0,0,0,0
49,51,54,64,39,14,0,7,1,6,10,0,0,0,0
49,52,54,64,39,14,0,6,2,6,11,0,0,0,0
49,52,54,63,42,14,0,7,2,6,11,0,0,0,0
49,52,54,64,40,14,0,8,2,8,13,0,0,0,0
49,52,54,64,41,12,0,8,2,9,11,0,0,0,0
49,52,54,64,41,11,0,8,3,9,11,0,0,0,0
50,52,54,65,41,11,0,9,3,9,10,0,0,0,0
50,51,54,64,35,12,0,9,3,8,10,0,0,0,0
50,51,53,64,34,12,0,9,4,8,10,0,0,0,0
50,51,53,62,34,13,1,9,5,6,11,1,0,0,0
49,51,51,63,36,15,1,8,4,6,12,1,0,0,0
48,51,51,64,34,13,2,8,3,7,10,1,0,0,0
46,51,51,64,33,12,2,7,3,6,9,1,0,0,0
46,51,51,63,33,11,4,7,5,7,9,3,0,0,0
46,51,51,63,34,11,3,6,5,7,9,3,0,0,0
46,51,51,63,35,11,3,6,4,8,9,2,1,1,1
47,51,51,63,33,12,3,5,3,6,7,2,1,1,1
47,50,51,62,33,12,2,6,3,5,8,2,2,2,2
48,51,51,62,34,12,2,6,2,5,8,1,2,1,1
48,51,51,62,32,11,2,7,2,5,9,1,1,1,1
48,51,51,62,30,13,2,6,1,5,8,1,1,1,1
48,51,51,62,29,14,3,6,1,5,9,1,1,1,1
47,51,51,61,30,14,3,6,2,5,9,1,2,1,1
47,51,50,61,28,13,3,7,3,5,8,1,2,1,1
47,50,50,61,27,13,2,6,3,5,7,1,1,1,1
46,50,51,60,28,12,2,6,3,5,7,0,1,0,0
46,52,51,60,30,13,0,6,3,8,7,0,0,0,0
45,52,51,59,29,14,1,6,3,6,7,1,0,0,0
45,52,51,58,27,12,2,6,3,7,9,2,0,0,0
45,52,51,58,27,12,3,6,3,5,9,2,0,0,0
45,52,51,58,26,12,4,6,2,4,9,1,0,0,0
45,52,51,58,27,12,4,6,1,2,9,0,0,0,0
44,52,51,58,25,12,4,6,1,3,9,0,0,0,0
44,52,51,58,26,12,4,7,1,3,9,0,0,0,0
44,51,51,58,24,12,4,7,1,2,9,0,0,0,0
44,51,51,58,24,12,3,7,1,2,9,0,0,0,0
44,51,51,58,24,13,4,7,3,1,9,0,0,0,0
43,51,51,58,25,14,4,8,3,1,10,0,0,0,0
44,52,51,58,25,15,6,7,3,2,10,0,0,0,0
44,52,51,58,24,14,5,7,3,2,10,0,1,0,0
45,52,51,58,26,13,4,6,4,2,7,0,1,0,0
45,52,51,57,25,14,3,9,3,2,7,0,1,0,0
45,52,51,57,25,13,3,9,3,3,7,0,1,0,0
46,52,51,57,25,11,3,11,2,3,7,0,1,0,0
46,52,51,58,26,12,3,10,2,2,7,0,0,0,0
46,51,51,58,27,12,4,11,3,2,8,0,0,0,0
45,51,51,56,27,12,2,10,3,2,8,0,0,0,0
46,51,51,57,27,12,3,9,4,4,7,2,0,1,0
46,51,51,57,27,11,4,10,4,4,8,2,0,1,0
46,51,52,57,27,14,4,10,4,6,8,2,3,2,2
45,50,53,57,25,14,5,11,3,7,9,2,4,1,2
44,49,52,57,24,13,5,10,2,6,9,2,4,1,2
43,49,52,57,24,14,5,11,2,7,6,2,4,1,2
43,49,52,57,25,13,5,9,1,8,6,0,3,0,0
44,49,52,59,25,15,5,10,3,7,7,0,4,0,0
44,48,52,59,27,13,6,9,4,7,7,0,2,0,0
44,48,53,59,28,13,4,9,5,5,8,1,0,0,0
44,47,52,60,28,13,4,10,6,3,9,1,0,0,0
45,46,52,60,27,14,2,10,7,3,10,1,1,1,1
45,46,52,62,27,15,2,8,7,3,9,1,1,1,1
45,46,52,62,26,15,2,8,8,3,8,1,1,1,1
45,45,52,63,26,15,2,9,8,3,8,2,1,1,1
45,45,51,63,28,14,2,7,6,3,9,2,1,1,1
44,45,51,62,27,16,4,7,6,3,10,3,1,1,1
43,43,51,62,25,15,4,6,6,3,8,2,1,1,1
42,42,51,61,26,13,5,5,5,4,5,2,1,1,1
42,42,50,61,27,12,7,6,5,5,5,3,2,1,1
42,43,50,61,28,10,8,6,6,5,5,3,1,1,0
41,43,50,61,27,9,7,6,6,4,5,3,1,0,0
41,43,50,61,27,9,5,5,6,4,5,2,1,0,0
41,42,49,61,26,10,5,4,6,2,4,2,1,0,0
41,42,49,61,26,9,5,4,7,2,4,2,1,0,0
41,42,49,62,26,9,5,4,8,3,4,1,1,0,0
41,42,49,62,26,9,6,5,6,4,3,0,2,0,0
41,42,49,62,27,9,7,7,5,4,5,3,2,1,1
