"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
50,47,48,43,127,51,113
46,48,50,43,135,41,97
45,53,50,46,147,38,85
48,52,50,46,123,38,53
49,53,49,46,96,37,63
50,53,53,47,98,44,74
53,50,51,38,90,42,24
58,51,57,64,137,52,135
59,50,58,60,136,42,100
57,49,61,65,180,59,199
58,48,60,45,172,46,96
58,49,62,38,163,30,41
58,48,64,46,123,31,31
61,46,62,40,113,32,24
61,46,70,39,118,36,20
60,42,71,60,140,46,87
62,44,65,62,152,48,114
59,46,65,53,153,50,105
60,45,65,54,152,60,117
57,43,63,65,133,63,127
54,45,59,58,120,72,146
53,44,57,60,110,62,89
51,44,56,58,117,63,84
50,41,56,55,119,42,62
51,43,53,67,96,37,61
53,42,55,55,83,29,24
49,42,53,49,71,33,29
46,43,51,47,64,46,56
46,46,48,55,61,62,88
48,49,51,52,77,63,95
48,48,53,56,93,67,90
50,48,52,56,109,58,87
54,49,51,54,139,51,109
57,49,49,60,135,52,122
54,52,48,84,136,70,235
61,49,54,89,198,72,271
61,50,57,90,220,77,305
60,51,59,94,183,68,211
56,54,58,92,157,68,213
57,54,60,77,165,86,217
57,54,59,76,150,76,115
59,59,60,78,148,68,72
63,60,57,88,159,70,114
64,58,56,80,190,72,134
64,61,60,89,201,76,188
67,61,65,88,234,87,288
72,59,67,93,252,98,337
73,59,67,99,206,87,310
75,57,69,110,207,90,321
77,57,73,110,260,108,480
79,56,75,113,332,84,481
81,58,75,106,340,66,346
82,60,74,86,292,63,195
80,60,73,100,271,67,153
79,55,72,93,283,72,140
79,54,72,92,288,81,222
77,52,74,100,283,103,399
75,51,73,93,255,104,338
72,51,70,86,266,85,227
72,51,69,97,285,73,251
70,50,68,103,279,77,264
68,49,66,91,292,77,234
66,49,66,87,308,64,223
64,46,66,78,281,55,176
63,45,64,57,273,45,156
61,46,62,55,251,50,188
61,46,65,50,227,46,123
60,46,65,49,184,55,70
58,46,67,54,143,66,117
57,44,71,55,128,83,138
57,43,69,65,140,86,133
57,40,68,68,159,65,118
57,42,70,61,155,66,141
54,40,69,52,185,71,171
50,42,69,56,182,78,153
52,41,65,53,190,62,106
56,41,62,52,189,61,116
55,39,59,46,165,52,90
56,42,61,60,163,53,95
56,43,60,60,140,51,76
56,46,59,71,131,37,62
56,45,55,79,146,42,111
56,45,54,86,161,46,153
56,48,54,77,185,63,173
57,51,54,80,207,61,160
58,52,52,77,212,59,175
