"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
64,48,63,69,113,57,98
65,50,59,67,116,45,79
63,48,62,64,164,43,70
61,48,62,63,153,42,52
59,48,61,68,149,45,105
57,48,59,71,133,35,91
58,45,56,72,116,43,75
57,44,54,82,120,57,126
55,42,47,87,135,58,168
54,42,43,70,160,62,218
55,46,41,63,180,41,193
56,47,41,59,148,33,99
56,46,41,41,97,32,40
51,45,41,30,70,32,27
49,48,45,31,67,37,33
48,47,45,29,61,29,10
47,47,42,42,45,28,15
48,47,46,51,54,38,46
48,47,46,56,64,45,61
49,49,46,64,103,58,103
51,53,47,90,128,76,178
51,52,47,82,143,73,157
53,49,48,90,148,71,192
57,50,47,78,129,69,147
55,48,47,66,118,62,103
54,47,50,54,118,63,96
52,45,48,46,98,45,56
52,45,49,44,85,31,31
49,45,43,43,76,22,24
50,41,40,42,67,33,27
48,42,43,50,85,41,77
50,42,41,54,105,41,71
50,42,41,50,110,42,79
52,44,42,63,112,41,116
52,48,40,59,107,43,101
57,45,41,66,110,40,112
54,43,46,62,125,36,102
55,43,50,51,129,43,79
48,43,46,50,101,49,79
47,43,40,46,89,41,65
40,46,37,40,55,26,28
37,44,31,41,42,26,30
36,47,35,55,61,32,57
35,48,35,54,64,45,95
37,50,37,51,83,48,120
38,50,36,48,76,32,56
41,49,36,47,88,38,55
44,50,36,56,87,48,73
42,50,35,58,83,41,80
42,53,35,58,77,42,71
44,57,35,57,67,42,75
46,59,40,55,82,58,112
52,58,41,64,74,53,96
60,60,44,82,92,45,113
64,60,50,91,115,46,98
65,62,57,89,135,58,112
66,61,58,66,130,69,97
66,60,56,77,132,58,83
71,59,55,73,128,54,87
71,57,55,73,130,56,99
68,59,53,73,122,63,116
62,59,51,65,115,59,70
61,59,54,70,126,44,63
62,57,53,72,121,55,70
59,56,50,56,121,66,73
54,56,50,49,129,43,42
51,54,51,55,119,44,52
53,52,46,66,119,50,109
52,52,44,84,124,56,193
51,53,42,78,145,60,226
52,51,44,59,152,52,106
54,56,44,63,157,52,113
56,59,48,64,131,47,85
56,56,47,62,111,53,73
59,51,48,53,119,44,69
58,53,52,58,137,46,60
58,52,57,61,145,45,81
57,51,59,70,174,63,160
66,53,64,62,204,59,127
68,53,67,72,185,39,71
68,54,66,79,155,50,68
71,53,63,83,148,58,81
72,53,65,78,144,60,83
70,53,68,82,144,63,111
72,55,69,95,165,66,136
71,52,68,99,165,59,121
69,54,69,88,165,72,167
70,54,72,87,169,72,169
67,53,76,79,223,73,125
63,52,79,65,224,57,95
57,52,78,56,170,39,51
56,52,76,70,137,41,68
54,51,68,72,130,59,105
54,51,68,69,124,64,127
53,51,66,60,126,58,80
51,52,60,54,130,53,60
48,53,53,68,105,59,101
51,53,50,75,118,67,104
52,55,50,66,139,51,55
55,55,49,66,129,40,40
56,58,49,59,116,43,51
59,59,50,72,119,44,71
60,58,57,76,147,42,82
60,58,57,78,155,56,94
63,57,61,74,154,75,159
68,54,66,78,167,68,113
68,52,65,94,177,67,127
69,55,69,91,187,55,148
68,54,67,65,164,59,96
69,56,68,51,162,62,88
67,57,65,75,135,62,85
67,58,65,70,144,68,114
64,58,65,63,152,77,130
64,57,65,67,161,64,88
63,57,68,79,173,64,139
61,58,65,70,138,56,70
61,58,62,67,133,56,63
59,57,60,74,115,42,68
