"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
47,55,30,59,44,29,36
47,57,30,70,38,26,35
47,57,29,68,28,27,21
47,55,33,67,42,38,43
53,55,30,65,45,31,27
56,58,33,64,55,27,18
58,59,33,84,67,33,41
63,58,35,104,74,41,73
69,55,41,89,100,47,94
72,55,52,83,149,66,136
75,54,57,88,177,69,145
