"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
42,34,52,41,134,24,39
43,33,52,53,179,21,44
46,32,51,54,153,21,63
44,33,50,50,106,22,59
43,32,51,41,75,26,33
43,33,53,56,77,29,54
41,35,53,58,73,51,92
43,37,59,61,115,66,152
41,36,62,50,156,49,155
41,37,54,44,151,37,80
41,39,52,41,112,35,53
41,39,51,45,107,34,78
40,39,51,36,92,36,57
41,39,49,23,78,26,27
42,40,45,28,87,35,33
40,40,43,35,65,35,32
43,41,43,41,67,25,39
45,41,43,44,76,34,56
48,41,43,47,85,30,49
