"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
43,36,28,34,49,19,22
46,36,32,33,85,24,37
45,37,39,45,127,20,38
48,38,44,50,153,48,120
50,41,46,46,169,49,112
45,39,45,50,101,22,44
40,36,43,31,121,16,32
41,35,42,30,105,19,38
41,37,46,37,117,37,100
42,37,45,37,125,36,108
44,40,44,44,122,39,91
45,43,44,43,103,34,46
45,44,45,51,87,32,34
46,42,49,55,89,34,64
45,34,53,39,101,42,72
41,35,52,38,105,33,59
41,34,49,38,91,28,38
39,35,48,44,71,24,31
39,34,47,45,77,29,64
40,32,45,37,96,33,85
37,31,42,26,99,30,36
34,29,37,18,74,20,22
34,30,36,25,69,15,25
32,31,32,26,40,16,19
36,32,31,37,33,21,25
34,30,27,36,33,17,15
37,29,33,29,77,14,20
40,30,35,29,120,21,50
38,30,38,31,117,18,28
33,30,47,18,98,24,12
35,31,48,15,93,19,12
36,33,46,18,74,17,13
40,34,44,29,60,36,47
44,36,45,52,76,43,62
40,37,46,44,84,49,77
45,37,47,40,117,54,97
44,38,50,27,128,48,59
43,38,50,26,126,25,41
40,40,48,30,94,23,30
46,41,44,41,62,26,37
49,42,44,48,57,33,35
55,41,45,54,95,32,84
53,39,44,42,102,34,48
51,40,49,32,102,30,16
49,42,48,34,81,33,28
46,42,48,39,73,31,42
46,40,47,45,97,28,51
46,38,47,38,105,40,67
50,39,45,37,75,36,39
49,40,43,40,84,39,50
48,41,44,43,107,36,67
49,43,45,44,130,40,99
46,41,49,43,141,39,114
45,43,46,47,112,41,104
42,43,40,36,86,23,43
44,43,37,42,63,26,48
43,40,37,45,66,32,70
44,40,36,50,64,32,56
40,41,35,38,62,30,40
38,42,37,35,68,35,41
37,41,41,36,71,27,34
35,41,38,34,49,25,24
38,42,39,38,47,19,26
35,45,39,37,43,25,16
36,45,37,44,52,42,50
38,46,40,36,76,42,66
46,48,38,42,92,47,77
50,49,36,57,101,48,109
52,48,41,58,117,43,113
55,46,45,49,153,40,58
56,44,49,64,178,46,119
57,42,49,58,186,51,140
57,42,50,62,175,49,128
61,41,55,82,169,54,169
62,40,59,76,169,70,189
60,40,62,77,173,65,131
60,40,59,79,205,63,183
58,39,57,71,252,67,273
60,39,55,74,278,87,317
59,39,51,76,278,78,405
54,38,49,59,279,66,312
52,40,50,49,290,60,300
52,46,49,53,287,56,326
55,46,50,45,244,51,189
58,48,55,52,229,63,171
60,48,60,61,218,75,195
64,48,65,67,286,66,184
64,48,72,48,342,64,189
69,48,74,61,345,70,185
70,49,75,75,357,63,191
71,46,81,83,323,84,244
68,46,81,81,278,97,212
65,46,85,80,251,78,138
66,46,81,73,221,77,152
63,43,78,58,208,53,117
64,47,77,47,193,51,68
64,42,76,52,188,53,90
56,43,78,61,153,54,87
58,43,75,61,151,51,103
56,43,66,49,119,44,55
57,42,60,53,96,41,60
51,41,53,53,84,38,63
51,39,52,47,90,34,69
47,38,47,46,74,24,47
46,43,47,57,69,28,29
42,44,44,57,71,24,29
43,42,43,57,62,31,54
44,42,39,54,78,35,58
46,39,44,45,109,27,40
49,40,48,55,119,28,58
52,42,49,55,114,44,77
52,37,51,67,110,49,127
55,37,52,62,121,44,93
55,38,48,57,110,38,60
53,38,45,58,108,37,74
47,35,46,53,96,33,68
46,35,46,48,100,33,69
45,34,41,41,71,31,61
41,34,37,38,64,29,50
38,35,34,25,59,23,31
35,38,30,19,50,22,19
35,35,33,31,51,21,17
35,37,33,46,55,28,41
35,40,34,42,72,31,52
37,39,34,42,93,34,101
42,39,38,44,136,38,126
44,38,39,35,98,28,30
46,40,47,46,77,25,25
