"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
50,48,68,49,136,60,60
53,47,68,62,121,64,76
54,45,69,66,119,88,118
54,45,68,64,145,70,130
52,47,64,54,181,59,122
52,47,62,49,166,47,109
51,48,62,55,143,63,123
52,49,62,46,149,56,123
58,48,64,49,170,40,48
58,50,68,57,194,37,77
56,53,73,50,186,54,89
60,52,75,62,165,61,78
61,52,75,58,161,69,98
61,51,78,66,178,91,198
59,50,75,62,182,98,142
59,52,74,69,204,84,143
60,52,72,70,227,107,228
60,55,73,79,199,111,222
63,55,72,91,182,96,212
63,52,70,78,155,106,173
61,48,73,64,170,116,166
62,48,75,67,182,108,202
61,47,76,72,183,90,187
57,44,78,62,208,75,140
55,43,79,64,216,75,176
55,43,81,54,208,82,166
50,42,78,53,193,72,142
48,40,78,43,176,67,101
48,38,78,30,151,67,74
45,37,76,36,138,62,62
45,37,75,39,134,59,82
46,37,75,32,159,55,34
46,36,74,43,165,56,65
45,37,73,57,177,59,140
44,35,74,48,194,53,133
46,35,74,41,184,45,82
47,36,72,33,161,48,70
45,35,71,36,126,40,41
46,35,68,36,104,27,32
43,33,68,30,103,30,45
45,32,67,28,90,29,28
46,32,67,27,87,32,44
45,30,66,27,95,28,26
43,30,65,28,99,17,24
39,32,61,22,93,22,25
40,34,58,20,80,22,23
41,33,55,27,82,24,25
42,32,57,30,93,33,41
43,31,57,33,98,32,63
40,33,56,39,85,43,71
36,35,54,25,72,42,39
34,34,56,17,91,38,28
32,35,55,22,93,32,30
34,35,54,25,89,33,34
29,34,53,22,100,31,41
33,35,53,17,129,21,15
32,37,45,16,81,25,18
33,36,44,25,58,36,34
35,36,40,32,53,37,45
36,36,45,30,80,30,42
31,38,46,22,94,40,44
30,35,43,21,97,25,27
31,35,39,21,89,26,25
31,40,37,33,71,24,27
25,37,38,27,52,24,27
24,34,34,19,45,22,16
28,36,33,29,41,25,27
28,36,33,36,43,34,41
29,36,33,38,73,38,72
33,36,35,36,97,37,97
31,36,39,29,86,29,60
32,37,42,28,76,29,45
34,36,45,26,78,26,25
32,34,45,21,80,30,28
32,37,44,29,71,28,63
27,37,43,36,63,28,63
25,38,43,29,51,27,44
26,37,39,23,58,25,35
32,38,40,23,55,34,43
35,41,43,38,57,44,60
36,45,46,44,76,56,77
40,45,47,44,80,52,54
46,42,51,39,92,56,79
46,45,54,30,120,53,53
43,44,66,32,198,59,91
46,43,73,58,196,72,196
47,42,74,55,155,80,135
51,44,80,48,178,76,94
51,42,81,53,182,72,106
51,40,80,48,200,77,172
50,39,77,52,225,72,175
48,39,75,49,214,68,134
46,41,72,57,187,73,175
50,39,72,52,197,69,156
49,39,74,43,203,69,77
47,38,76,34,206,50,37
49,39,76,39,207,40,39
47,39,76,31,164,26,23
47,40,76,31,129,36,26
43,41,73,44,93,49,64
41,40,72,45,89,43,57
47,40,74,45,116,44,59
48,40,74,47,156,60,99
45,39,74,42,136,65,95
48,42,75,48,139,71,114
50,43,75,52,133,81,96
49,40,72,54,131,92,90
45,40,69,42,148,94,118
44,39,66,59,165,91,193
40,40,63,55,126,69,127
40,41,60,48,125,75,110
40,42,60,43,124,90,156
44,41,56,47,142,66,147
45,40,57,48,171,45,124
46,39,58,48,140,39,76
48,40,62,43,113,45,57
44,39,58,37,102,52,57
43,40,59,44,114,47,72
45,39,59,45,94,39,50
45,39,59,42,86,43,53
43,38,59,35,96,54,79
41,37,59,40,120,54,115
36,35,56,32,117,53,88
37,35,53,29,107,45,50
29,35,49,30,48,37,40
25,36,43,26,38,21,18
24,36,42,25,41,24,17
27,36,43,31,45,29,32
29,36,42,29,47,31,32
28,37,42,24,45,34,20
29,39,43,25,40,31,18
29,42,44,26,39,24,13
