"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
66,54,62,71,175,74,163
61,56,64,69,174,73,126
63,58,65,70,172,85,132
58,56,63,70,129,87,149
54,54,61,63,115,67,120
55,52,60,70,119,57,145
53,51,62,78,124,60,131
53,51,62,78,131,66,109
52,53,63,66,143,67,131
53,49,62,46,155,50,84
51,50,63,50,147,56,96
49,49,60,47,118,55,79
46,50,52,40,87,46,60
45,52,49,38,72,38,54
45,51,45,37,61,33,28
46,50,42,53,49,37,36
48,49,43,67,55,54,73
51,49,53,71,121,66,156
55,50,60,80,192,90,355
52,51,62,81,193,86,269
51,50,60,62,204,69,160
55,52,61,60,211,56,128
52,52,61,53,182,62,105
49,53,61,53,156,63,98
50,51,62,53,145,49,92
51,52,63,52,138,54,105
50,51,61,64,127,54,123
52,52,61,76,138,62,132
50,49,61,71,126,75,122
52,51,61,74,129,70,119
53,53,62,65,122,70,95
52,58,54,73,121,74,135
58,59,56,68,119,73,122
60,57,53,80,125,64,137
61,58,55,84,152,78,227
63,58,52,100,170,102,302
64,57,52,117,158,117,354
59,58,56,118,158,132,354
62,58,56,108,194,141,395
63,58,56,101,227,122,439
64,58,59,101,231,107,345
64,56,59,89,264,92,259
64,54,62,70,292,57,143
65,53,65,73,279,53,167
63,51,66,66,247,47,119
60,49,64,66,198,50,110
59,49,59,63,170,51,106
55,50,58,68,173,55,136
53,54,60,72,147,59,123
44,60,59,51,124,52,58
47,59,52,54,99,42,38
