"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
41,43,35,41,59,17,11
39,43,37,48,45,31,23
38,42,38,49,51,45,43
41,44,39,40,69,33,38
40,48,43,31,88,26,24
42,49,46,30,97,26,25
46,51,48,44,102,35,54
48,51,51,49,116,42,64
47,54,50,53,104,46,61
48,54,48,55,92,53,82
49,56,54,63,106,65,126
51,56,57,66,122,69,152
52,56,59,59,131,75,128
54,55,62,63,173,73,169
54,54,62,70,194,69,179
55,53,60,66,196,63,158
52,54,60,54,159,42,52
52,50,59,42,123,40,36
53,50,55,46,108,41,29
51,52,58,54,109,42,47
49,49,56,43,99,45,38
46,49,56,42,97,41,43
47,50,58,53,100,45,95
43,52,61,55,90,57,101
50,50,64,54,147,53,131
51,49,68,53,155,54,111
51,52,64,55,151,70,112
48,52,65,60,154,86,179
48,52,64,65,174,86,255
50,52,64,69,216,85,245
51,54,62,83,247,101,326
51,58,57,77,253,81,309
53,57,61,67,250,79,276
53,57,60,63,212,65,180
53,52,58,64,174,52,132
53,53,61,61,143,56,88
56,54,58,58,123,57,56
55,53,59,66,128,60,80
55,51,59,71,130,57,113
55,54,61,64,138,74,110
56,55,61,56,120,67,49
56,52,61,55,126,65,51
50,52,60,49,117,70,103
52,49,59,49,105,62,69
50,52,56,50,101,52,48
49,53,57,47,92,49,52
47,56,51,54,87,35,37
53,55,53,60,84,45,63
53,54,55,63,81,48,51
54,55,57,67,91,44,46
55,56,58,62,76,54,53
51,56,58,63,67,61,47
49,54,60,66,91,66,93
47,48,57,57,108,55,104
46,45,59,37,114,47,55
44,47,58,38,111,46,59
41,49,53,46,102,51,73
42,45,53,34,110,45,61
40,47,54,31,88,50,44
43,48,55,44,75,53,61
40,49,53,41,67,48,50
35,50,54,32,73,35,39
38,51,53,33,61,39,41
38,48,53,34,41,48,33
39,48,51,32,41,36,13
36,47,51,30,40,51,23
35,47,50,41,64,56,66
38,45,46,40,75,57,67
36,45,47,29,73,41,47
37,44,45,27,67,29,34
36,43,43,31,55,24,25
37,42,40,26,36,23,20
33,41,38,26,52,21,23
34,40,39,22,62,25,19
34,42,40,27,62,32,24
34,41,42,25,60,33,17
32,42,42,25,52,31,32
30,43,42,25,46,27,24
30,43,41,22,28,24,8
30,44,39,25,26,27,21
31,44,38,28,27,30,23
27,46,37,26,34,34,22
28,46,34,26,37,31,30
