"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
57,34,57,54,296,28,92
56,34,57,46,250,29,109
57,35,56,40,228,39,85
53,36,56,31,209,34,36
52,34,49,44,172,42,114
47,35,50,53,214,59,233
45,37,45,46,269,52,241
47,38,45,44,220,44,138
48,38,43,37,208,40,78
50,35,45,37,179,31,74
45,36,41,44,100,17,48
44,35,31,37,70,18,36
40,35,26,31,44,15,23
37,35,24,23,43,16,19
37,34,24,17,36,21,17
34,37,23,23,38,21,34
37,37,23,36,40,12,21
41,36,19,32,24,11,6
42,35,17,38,17,4,3
43,33,18,39,22,9,3
47,34,19,29,33,11,9
48,34,21,34,53,8,10
44,33,24,35,49,9,4
48,34,33,40,79,28,48
47,36,34,32,82,38,77
49,37,40,41,106,51,148
54,37,39,55,121,58,204
52,39,41,42,131,50,145
52,43,41,40,141,36,77
54,43,38,33,144,36,59
54,44,38,44,135,24,21
57,45,39,54,95,21,29
60,43,45,56,99,41,57
62,44,52,49,125,50,67
67,43,56,55,152,38,89
63,43,54,59,134,32,52
64,45,56,61,135,28,54
62,43,56,61,150,38,66
64,43,53,69,147,45,69
62,42,55,62,150,63,125
62,42,53,71,170,62,185
59,43,52,54,170,54,109
60,43,50,49,142,49,56
61,44,50,56,130,48,62
61,46,50,56,132,42,61
61,46,50,56,136,46,85
65,44,54,76,138,49,113
65,41,56,76,163,61,182
70,42,56,94,210,83,367
67,41,56,87,270,78,340
66,41,56,67,297,57,268
66,40,62,70,299,50,281
67,41,65,74,262,61,334
71,41,63,77,329,73,470
68,39,60,72,313,70,454
63,39,56,75,266,60,326
61,39,53,76,177,50,130
61,39,53,76,144,46,50
64,38,53,61,156,46,114
62,37,53,56,163,43,68
63,40,55,76,173,47,118
63,37,54,76,177,62,190
62,36,55,63,194,55,145
66,34,56,51,165,37,68
62,34,57,37,125,28,54
59,34,57,39,107,31,37
54,32,58,53,84,26,50
50,33,52,38,72,32,38
49,33,52,31,86,29,27
50,34,47,35,105,23,24
49,33,45,30,83,15,19
46,32,42,21,62,22,36
46,31,39,22,62,16,11
46,33,37,24,55,11,3
45,34,35,27,35,13,5
44,33,34,24,24,12,1
42,36,31,29,24,16,7
50,34,31,42,44,20,23
50,36,41,43,119,22,61
55,35,51,36,158,20,41
56,34,50,37,138,19,23
53,35,50,37,115,16,13
48,36,52,35,115,16,20
46,40,50,38,93,28,35
47,41,47,42,81,35,55
53,41,46,51,86,31,47
58,40,56,52,134,28,54
62,41,59,62,147,38,70
63,43,59,57,157,34,63
64,43,55,56,155,38,73
65,42,58,71,138,58,116
62,38,60,70,129,60,134
62,38,60,61,136,58,112
58,37,59,55,133,67,113
64,36,59,69,137,69,170
61,35,56,82,130,62,124
60,37,54,85,139,55,136
59,36,55,75,156,56,132
59,37,57,57,149,45,107
56,36,54,43,127,30,55
