"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
62,50,58,66,138,62,111
65,49,60,58,137,65,82
66,49,62,50,140,55,75
61,50,63,59,125,66,66
56,51,62,59,121,66,94
55,51,61,61,135,75,127
52,49,61,49,139,59,89
51,51,58,51,122,51,67
48,50,57,52,108,61,89
46,50,57,49,94,61,89
45,51,57,45,85,57,50
46,52,56,49,84,49,23
48,53,57,56,80,41,17
50,52,58,72,90,41,51
52,52,60,65,121,57,92
53,52,61,70,123,57,85
53,48,61,69,114,49,83
51,51,63,56,114,52,61
48,50,63,54,113,52,54
51,50,60,62,109,55,54
49,50,57,49,101,68,45
48,47,53,47,110,69,84
47,47,50,54,128,59,108
45,50,50,57,126,55,108
45,49,51,56,136,57,124
47,50,50,48,139,65,121
50,47,51,61,157,59,96
50,51,55,68,178,71,178
50,52,57,73,174,83,256
50,53,57,83,205,95,365
54,52,55,91,233,97,367
53,53,58,75,274,75,313
55,49,60,69,297,63,264
57,49,60,56,279,62,221
55,49,60,46,235,69,160
55,49,60,49,201,62,106
53,47,61,41,169,63,83
54,43,61,47,153,47,85
52,44,62,54,147,59,173
51,44,56,66,143,76,235
47,44,52,57,144,64,168
45,44,50,56,133,59,177
45,43,49,56,134,65,198
44,48,44,61,140,63,183
44,44,46,59,123,66,170
44,45,45,54,124,67,183
46,43,46,44,146,65,208
43,46,47,34,136,44,120
47,48,46,34,85,29,26
45,51,44,34,74,25,27
44,52,41,33,63,20,13
46,52,40,41,51,22,25
51,51,37,54,53,35,22
50,51,36,58,56,43,50
50,51,36,76,73,50,73
50,49,41,77,90,42,85
55,51,42,94,106,63,154
53,51,39,81,131,62,196
55,51,39,72,129,57,169
55,48,42,68,142,61,133
57,46,43,64,173,57,110
60,47,47,67,186,45,67
62,48,47,60,186,43,68
63,50,50,78,164,54,129
66,49,49,79,137,45,113
62,47,49,63,147,39,89
63,48,50,71,142,38,70
61,48,49,71,135,40,69
58,48,46,64,106,34,61
54,46,43,49,88,37,41
48,44,45,48,90,44,55
45,44,43,39,88,29,41
44,46,41,46,70,23,33
46,46,39,39,55,24,19
48,47,40,42,56,24,31
49,49,41,53,58,30,38
48,50,40,65,59,39,55
49,52,38,61,60,30,37
51,54,40,74,69,37,62
50,56,40,63,78,43,76
51,55,44,63,102,56,79
51,55,44,66,105,48,86
50,56,44,70,114,41,83
50,56,47,57,116,36,58
51,54,49,46,90,41,48
53,57,54,55,116,49,42
55,59,59,63,105,59,70
48,61,60,59,94,53,60
51,62,54,56,98,62,73
53,61,51,53,92,62,56
55,61,52,63,111,56,65
53,61,51,63,115,52,80
54,63,49,71,115,53,88
52,60,51,69,121,51,115
54,56,51,72,125,61,123
56,58,54,75,127,62,98
55,58,54,73,141,61,140
52,59,57,64,171,71,133
54,57,58,67,197,62,119
56,55,59,59,196,55,123
59,54,58,71,179,54,139
60,54,59,73,167,58,120
64,54,61,76,155,55,114
62,53,62,81,164,69,155
64,53,60,74,183,68,152
64,54,62,74,193,68,112
63,56,60,65,170,59,91
65,57,58,73,161,67,120
68,56,58,71,126,75,121
69,58,57,77,120,83,114
69,59,59,89,139,86,150
70,59,61,90,169,70,185
67,59,62,95,195,73,266
67,61,63,107,174,79,273
68,60,63,103,171,81,272
69,57,60,86,182,84,178
68,57,60,81,177,82,134
69,52,58,80,146,69,116
