"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
44,42,38,44,42,25,18
44,41,38,39,59,28,34
49,42,39,43,89,27,41
48,42,35,41,90,19,39
51,43,32,54,84,26,51
51,49,33,65,80,33,81
49,52,36,45,82,35,58
55,54,39,49,110,34,43
60,54,42,53,121,28,41
67,54,43,76,113,38,79
68,55,43,97,111,57,135
67,56,44,91,134,56,150
70,52,46,80,184,57,240
71,51,46,71,181,55,257
73,49,51,66,159,52,139
73,50,52,67,116,52,89
70,48,53,64,108,55,67
70,48,53,71,96,43,36
66,49,53,63,94,40,36
61,50,54,52,96,36,43
59,48,53,60,88,39,57
54,46,43,59,68,35,64
56,45,45,59,66,40,60
56,45,47,56,77,38,50
54,43,47,51,71,42,36
54,44,45,45,59,41,25
53,42,40,39,60,36,33
53,42,40,55,66,32,38
51,46,40,54,69,25,43
51,43,40,60,67,25,28
52,45,39,49,70,32,42
55,45,38,51,78,35,40
50,49,41,55,74,25,42
50,50,43,53,78,23,20
53,48,44,52,78,26,32
58,49,43,55,96,31,47
57,51,44,69,102,26,62
56,50,42,61,101,30,62
59,48,40,62,96,33,56
61,48,40,68,94,34,53
62,47,44,50,124,29,44
59,48,48,47,126,32,53
53,48,46,46,91,32,43
57,50,47,59,103,37,45
55,49,53,52,117,44,53
54,49,54,58,107,54,75
55,48,55,49,138,42,53
53,49,53,50,142,37,30
56,47,50,48,119,28,34
56,48,52,55,110,40,57
55,49,53,65,101,33,32
62,50,52,64,115,44,42
60,50,53,65,134,49,70
61,50,52,71,139,44,83
62,49,53,60,146,57,93
65,51,51,76,150,51,132
67,51,48,73,132,41,119
65,49,47,75,110,36,88
65,45,47,73,110,49,102
65,49,51,70,138,47,122
61,49,52,63,141,42,111
