"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
57,49,61,48,92,52,61
55,51,63,54,117,48,53
48,51,69,36,116,55,59
47,50,71,43,90,56,72
42,49,67,49,75,56,77
43,52,67,45,90,64,63
46,52,64,36,105,71,70
46,48,65,38,108,74,80
46,49,66,41,120,52,66
46,47,65,46,116,50,53
40,46,62,37,84,37,30
40,43,57,33,85,34,31
41,41,52,37,81,37,45
43,44,52,57,75,46,50
41,40,52,56,82,45,63
43,39,55,58,107,47,100
45,41,56,58,112,50,101
46,46,61,55,123,65,95
47,48,63,53,128,59,75
51,48,64,67,151,55,110
52,49,67,71,153,65,125
53,51,74,70,159,66,115
55,49,77,79,162,76,172
57,47,79,91,168,92,254
57,51,77,96,165,113,286
55,49,75,87,177,109,271
57,47,74,88,221,103,285
57,50,75,55,255,84,129
56,50,72,53,244,70,118
52,49,70,64,188,66,102
54,54,69,81,145,79,133
53,54,69,69,134,78,127
58,51,68,67,142,70,96
59,51,69,57,152,76,104
57,51,70,63,151,88,196
55,51,69,63,167,73,121
51,48,69,53,150,56,69
51,50,64,54,145,53,64
53,49,64,65,127,64,66
51,48,61,66,113,76,132
47,48,64,60,119,71,133
43,48,62,50,111,55,66
44,47,62,49,118,56,86
42,47,56,58,104,55,105
43,49,56,66,109,63,122
44,48,58,75,131,69,161
45,49,59,66,139,64,113
45,47,61,60,150,59,105
49,47,64,59,153,72,138
49,47,65,62,141,67,132
47,46,68,43,165,64,83
44,45,67,34,178,46,48
44,45,67,28,152,42,34
45,48,69,41,116,38,37
46,47,66,53,109,63,89
42,48,66,50,132,61,86
43,49,64,49,139,45,67
43,48,62,39,99,48,67
44,47,61,53,79,55,66
45,48,61,55,91,43,84
44,47,65,49,111,49,108
47,45,66,50,97,48,85
50,48,64,53,97,71,96
