"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
29,45,48,20,45,27,21
29,45,43,26,50,28,13
32,44,43,28,61,26,21
30,43,44,20,62,27,27
30,43,45,21,59,35,29
35,45,45,25,63,35,32
37,42,46,33,78,39,62
35,44,48,27,85,48,67
36,43,47,29,79,36,40
38,45,51,35,79,44,51
45,44,55,39,86,45,59
43,43,58,38,77,45,39
42,41,60,35,65,44,40
38,41,58,40,58,42,37
37,37,58,32,68,43,31
36,40,57,33,77,38,34
36,41,56,32,60,41,34
37,41,59,37,60,38,40
39,41,60,33,78,54,58
43,41,60,28,119,48,58
43,43,58,39,106,38,41
43,39,59,53,85,40,58
48,43,62,70,102,59,105
48,41,64,63,110,69,100
45,46,64,57,108,70,82
52,49,66,73,138,62,106
55,49,64,75,144,72,137
57,50,66,81,166,87,176
54,49,71,81,214,93,241
53,48,73,76,255,92,243
54,48,76,75,293,81,169
54,46,75,69,275,87,166
55,45,75,62,258,76,187
53,45,77,59,239,88,192
54,46,78,58,218,91,189
49,43,74,49,192,79,202
44,43,73,40,148,68,117
45,42,67,29,136,50,54
47,45,67,43,144,58,67
47,42,68,49,149,65,73
50,42,65,53,205,56,105
47,40,63,54,248,75,262
47,40,64,59,301,83,334
48,39,60,41,239,59,165
48,40,58,40,195,43,82
45,39,53,39,128,47,100
42,40,51,42,109,41,103
42,41,43,54,80,34,70
39,44,36,54,46,27,35
37,46,35,51,54,38,72
37,47,38,50,71,56,103
37,49,36,52,65,64,125
40,50,33,62,69,49,103
41,53,38,60,83,59,116
41,53,43,54,87,73,92
40,53,45,48,86,77,84
40,53,46,53,86,75,91
43,52,49,66,122,73,129
47,54,54,64,147,65,136
51,52,58,67,145,54,90
53,48,64,64,142,55,79
52,47,68,52,123,49,54
51,49,75,53,123,68,60
54,50,76,53,125,92,73
50,46,78,49,136,79,103
49,47,76,42,135,65,105
51,48,76,51,154,77,118
49,48,75,60,155,76,143
50,50,76,55,170,83,164
50,50,76,49,162,83,143
51,51,75,57,170,84,156
51,49,73,61,174,83,153
50,50,69,61,172,77,158
49,50,70,62,168,94,214
47,48,67,51,150,87,199
44,49,67,55,165,82,210
47,50,66,47,186,67,126
46,52,67,49,166,64,94
50,53,71,47,176,62,70
51,51,71,54,164,49,56
51,53,70,59,127,51,87
47,54,70,63,145,63,132
42,53,71,48,195,84,186
39,54,67,43,190,76,157
35,53,62,36,144,58,63
35,52,56,34,120,46,58
34,53,48,34,66,47,59
36,55,42,38,65,36,36
41,56,41,45,58,37,33
41,52,42,47,57,38,48
41,51,44,54,58,35,48
41,49,46,52,62,53,77
40,49,48,47,81,56,91
41,48,48,43,103,48,59
40,49,48,50,88,36,42
38,46,48,61,110,49,100
36,44,46,53,149,53,119
38,45,46,53,164,48,137
41,43,45,58,139,55,145
