"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
36,39,38,40,34,20,5
40,39,41,45,42,22,15
42,40,42,40,58,34,47
47,42,41,60,77,35,71
47,42,44,72,117,50,187
43,42,46,82,104,59,215
44,43,48,63,87,59,75
45,46,49,72,97,50,87
47,46,46,67,147,43,133
50,46,47,55,184,49,143
52,46,46,68,167,58,155
50,43,48,63,156,66,161
53,43,51,54,156,58,129
52,43,56,50,140,55,115
52,43,56,60,116,48,87
54,42,54,62,120,58,80
55,43,55,68,136,58,91
54,44,55,50,147,54,78
56,43,55,61,141,36,66
58,45,57,62,143,39,97
59,44,60,69,167,34,86
59,44,59,60,161,42,74
57,46,58,64,141,46,85
57,46,59,51,133,62,97
56,47,61,48,162,68,136
56,46,62,49,171,61,133
58,46,60,55,153,59,121
59,44,63,65,145,62,137
57,42,63,56,170,69,170
55,42,60,54,191,65,146
53,37,55,39,166,61,118
51,37,55,33,150,53,84
50,32,57,26,166,40,76
48,33,57,33,134,43,63
44,35,55,42,98,38,60
44,36,53,31,80,40,51
44,38,49,36,78,48,57
43,44,48,50,91,58,90
40,43,46,48,110,63,120
38,45,45,44,132,61,123
44,43,47,41,134,44,100
46,45,47,49,134,50,81
47,43,54,55,132,46,62
51,46,57,62,147,46,82
55,44,60,63,186,52,134
56,45,63,64,197,53,116
55,46,62,64,183,51,98
56,46,63,59,165,48,82
57,47,63,65,150,39,75
58,49,65,65,136,45,52
60,49,62,83,122,41,92
59,46,63,81,143,51,97
59,42,63,70,125,49,83
54,41,66,66,106,54,87
53,36,62,64,105,62,96
50,36,60,51,102,61,90
45,40,58,56,102,50,75
39,38,58,57,114,51,94
41,38,56,48,106,57,79
38,41,57,42,121,58,89
39,43,49,50,125,46,78
40,46,45,45,109,43,75
40,45,44,45,83,43,72
41,45,42,50,82,44,83
39,46,40,42,83,47,68
42,46,43,43,120,39,87
47,49,44,43,127,41,50
48,49,46,46,96,39,22
50,49,49,51,98,36,41
55,49,49,60,106,38,25
57,50,50,70,90,33,26
54,48,55,49,103,45,46
56,46,54,52,109,43,65
57,46,55,52,135,47,82
