"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
60,63,58,67,223,79,191
63,62,60,78,242,65,146
65,61,64,77,236,64,141
62,61,69,70,242,72,146
64,59,71,84,212,59,116
68,64,73,87,202,70,121
71,62,72,103,189,65,105
73,60,75,98,196,74,103
76,54,80,95,258,83,170
75,53,81,108,326,89,223
75,50,79,90,323,78,212
72,49,76,93,306,71,220
69,49,74,88,290,85,249
68,49,73,85,239,96,219
64,48,72,74,209,91,138
