"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
57,56,68,67,151,73,116
57,55,69,67,165,67,119
57,58,68,66,172,74,133
59,60,67,66,155,62,106
56,59,64,63,133,50,70
58,59,67,61,115,51,66
60,57,67,69,112,68,74
61,58,72,75,113,87,119
61,59,74,89,154,100,167
57,57,73,88,172,98,167
51,53,71,71,150,84,122
50,55,70,67,144,71,123
48,52,67,55,118,66,86
48,49,64,52,105,59,79
45,51,59,43,97,46,42
41,54,56,44,88,45,43
41,51,50,32,81,43,32
46,54,50,42,99,38,66
46,53,51,40,92,28,47
48,53,48,48,88,38,42
46,52,50,49,83,38,55
37,55,51,42,53,40,45
36,55,45,39,39,36,31
35,52,42,48,41,46,47
37,49,36,41,34,32,28
35,48,37,37,36,29,22
35,52,38,39,38,34,15
41,52,45,39,66,39,37
45,56,46,71,73,47,62
48,56,48,75,67,49,64
48,55,55,64,81,70,85
50,52,59,66,131,62,110
54,54,66,67,171,64,91
54,57,69,74,185,60,105
55,61,70,68,183,75,150
57,57,68,59,170,79,122
56,56,66,49,175,75,100
55,55,67,55,160,75,108
56,56,68,76,166,84,144
54,56,70,73,187,85,157
57,59,69,64,175,74,89
59,58,68,58,163,69,88
54,58,66,66,147,88,175
54,55,66,78,164,95,276
55,56,67,65,157,92,176
55,57,69,72,150,79,121
51,61,69,74,125,68,67
52,60,72,64,140,81,110
57,59,73,73,167,96,155
57,59,76,71,173,93,155
55,57,74,68,169,83,154
56,58,74,63,178,89,165
54,54,72,63,155,96,158
52,52,73,68,153,90,154
54,53,75,61,162,86,127
54,53,77,56,198,75,74
56,49,79,58,193,60,95
56,49,77,73,149,65,100
56,50,73,70,129,82,145
58,53,73,77,149,87,199
57,51,76,70,175,97,157
56,52,75,67,220,85,115
56,49,74,72,232,81,136
55,51,73,70,222,82,152
56,50,73,61,164,78,108
60,52,73,66,178,86,117
59,53,72,78,233,88,196
56,53,72,73,218,96,164
54,53,71,65,193,85,124
56,51,68,61,206,55,89
59,49,67,58,171,46,91
58,49,64,60,133,47,95
57,51,61,56,117,57,82
57,49,58,56,113,59,69
58,49,59,58,121,54,50
58,49,58,63,109,63,74
57,51,59,63,126,67,106
57,52,59,62,119,65,93
58,51,62,60,128,57,109
59,47,65,68,126,57,138
57,48,64,66,122,54,104
55,50,65,65,113,65,86
52,48,63,55,103,53,65
50,50,64,56,120,49,66
48,49,63,39,120,50,62
48,44,58,42,91,47,57
46,46,56,42,90,32,41
44,48,56,36,82,29,30
44,48,55,42,84,33,40
49,47,52,39,95,41,49
51,47,50,43,105,36,57
50,45,49,44,99,42,40
49,45,48,43,107,43,50
47,45,48,43,101,40,60
48,46,48,52,100,41,72
49,53,48,63,94,42,76
50,52,51,75,87,67,88
54,51,53,79,142,70,179
59,51,53,89,189,73,214
57,51,57,86,171,72,172
58,49,63,93,189,59,168
57,48,63,93,203,58,195
60,49,66,90,206,78,244
62,50,68,97,198,73,205
58,48,73,81,224,86,146
60,46,71,59,248,80,117
59,48,71,48,237,75,103
59,46,65,54,165,65,92
56,45,61,63,163,70,161
54,44,56,51,161,64,127
52,45,56,44,161,51,115
53,48,52,60,147,44,120
56,50,51,58,156,43,103
54,53,51,73,133,40,80
53,55,50,65,108,50,63
53,55,49,59,105,55,71
56,54,47,43,112,60,59
