"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
52,59,73,52,141,82,108
55,59,78,67,192,94,186
57,58,86,81,275,123,398
59,57,91,87,325,143,492
64,55,91,94,384,141,553
65,54,94,91,421,134,495
69,51,95,98,440,140,536
69,51,97,84,461,128,428
67,51,95,77,480,104,379
66,48,95,56,466,85,198
66,47,92,44,427,81,221
64,45,94,43,407,74,232
63,46,101,43,363,78,140
64,46,95,64,316,81,209
60,44,90,71,268,89,369
58,44,83,62,294,75,355
59,44,79,58,318,75,344
52,46,78,61,277,79,267
52,48,75,54,261,81,265
50,49,73,58,197,77,221
50,51,73,67,169,83,138
50,50,76,62,165,78,116
50,54,78,63,179,71,117
52,56,76,69,169,74,152
54,57,75,67,172,69,118
56,57,76,71,172,47,90
57,54,79,76,150,64,133
61,54,80,88,199,87,265
62,54,80,97,261,128,508
59,53,78,87,222,145,404
55,54,77,87,244,114,314
55,54,76,78,253,93,245
52,55,75,63,215,96,256
50,52,70,60,179,107,264
52,51,74,46,148,101,182
50,51,72,53,156,101,198
48,48,74,45,176,93,135
48,50,80,42,188,81,66
44,52,83,37,158,58,46
42,54,82,38,129,48,42
43,55,79,51,139,48,69
43,55,70,45,107,48,36
44,55,69,52,105,62,62
43,58,67,59,93,74,93
47,58,67,64,116,79,125
51,57,68,59,109,78,96
55,57,70,65,133,81,98
56,61,75,68,123,75,80
58,61,76,80,112,82,112
53,62,77,86,109,93,115
58,62,77,97,120,81,132
61,64,77,86,150,81,103
65,66,77,90,168,79,100
