"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
59,51,59,77,145,63,130
57,53,63,78,137,64,131
56,53,62,71,146,63,110
57,52,63,65,137,59,90
55,50,64,62,151,58,92
55,52,64,59,146,51,95
59,53,61,52,142,49,88
59,51,64,53,172,45,64
57,51,65,59,160,59,156
59,50,66,60,168,65,170
57,50,65,62,201,67,205
58,50,65,66,240,60,206
63,50,65,70,214,62,180
66,53,67,90,203,53,155
67,54,67,78,183,58,129
66,52,68,66,166,55,106
65,51,66,58,158,64,115
68,50,65,55,143,62,62
67,51,66,57,136,50,34
67,55,72,72,178,52,87
71,55,76,74,216,62,108
71,52,75,74,198,52,116
75,52,74,77,200,53,106
73,51,72,88,164,45,79
74,50,71,110,152,55,129
75,54,72,99,181,76,150
72,54,72,84,214,89,218
74,51,73,84,241,86,267
74,51,76,90,246,84,310
73,48,76,81,247,94,271
69,49,77,80,261,94,223
68,50,77,73,270,91,205
67,49,72,69,304,93,227
69,50,73,92,326,113,452
70,50,73,92,322,123,505
71,51,76,74,316,98,289
74,52,80,72,337,79,197
76,49,80,74,342,79,244
74,46,82,72,319,71,225
74,49,83,85,281,57,150
71,46,86,87,260,64,207
70,44,81,67,273,74,136
68,44,78,61,295,62,114
64,45,72,61,266,62,118
60,46,71,65,239,85,259
55,46,68,45,159,77,123
52,45,61,48,113,61,82
48,48,55,51,90,68,69
