"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
51,69,46,58,85,50,58
54,66,46,75,73,65,51
55,65,47,86,89,64,69
54,63,51,82,108,71,132
57,67,53,80,125,75,131
59,67,55,79,150,78,133
59,68,56,84,135,78,141
60,68,63,100,139,61,126
60,68,67,90,125,64,87
61,68,66,109,107,66,97
59,70,66,102,100,80,99
62,70,69,88,96,83,85
64,71,75,85,137,96,100
68,69,79,75,162,93,91
69,72,80,83,170,85,97
69,72,78,87,180,78,138
70,72,82,96,192,88,144
71,70,87,105,220,117,180
71,67,88,101,246,123,256
70,65,88,94,267,128,284
70,66,90,107,283,120,311
71,64,94,91,258,118,189
71,64,94,95,288,117,194
71,63,94,75,299,116,137
67,64,94,77,297,111,129
67,65,93,103,280,124,256
64,65,91,97,263,138,252
66,66,92,96,286,153,332
68,66,93,117,315,177,396
69,66,96,109,424,172,484
70,65,95,101,479,125,361
68,63,94,87,428,127,347
70,67,93,100,400,119,318
70,67,92,110,361,139,337
73,66,92,99,350,141,314
74,66,93,95,371,132,307
73,63,93,88,359,126,361
71,62,93,108,346,123,418
70,60,93,94,352,105,348
71,63,93,92,345,81,184
73,63,93,95,329,71,88
69,64,91,98,247,56,64
70,62,90,96,236,52,93
70,62,86,114,237,58,153
69,61,81,91,211,61,132
68,63,80,90,209,63,107
66,62,80,92,202,79,93
65,61,81,98,225,91,161
64,62,78,95,214,74,156
62,58,74,97,214,70,176
59,58,72,98,220,63,137
59,57,70,97,214,62,132
59,57,70,98,216,71,206
56,56,70,102,245,71,235
54,53,70,85,240,75,236
49,49,69,66,223,85,185
47,50,67,63,219,82,208
45,49,68,67,232,87,282
46,50,67,57,262,73,267
49,51,64,58,292,67,337
