"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
39,51,45,34,90,35,41
38,50,37,25,78,28,23
41,48,34,34,73,20,15
43,50,34,45,63,32,46
38,51,37,41,52,33,42
36,50,34,35,47,30,26
35,49,31,37,40,18,15
35,51,29,39,32,12,8
37,45,27,41,36,19,18
39,47,24,53,37,18,36
44,47,22,56,34,19,42
45,46,25,46,41,14,22
46,45,34,51,73,26,51
55,47,42,55,113,34,74
57,47,44,56,139,38,76
54,48,48,75,139,47,114
56,48,48,78,150,50,124
56,47,50,68,149,52,116
56,46,49,63,143,51,93
54,49,49,61,135,63,101
54,48,51,62,130,62,95
56,46,55,56,134,57,87
60,46,60,58,127,58,97
55,50,61,65,119,59,90
54,52,62,66,132,66,126
53,50,61,64,136,66,148
53,50,58,65,126,68,133
55,52,57,52,122,62,85
53,51,53,45,115,52,81
54,51,53,64,106,48,75
54,53,52,66,103,59,82
56,57,52,74,129,77,146
56,58,52,61,159,62,146
57,57,53,66,159,43,85
59,57,53,77,124,45,77
59,54,53,71,127,59,88
57,56,57,71,153,62,108
54,56,58,65,139,69,120
58,53,55,58,117,59,92
59,55,55,66,118,41,61
58,54,57,69,105,52,59
56,51,58,68,99,53,64
55,49,56,63,122,48,103
54,47,53,66,139,49,151
52,45,49,55,136,48,100
47,45,45,65,123,43,129
48,49,43,70,122,56,182
47,47,42,68,158,61,237
49,45,44,74,208,64,307
52,45,45,68,198,74,296
52,48,45,63,197,65,181
51,48,46,76,164,64,162
52,49,48,61,138,56,122
50,51,48,52,114,36,51
53,52,51,57,110,35,53
55,52,51,56,100,41,65
53,52,50,70,93,34,54
51,52,50,74,87,49,62
52,51,49,72,86,60,78
54,52,49,74,90,70,84
52,51,48,70,116,58,86
53,52,48,61,159,54,92
50,53,50,42,152,43,61
49,53,51,42,133,47,48
49,53,48,47,104,36,22
46,54,48,58,86,45,39
49,52,49,51,81,49,66
48,49,53,50,83,40,73
49,53,49,56,94,42,59
54,55,48,56,100,42,44
57,53,53,68,114,60,125
65,54,59,88,189,88,273
65,54,69,84,251,100,368
68,51,74,91,306,103,396
67,51,80,72,315,74,174
65,55,79,64,310,81,146
64,53,79,68,273,83,167
64,47,80,66,243,89,209
62,48,77,63,221,87,217
61,49,76,58,228,71,143
61,46,76,59,253,63,116
64,50,75,58,262,55,90
67,50,73,54,243,60,71
67,46,75,58,210,65,95
65,44,76,68,192,59,138
