"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
70,48,62,72,145,68,125
66,46,58,73,137,61,105
63,47,55,67,130,64,132
60,47,52,62,140,61,111
59,51,48,62,115,50,87
59,49,46,58,108,44,87
57,46,45,50,115,39,53
57,45,44,46,119,36,42
54,45,46,48,97,34,33
53,45,47,43,93,36,43
55,42,48,37,87,28,22
50,46,47,40,72,23,18
47,47,48,54,62,26,30
48,46,44,55,60,39,45
52,45,42,56,71,40,52
55,45,46,60,84,29,27
51,46,48,58,81,34,44
55,46,46,55,83,34,46
52,46,46,60,87,40,41
56,45,46,53,98,42,61
52,44,45,47,79,43,48
51,44,42,50,82,33,52
50,47,43,52,93,35,53
51,47,42,71,98,39,88
50,50,41,58,108,51,104
52,50,41,52,123,52,67
54,51,42,67,157,44,126
56,49,43,68,175,50,181
58,49,48,63,190,54,204
60,44,53,64,215,66,205
53,43,48,51,159,40,119
55,43,43,47,141,36,82
51,46,47,54,105,37,53
55,44,40,54,78,30,53
63,44,38,47,69,29,42
63,43,43,50,71,24,27
62,42,40,62,65,28,50
62,42,41,58,69,34,46
57,38,41,60,68,40,33
55,39,45,55,105,41,78
52,38,48,64,116,46,105
47,37,48,52,105,35,43
44,38,42,42,59,27,20
41,41,35,49,56,19,33
41,43,32,52,72,28,65
42,43,33,61,80,31,81
42,42,33,57,78,29,79
46,42,31,53,77,33,81
47,45,33,51,91,28,57
44,48,32,44,96,30,90
47,48,32,45,100,26,65
48,51,32,41,108,25,38
50,53,35,59,113,28,32
54,52,46,81,101,48,69
59,53,50,70,127,57,132
62,53,56,67,173,54,189
63,55,62,66,163,37,111
61,52,61,52,159,43,79
62,51,61,60,145,42,86
61,48,61,56,128,40,61
61,51,59,49,112,41,37
