"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
38,44,51,42,99,57,114
39,40,51,35,93,53,77
36,42,50,31,86,43,55
32,44,48,25,76,42,32
33,43,49,25,73,50,45
34,44,44,24,69,39,30
36,44,34,25,67,20,15
37,44,37,36,69,32,36
36,42,37,32,50,23,23
36,46,37,28,44,21,13
38,49,38,36,51,30,27
41,47,38,38,54,30,35
47,50,41,42,73,35,45
48,48,47,43,76,33,37
49,48,50,45,89,30,34
50,46,50,51,97,44,77
53,47,52,61,100,61,112
52,49,49,59,114,61,117
52,48,48,57,104,60,109
53,48,45,58,109,44,85
54,45,45,55,131,36,63
54,44,46,47,135,36,49
52,45,45,34,102,23,26
50,45,45,23,102,28,18
48,46,43,38,76,27,30
49,46,49,39,70,25,24
53,45,49,40,74,31,21
54,43,47,46,80,30,30
55,43,49,52,85,39,46
55,43,47,45,84,38,51
52,42,47,53,87,33,44
53,41,45,47,77,33,33
48,39,44,45,79,31,35
46,39,42,36,79,37,45
41,42,43,34,89,36,36
43,40,39,28,105,37,93
39,40,39,30,110,32,102
40,39,37,24,84,21,11
38,40,36,27,55,14,9
39,39,33,28,41,16,12
37,42,34,32,39,20,24
37,43,35,34,46,24,28
37,45,34,43,54,27,44
41,45,32,45,67,24,53
42,45,30,46,83,30,61
46,46,30,49,85,24,43
48,46,32,38,78,17,15
48,49,31,31,61,20,30
50,49,31,37,68,24,22
50,53,32,43,69,29,36
50,51,35,42,71,25,35
56,52,41,58,51,30,24
54,50,44,56,72,28,27
57,51,51,60,104,51,64
58,53,54,71,124,55,98
63,55,53,84,167,62,138
65,55,54,95,186,71,226
64,55,55,83,198,85,274
65,53,56,82,205,74,216
64,53,53,73,180,71,164
64,53,54,64,158,68,106
62,50,57,71,137,55,96
61,51,56,72,147,57,100
60,51,56,74,173,62,149
60,50,55,69,182,57,128
61,48,56,70,181,48,92
62,53,56,78,201,66,174
64,54,58,88,220,80,252
64,53,59,85,257,79,278
64,53,60,66,293,67,186
65,55,62,62,257,60,145
67,57,62,72,199,49,102
68,56,61,84,169,55,100
69,55,63,83,188,63,200
71,55,62,81,221,77,171
72,55,63,90,281,91,291
71,57,67,85,310,86,226
72,55,64,107,285,70,221
74,53,65,114,252,71,218
73,52,62,96,248,79,285
71,54,61,84,249,71,239
74,53,62,62,283,60,180
77,51,65,65,318,61,189
77,52,68,77,288,67,170
72,52,71,79,230,83,165
68,53,69,77,215,83,131
67,53,70,80,208,74,133
67,52,69,81,186,65,118
65,50,69,67,157,56,72
63,49,69,67,134,61,62
63,49,68,82,133,73,110
60,49,66,72,155,69,130
64,52,66,79,208,64,115
63,49,66,68,202,61,106
62,51,67,80,201,53,131
67,52,71,88,203,67,150
67,51,72,93,213,79,188
72,54,71,92,254,93,221
74,57,75,83,291,90,218
73,55,80,65,325,84,159
72,52,84,61,284,93,173
70,48,82,69,194,77,130
70,53,79,78,183,89,153
70,50,75,74,189,86,132
69,51,77,66,214,77,143
69,49,77,53,258,70,170
71,50,75,74,258,83,246
69,49,74,54,226,77,180
