"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
71,52,42,64,114,37,57
69,49,38,57,97,32,60
64,50,39,57,95,27,53
57,47,39,56,80,28,61
56,47,38,61,67,29,58
54,48,37,65,68,29,47
54,49,37,56,82,27,31
55,49,35,51,98,25,42
54,47,35,47,93,26,61
53,47,37,48,71,16,16
53,52,37,52,49,14,14
55,53,38,65,30,22,14
56,57,40,68,40,32,41
54,57,42,59,55,41,43
55,57,43,78,54,44,43
55,55,41,67,49,42,41
57,53,43,68,58,48,50
62,48,47,79,98,34,73
63,49,46,82,94,30,65
56,49,43,67,73,36,34
55,51,43,60,62,38,34
54,49,46,56,69,36,29
55,50,46,58,81,29,27
55,52,47,45,73,34,28
56,54,44,56,66,33,40
53,56,40,74,69,33,62
56,56,41,70,80,34,48
63,56,47,75,103,50,69
65,59,50,110,129,57,177
66,57,51,105,138,62,177
66,55,51,93,132,60,133
69,59,52,97,127,58,120
64,56,51,78,121,48,93
65,55,50,73,136,44,77
66,54,52,64,140,38,58
65,53,55,64,120,33,34
65,50,50,63,106,30,36
61,54,49,54,99,35,29
57,52,47,47,100,36,40
59,53,47,59,86,32,42
59,58,46,78,79,34,39
60,55,45,82,93,49,51
62,55,49,73,109,46,55
61,54,52,73,114,49,71
60,55,50,72,94,52,63
59,52,49,66,105,59,73
57,54,45,56,77,52,52
60,57,45,72,67,48,33
61,56,45,67,84,43,31
63,59,47,66,86,49,40
67,58,50,76,90,49,55
69,56,51,70,80,45,37
69,53,52,72,91,52,46
73,53,52,91,121,58,105
66,54,51,96,145,65,164
65,52,51,107,175,64,188
64,50,52,110,192,74,236
61,51,54,103,198,81,319
58,52,57,104,203,80,394
55,50,55,95,187,74,331
54,51,53,82,185,80,268
58,55,50,91,198,78,326
61,56,46,96,206,93,415
61,58,48,97,225,92,363
62,57,50,93,214,77,218
63,57,53,82,221,66,175
67,56,56,81,200,61,164
66,56,58,96,179,61,160
66,60,61,85,195,60,165
66,58,64,81,200,67,192
62,59,66,80,199,80,214
67,58,66,66,185,86,104
68,59,63,69,174,98,109
69,56,63,75,168,93,161
68,54,59,74,149,71,131
62,51,57,70,135,62,116
57,51,53,65,115,31,49
56,51,47,64,91,33,39
54,51,45,64,83,41,58
52,50,45,64,87,27,41
50,50,43,55,95,30,65
51,49,42,58,84,36,70
53,50,40,72,83,41,81
52,51,40,62,102,46,85
55,51,38,66,130,41,80
55,49,38,60,149,31,51
55,52,34,66,148,22,54
54,53,36,81,139,36,151
54,50,34,83,138,49,306
53,49,33,95,159,62,322
50,50,32,61,232,49,180
50,49,34,56,280,23,48
51,49,34,54,216,13,33
53,48,35,45,167,20,100
53,50,38,63,150,31,119
57,52,42,66,152,42,107
62,50,45,61,158,30,49
62,48,45,58,139,24,49
64,47,50,56,98,18,27
63,44,46,59,100,22,32
53,47,42,69,74,31,36
49,47,40,71,78,36,70
50,47,37,74,94,40,122
50,46,35,62,99,47,126
47,45,32,62,101,38,105
46,45,30,64,110,32,107
41,47,31,55,95,24,52
40,49,30,51,88,24,66
41,45,26,52,98,28,88
45,43,28,49,100,27,60
43,45,28,56,82,23,47
43,45,32,56,78,25,63
44,45,30,54,75,20,58
46,43,31,47,88,18,39
47,42,31,38,76,20,29
51,41,31,48,85,17,44
46,43,28,47,65,12,30
43,45,33,57,81,21,45
41,45,34,65,105,41,152
40,45,35,55,102,49,172
41,44,34,51,125,46,169
41,47,33,51,136,43,125
43,44,33,48,138,44,103
47,45,34,56,158,41,100
