"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
71,56,55,89,180,70,202
73,57,61,93,193,84,211
73,58,63,103,186,76,185
69,58,64,97,177,95,189
66,59,64,79,172,76,156
66,57,63,76,173,59,127
65,57,64,64,148,52,61
61,56,65,55,108,37,38
57,59,63,63,84,72,53
55,59,62,68,86,79,100
57,56,60,66,106,79,111
58,57,57,80,122,94,142
57,56,59,67,148,63,82
56,59,55,60,133,47,54
52,56,54,63,113,41,91
54,54,50,70,105,43,126
54,54,51,62,96,59,124
55,51,49,54,102,64,120
54,56,49,80,136,69,160
52,58,50,81,138,74,166
56,55,48,67,128,64,105
58,58,48,66,112,53,77
61,57,46,69,116,43,73
64,54,49,56,119,49,70
61,55,48,51,99,40,42
59,51,51,67,99,47,76
60,50,53,66,104,48,76
58,50,57,47,117,61,54
55,50,57,50,98,63,63
53,48,53,61,89,56,74
51,49,53,69,97,49,75
51,53,51,69,108,51,71
50,55,48,75,128,48,108
53,54,47,75,155,50,127
51,53,49,66,154,50,119
52,55,49,55,132,42,40
54,58,49,67,105,41,26
54,60,49,59,93,47,49
57,63,55,70,78,59,45
60,65,57,79,83,70,52
64,61,62,89,86,73,60
67,66,60,75,125,76,61
71,66,64,82,141,73,93
72,68,65,116,147,82,153
72,67,64,106,188,96,203
77,68,62,102,213,96,221
77,66,65,98,235,63,130
79,65,67,88,243,63,120
74,62,68,89,199,63,107
73,62,70,87,158,59,88
74,62,69,95,147,66,113
71,61,68,103,138,77,118
72,60,64,89,156,75,115
71,64,65,98,169,69,140
69,64,64,84,157,68,109
70,67,61,92,169,64,126
73,66,62,98,175,74,144
72,65,63,114,167,76,153
71,64,66,98,148,89,143
69,64,67,109,153,86,163
69,63,67,83,159,76,111
65,57,68,76,160,79,132
59,55,63,66,149,60,126
55,53,58,59,121,54,76
57,53,56,54,100,51,34
55,49,53,47,110,47,65
56,48,57,59,116,47,84
55,47,56,67,117,45,94
53,46,56,59,117,42,91
52,44,57,41,133,50,80
