"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
56,48,50,50,112,45,51
57,46,47,49,111,35,40
53,46,42,50,96,32,36
53,47,39,62,89,31,67
49,46,36,64,81,36,71
47,45,30,50,70,31,57
44,44,28,47,88,23,86
44,44,24,39,81,24,79
43,44,24,48,74,22,64
44,44,23,51,77,26,63
44,45,21,55,82,20,70
44,45,22,54,85,24,60
43,43,24,62,97,34,126
44,47,29,63,101,28,78
45,47,33,70,97,24,61
44,44,35,57,70,16,25
43,43,35,46,45,27,27
45,44,34,36,39,28,22
44,43,30,38,37,25,17
43,45,32,49,49,30,32
45,46,31,48,45,43,40
46,46,32,46,56,28,41
46,47,33,42,62,18,21
43,44,33,38,53,20,17
36,43,32,36,33,23,15
34,42,30,43,31,17,11
32,42,30,38,34,21,8
30,42,28,34,41,19,16
31,42,22,31,48,21,23
33,42,23,34,40,17,16
34,46,23,33,34,17,12
34,48,22,20,29,16,10
34,48,26,29,25,15,10
37,48,29,40,14,13,9
40,48,29,30,20,17,9
43,49,28,36,37,35,21
42,47,25,44,32,30,25
43,50,24,52,39,34,40
46,51,26,68,57,41,91
52,54,25,75,64,41,110
55,53,28,93,83,43,124
52,52,28,90,109,45,159
52,50,31,77,109,48,155
56,50,32,58,92,34,68
52,47,31,50,85,35,71
54,50,33,55,90,35,68
54,50,38,56,86,43,53
50,52,39,59,74,41,39
49,56,39,46,68,47,38
55,55,40,54,79,58,59
53,55,39,67,83,53,91
56,59,41,67,100,55,78
59,57,42,62,101,47,73
63,57,43,64,97,48,80
64,54,45,56,106,39,70
63,52,45,65,94,49,95
63,52,46,68,93,52,99
59,49,44,62,92,52,68
56,47,39,61,71,46,52
51,45,39,68,74,49,72
51,45,41,70,96,52,78
48,43,43,69,114,57,104
44,43,42,59,115,54,124
45,43,40,56,119,46,104
45,43,35,53,100,42,91
44,41,36,36,88,46,66
44,40,36,25,61,35,22
43,40,33,29,57,29,26
38,37,30,25,47,20,25
37,40,28,41,37,20,16
34,39,25,36,24,21,16
32,39,23,38,31,22,29
31,39,21,36,38,22,43
30,44,18,35,50,21,69
32,44,20,25,59,19,45
41,45,24,38,56,20,33
44,47,24,44,42,19,12
47,49,22,40,35,19,5
49,46,25,43,49,12,5
52,45,29,46,72,11,12
55,42,32,35,89,11,19
51,41,37,45,79,16,22
51,41,37,48,68,25,37
50,44,39,59,67,34,56
48,46,39,60,87,44,71
48,43,39,56,116,42,104
51,44,41,49,140,29,79
52,42,41,47,149,30,85
51,45,41,45,128,29,67
50,43,48,41,107,39,53
53,43,50,45,111,38,64
51,43,50,43,105,41,51
49,44,47,47,106,32,52
