"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
47,59,61,52,94,78,54
50,58,54,56,81,57,68
52,58,52,73,85,72,111
51,57,53,77,109,63,130
48,58,56,72,106,77,77
55,58,60,62,145,67,106
54,56,60,80,131,84,140
53,54,54,76,133,72,152
52,57,53,62,144,65,114
52,59,53,58,123,55,80
53,58,53,52,109,59,72
54,60,53,53,89,51,58
50,61,55,56,90,48,58
52,62,57,59,99,48,57
53,60,58,58,99,45,48
56,59,61,50,128,62,102
55,57,65,43,157,66,75
55,58,58,47,130,51,49
51,56,57,48,112,56,67
48,57,56,54,93,51,64
48,55,55,37,101,51,58
48,54,53,44,81,45,44
46,56,54,51,81,54,54
48,52,55,48,76,51,44
45,53,53,58,67,50,45
44,55,53,58,75,41,49
46,52,49,61,73,44,57
48,52,46,53,56,43,46
49,54,47,46,53,52,57
49,51,51,44,75,49,79
50,50,52,49,85,44,65
51,54,54,62,102,44,70
52,58,50,82,100,55,105
52,58,53,74,98,64,97
54,58,53,73,109,61,76
55,57,55,67,108,49,68
56,56,52,59,104,56,64
53,57,52,59,106,50,63
55,59,56,57,121,46,69
52,61,57,58,95,54,56
50,62,62,55,81,71,53
46,61,58,56,85,54,46
48,61,57,63,87,53,37
49,61,57,73,83,54,48
46,61,61,67,86,63,63
43,62,59,62,78,69,64
41,62,57,56,75,66,65
39,62,50,59,66,71,102
41,62,46,57,69,70,95
46,65,45,64,71,61,76
46,62,42,52,60,44,42
52,58,43,57,60,41,41
51,57,46,59,64,45,38
47,57,48,54,67,43,44
44,54,50,57,77,49,58
45,53,53,49,96,36,45
47,53,54,56,94,51,72
46,48,56,52,94,51,53
45,47,55,43,97,51,57
