"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
42,58,54,62,156,81,175
43,57,54,52,213,59,118
44,59,54,52,227,65,160
43,62,54,57,207,77,188
44,59,57,58,172,63,119
49,58,61,64,173,59,134
49,62,66,68,210,74,204
56,62,68,65,229,69,168
57,62,68,57,210,50,104
58,61,68,58,186,56,89
60,59,71,72,169,56,76
62,57,76,84,188,77,181
61,57,76,75,169,88,181
60,57,77,73,131,94,143
60,58,76,78,129,87,147
59,58,76,67,154,73,140
56,59,74,63,147,73,127
56,57,76,57,156,68,90
55,57,76,69,152,78,106
55,54,77,62,179,74,159
53,52,75,61,223,84,232
54,48,75,64,220,87,264
53,51,75,70,167,82,133
49,51,73,68,133,87,108
47,54,71,73,117,83,116
47,53,70,80,125,83,116
47,50,72,83,138,69,132
44,48,70,64,171,93,168
42,47,66,61,174,79,178
45,46,68,57,179,78,184
42,46,64,42,160,74,182
43,47,61,51,152,78,173
43,47,62,55,160,84,202
45,47,63,49,159,88,154
45,46,62,48,155,93,147
42,46,64,46,159,76,133
38,46,64,36,140,70,52
40,49,66,53,154,69,104
40,48,68,56,168,66,108
39,49,67,48,177,66,115
38,52,66,42,145,64,92
34,53,62,41,96,63,65
33,56,57,46,80,47,48
36,54,59,45,73,54,44
38,52,58,57,68,62,55
39,54,58,60,89,93,118
38,55,59,59,107,95,146
38,53,59,62,121,84,150
38,53,58,58,131,76,159
39,57,57,52,126,73,143
41,56,59,58,122,85,146
39,50,57,50,138,79,162
38,51,58,42,172,45,49
38,51,59,36,154,54,63
40,49,56,38,140,44,60
38,47,51,36,108,35,48
36,46,53,26,106,37,41
38,45,51,30,90,33,36
37,45,47,36,84,20,36
36,47,48,44,86,34,60
34,47,48,38,75,44,61
34,46,43,23,75,32,18
34,46,40,21,66,32,15
32,50,39,26,48,43,30
33,48,39,29,47,39,44
32,48,40,32,45,39,24
32,48,40,35,39,48,35
29,47,39,33,37,39,33
28,50,38,24,38,42,23
27,51,39,22,31,29,9
29,50,37,25,23,24,8
28,52,36,30,21,30,15
29,49,35,34,29,27,18
30,51,36,35,25,25,17
35,49,34,34,30,26,13
36,52,34,33,30,20,8
40,55,35,50,32,19,21
37,53,37,55,32,25,30
35,54,42,48,33,34,23
39,54,38,35,34,31,22
39,55,40,44,41,36,28
39,55,39,36,28,35,16
38,55,40,32,38,31,16
39,51,40,35,43,22,14
