"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
45,50,45,29,110,31,46
46,50,44,24,90,24,18
41,52,41,25,67,26,23
39,52,41,35,51,20,12
39,50,40,50,50,31,32
44,52,40,50,56,42,50
49,50,39,57,68,51,54
47,51,39,59,80,45,58
43,51,40,51,70,34,44
42,50,40,46,64,32,44
46,46,38,45,58,30,26
43,47,40,45,45,29,25
