"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
58,64,57,66,148,70,135
60,63,62,70,166,70,128
60,61,67,70,179,71,97
62,62,68,90,150,93,129
60,64,61,83,126,73,123
62,63,64,87,144,77,169
68,63,63,83,155,72,125
74,60,66,80,197,60,113
77,60,70,90,202,54,87
74,60,74,100,210,64,94
69,59,75,100,227,79,190
68,58,78,110,259,99,313
67,57,74,108,305,125,480
67,61,72,100,351,120,456
69,62,71,96,352,102,421
68,62,72,86,319,79,221
69,62,74,84,292,74,201
70,62,77,90,273,78,157
71,59,75,94,261,72,116
72,57,76,90,248,87,170
75,57,74,90,254,93,234
75,59,71,88,238,90,197
71,59,72,76,246,78,176
68,59,75,73,257,61,193
65,55,73,70,272,74,279
63,55,73,68,281,72,279
65,53,77,73,284,74,349
66,53,78,78,304,76,391
60,54,78,82,234,75,272
58,55,77,90,194,89,189
55,56,75,82,208,102,189
56,55,75,71,234,107,204
61,58,71,84,239,102,238
61,58,71,89,247,102,249
62,57,71,91,246,97,253
62,59,69,114,255,101,320
63,56,70,102,263,122,364
63,58,72,83,237,120,238
65,56,73,68,250,94,157
67,57,76,60,254,77,104
65,56,76,63,224,65,118
62,56,76,58,171,53,65
58,59,77,70,121,64,89
57,56,71,66,101,69,89
57,57,69,59,132,77,98
56,56,61,51,111,75,95
56,54,58,47,109,64,79
53,51,57,36,123,52,76
55,47,52,37,106,49,61
52,47,54,49,97,53,75
48,49,52,51,72,50,62
48,48,40,48,55,37,49
46,51,37,54,51,32,46
42,51,36,44,49,34,49
41,55,39,41,59,40,63
45,50,42,43,73,40,58
43,52,41,44,67,35,43
42,55,47,42,56,38,24
42,53,45,45,52,25,28
42,53,40,42,44,21,16
41,52,36,38,42,23,15
41,53,36,45,42,21,23
43,49,36,37,43,27,22
43,47,39,38,56,32,30
44,46,43,48,83,32,44
45,44,40,47,93,24,59
43,45,37,56,83,33,75
41,47,35,60,83,36,96
44,44,32,54,89,32,98
42,43,28,44,63,25,66
40,45,25,43,43,21,42
39,44,20,32,42,18,28
36,45,22,32,54,14,35
35,43,25,35,50,18,38
33,44,25,26,44,24,21
32,46,22,27,33,23,17
33,47,22,31,35,27,33
32,50,23,34,40,23,23
34,54,22,37,47,17,21
39,55,26,44,58,24,56
44,55,33,44,74,24,56
45,58,38,48,78,27,47
47,61,38,51,68,31,31
