"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
37,43,47,41,79,36,61
44,43,47,40,81,40,60
46,45,46,46,71,48,75
45,44,47,40,75,49,62
43,45,44,34,79,46,33
44,44,47,49,93,40,55
47,44,53,54,104,57,95
48,45,54,57,112,64,119
46,47,59,51,127,48,83
47,48,59,33,142,37,47
42,47,54,26,99,27,24
41,45,58,39,69,29,30
40,43,56,40,57,28,25
38,44,55,28,63,52,37
40,45,53,35,75,56,36
39,47,54,47,113,62,88
39,48,61,47,157,59,134
42,49,68,49,185,66,145
43,47,73,43,163,61,55
42,45,78,35,166,56,46
42,44,79,37,133,48,54
42,44,69,41,107,61,75
40,44,63,40,91,48,45
39,44,62,29,103,47,39
38,42,63,27,102,49,36
39,41,63,30,102,42,43
41,41,63,32,80,48,43
41,43,62,45,86,58,70
43,44,65,49,103,74,98
44,43,64,57,97,63,89
46,43,64,55,125,63,113
46,42,62,62,119,55,113
43,44,62,56,114,58,109
44,43,63,48,121,59,103
39,42,63,43,98,58,75
37,42,64,44,94,56,80
38,40,64,49,93,64,107
35,40,59,36,76,54,53
33,39,60,33,72,49,45
32,38,55,30,76,44,63
28,37,50,25,73,40,57
28,35,44,30,77,36,66
26,36,44,27,75,50,70
30,39,46,28,83,47,74
32,39,45,30,78,41,40
34,41,51,31,85,38,38
36,41,51,43,65,40,55
37,41,55,47,74,44,77
36,39,61,46,86,46,81
37,43,63,45,97,64,108
41,41,67,49,148,73,139
45,41,69,41,207,65,123
46,40,70,28,209,44,60
47,38,71,28,175,32,41
47,34,75,37,140,44,57
44,32,70,37,129,41,65
41,33,67,37,117,42,57
39,34,69,35,125,55,75
39,33,60,35,113,40,50
36,36,57,43,94,38,71
35,36,51,45,105,53,129
32,36,47,41,94,58,105
34,35,47,36,84,47,62
34,38,43,29,85,34,42
35,40,44,35,73,41,44
35,44,42,28,73,30,39
37,44,43,26,60,25,32
39,48,47,34,61,33,46
39,44,49,34,67,39,60
42,44,52,46,69,47,70
44,47,54,37,82,45,58
45,46,57,39,78,62,63
47,45,61,57,124,74,226
49,46,64,63,178,85,378
47,47,65,48,195,76,165
49,48,66,52,186,61,112
