"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
33,39,37,27,52,27,33
35,40,40,26,58,26,13
35,42,39,25,49,26,10
39,40,47,35,78,44,40
41,42,53,52,111,58,119
43,41,60,65,142,73,182
42,42,63,72,139,73,156
42,46,64,74,143,76,127
45,47,64,71,172,105,267
46,48,64,67,199,81,211
47,52,63,63,190,79,146
48,51,66,55,183,80,126
52,48,68,57,210,72,165
54,48,70,51,208,80,131
51,48,73,53,204,91,159
51,47,76,56,226,105,214
56,47,79,59,292,95,292
57,47,80,58,353,79,280
58,47,83,60,374,69,313
58,50,82,59,371,67,269
57,47,85,72,394,68,279
58,49,88,83,421,82,466
57,48,85,90,418,95,503
56,46,85,70,442,84,318
56,45,81,62,427,74,221
53,44,80,60,407,55,140
52,44,78,50,338,55,100
52,46,78,52,299,54,119
53,47,80,61,275,53,150
53,46,80,58,234,44,108
55,47,81,60,224,64,150
58,44,81,70,253,73,232
61,44,82,81,256,73,330
58,41,82,83,255,88,407
59,36,85,71,299,102,504
57,36,84,71,327,99,539
52,37,82,85,315,118,621
51,39,75,74,325,98,529
47,39,69,66,342,88,704
44,36,61,57,335,67,530
42,35,59,50,274,64,352
45,31,57,46,222,74,307
43,35,56,35,195,90,211
42,39,55,39,190,72,163
40,39,59,45,206,51,118
43,38,59,44,207,44,124
43,40,57,35,185,28,63
40,39,59,27,153,31,58
44,42,62,40,131,41,78
43,44,61,46,110,56,59
42,43,60,47,126,57,78
41,43,60,42,131,50,78
42,43,58,47,130,49,79
45,43,58,48,127,54,68
48,44,60,49,132,59,66
45,45,62,55,156,73,118
45,44,63,65,161,79,157
46,45,63,60,161,82,147
46,47,63,56,163,72,151
48,48,62,43,167,75,135
47,48,63,36,183,53,77
43,47,66,33,152,49,55
46,44,65,44,136,50,66
44,48,67,33,122,54,41
46,49,65,27,117,65,33
43,49,65,40,99,69,52
48,48,65,47,101,52,92
52,48,64,48,114,45,62
49,51,65,41,134,44,40
49,50,66,41,139,34,38
49,48,66,45,163,35,72
50,47,65,61,139,36,82
51,43,62,58,117,57,99
51,43,64,58,130,48,101
52,44,62,64,141,46,113
48,46,67,52,153,57,113
44,44,67,41,172,56,95
47,46,67,49,164,63,112
46,45,68,49,133,56,73
54,44,70,47,138,53,89
54,42,73,61,169,64,123
55,44,76,62,203,92,210
55,45,76,67,207,84,212
50,44,73,52,190,58,106
50,40,72,52,182,68,133
50,40,73,52,185,71,108
49,39,72,37,194,66,75
51,39,71,48,232,62,104
48,39,70,48,193,65,87
49,41,67,40,131,56,52
48,42,73,32,131,54,52
47,46,78,37,138,61,57
49,45,76,32,146,71,69
