"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
74,54,76,89,203,81,181
76,53,78,96,209,98,228
71,54,78,90,187,103,233
69,52,72,69,216,91,179
66,51,69,62,211,72,108
59,49,64,71,210,71,155
60,51,61,77,197,72,213
61,52,59,65,175,61,159
60,51,51,62,135,56,118
57,51,43,65,90,46,72
57,50,44,72,102,44,56
56,50,44,64,94,39,52
52,49,44,50,95,54,77
48,45,42,56,90,56,107
46,44,41,65,110,46,111
46,47,40,64,162,63,229
46,45,41,66,210,65,354
49,45,41,69,230,58,299
53,43,44,64,222,44,193
55,44,43,57,201,33,109
56,44,43,48,163,26,38
55,41,44,42,140,23,38
55,44,45,42,122,25,41
57,47,46,42,127,27,51
56,47,49,41,127,34,32
57,45,52,44,136,28,40
61,42,55,49,131,35,32
57,45,58,56,114,45,63
53,42,60,69,110,56,86
