"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
40,65,40,56,104,65,137
44,64,45,52,124,58,106
47,62,48,54,129,53,104
45,65,46,63,111,46,100
42,65,41,65,64,39,52
40,63,43,57,62,53,52
47,58,43,57,83,53,91
36,59,44,54,74,43,65
36,61,38,51,61,42,66
33,61,37,38,49,36,39
36,63,36,43,61,50,57
33,62,32,42,59,44,47
32,61,35,39,64,38,58
30,60,31,32,46,29,35
32,60,31,34,49,23,29
31,60,34,34,44,18,25
31,63,31,33,33,22,11
31,61,30,31,24,30,15
30,61,31,34,24,33,30
30,62,30,38,27,29,15
31,65,28,44,20,26,14
34,65,25,52,16,21,14
36,64,30,44,29,21,17
36,68,34,54,33,36,25
34,68,41,58,25,55,37
38,69,43,58,47,53,42
42,69,42,60,62,46,49
46,70,44,63,66,56,65
45,70,44,78,75,61,88
51,70,50,78,77,70,97
51,66,50,71,101,83,107
54,65,57,66,117,54,83
52,66,61,63,115,65,67
54,67,67,65,135,69,94
59,69,67,72,149,86,124
59,68,74,60,170,89,104
60,67,76,61,143,83,84
59,68,77,71,122,83,85
56,67,76,71,130,66,65
55,67,77,67,113,58,53
56,65,75,71,95,67,70
54,65,74,69,97,75,86
52,66,74,72,98,83,83
53,63,69,73,91,80,77
53,62,64,80,92,72,73
54,57,64,65,90,66,60
56,60,66,65,100,50,62
56,60,64,59,95,48,51
50,56,64,67,80,51,58
48,53,60,67,86,58,71
