"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
38,45,59,60,143,98,275
38,45,59,59,169,83,221
39,44,58,57,179,86,187
36,45,56,42,198,58,156
37,44,55,36,174,56,115
38,44,55,38,146,52,91
38,43,54,46,125,67,148
38,41,53,40,115,69,131
35,42,54,39,100,63,102
35,42,54,34,114,41,63
33,42,53,25,84,39,39
34,43,52,20,65,35,9
35,43,42,29,37,26,11
36,44,40,27,47,29,22
33,44,42,29,55,34,22
33,46,39,27,59,21,28
33,46,38,34,49,25,20
34,47,42,42,53,44,45
37,48,45,53,68,56,73
39,47,54,48,99,49,66
40,44,58,41,108,36,39
37,42,62,47,111,40,46
35,40,61,34,120,65,154
34,38,59,26,149,56,153
32,39,58,29,126,26,47
29,39,52,27,85,15,16
29,39,47,32,77,8,9
31,40,44,33,72,14,17
30,39,44,23,71,26,24
33,38,45,24,109,26,32
32,36,42,31,172,26,76
31,36,41,29,133,31,70
30,38,43,13,82,31,6
31,40,44,13,45,28,4
33,40,44,18,47,29,9
33,46,42,32,39,32,10
33,46,39,43,42,21,15
34,45,42,40,47,29,32
34,42,45,35,53,27,39
34,41,48,45,62,34,40
34,43,48,42,89,46,57
35,46,52,35,112,41,46
34,45,53,40,133,30,27
37,44,53,45,160,45,96
37,43,51,34,183,42,101
38,41,53,29,186,36,128
39,40,52,34,159,34,102
34,40,48,30,101,25,53
32,40,47,25,90,27,34
31,41,46,22,67,26,41
32,42,45,27,60,23,29
32,38,44,37,48,32,29
34,38,46,37,54,40,43
34,38,42,41,56,37,39
35,40,42,32,81,38,49
38,40,44,35,79,36,51
39,40,46,39,78,38,51
39,40,46,39,70,35,34
40,41,50,36,62,29,17
42,41,52,42,72,37,43
42,43,56,40,95,37,30
42,42,58,33,118,44,55
43,45,60,38,111,57,87
41,44,59,36,87,52,64
42,42,54,26,74,38,39
37,43,53,27,80,33,37
37,42,53,21,72,34,24
38,42,54,25,79,33,41
41,43,54,30,68,31,29
40,42,53,31,59,37,33
41,42,52,38,71,45,42
41,44,52,41,75,43,50
40,42,51,36,72,41,39
39,42,54,28,72,45,12
38,40,56,33,73,42,24
39,43,56,51,81,38,51
37,42,53,43,87,36,66
38,42,51,31,98,32,40
33,43,46,34,73,28,17
35,41,43,31,48,32,17
36,43,43,28,44,37,28
37,43,41,23,37,31,18
38,44,44,24,42,30,14
37,46,46,29,38,37,27
37,46,47,41,48,36,31
36,49,49,43,39,43,37
35,47,47,33,38,38,25
33,44,48,31,45,36,23
32,43,48,30,49,38,36
34,44,48,34,58,39,36
39,43,49,37,76,31,34
42,42,51,36,79,39,48
40,41,54,35,66,30,29
38,41,53,41,49,31,27
37,39,48,36,46,34,25
36,36,46,28,42,29,23
36,36,46,34,39,35,18
34,33,44,30,44,27,16
31,34,40,36,51,25,33
31,34,38,34,61,24,45
30,35,35,34,57,21,21
31,38,34,24,63,16,13
33,39,32,25,63,19,30
34,42,35,27,61,21,38
37,39,38,35,46,21,24
37,38,40,41,51,29,24
36,41,41,45,61,36,44
35,38,41,44,92,41,82
38,38,40,34,107,39,91
36,40,42,33,107,35,71
37,41,42,28,75,33,45
33,38,40,26,69,24,39
31,35,44,15,56,20,21
30,33,39,18,42,13,7
29,35,41,12,41,14,2
25,34,39,9,34,14,6
21,34,37,6,20,15,4
20,32,35,7,20,12,3
