A,B,C,AB,AC,BC,ABC
1,1,1,0.5510204081632653,0.673469387755102,0.6122448979591837,0.46938775510204084
1,1,1,0.6041666666666666,0.6666666666666666,0.6,0.5
1,1,1,0.5833333333333334,0.66,0.56,0.48
1,1,1,0.5714285714285714,0.673469387755102,0.5714285714285714,0.4897959183673469
1,1,1,0.5555555555555556,0.6326530612244898,0.5918367346938775,0.4489795918367347
1,1,1,0.5909090909090909,0.64,0.58,0.48
1,1,1,0.627906976744186,0.64,0.58,0.42
1,1,1,0.6363636363636364,0.673469387755102,0.6122448979591837,0.4489795918367347
1,1,1,0.6046511627906976,0.6666666666666666,0.6041666666666666,0.4791666666666667
1,1,1,0.5853658536585366,0.75,0.625,0.4375
1,1,1,0.5476190476190477,0.7659574468085106,0.6595744680851063,0.44680851063829785
1,1,1,0.6097560975609756,0.723404255319149,0.6382978723404256,0.40425531914893614
1,1,1,0.5714285714285714,0.723404255319149,0.5531914893617021,0.3617021276595745
1,1,1,0.574468085106383,0.717391304347826,0.5217391304347826,0.391304347826087
1,1,1,0.5957446808510638,0.7333333333333333,0.5111111111111111,0.37777777777777777
1,1,1,0.6585365853658537,0.7111111111111111,0.5121951219512195,0.35555555555555557
1,1,1,0.6585365853658537,0.782608695652174,0.5121951219512195,0.34146341463414637
1,1,1,0.7,0.7555555555555555,0.4444444444444444,0.35
1,1,1,0.65,0.7446808510638298,0.48936170212765956,0.3673469387755102
1,1,1,0.6585365853658537,0.723404255319149,0.46808510638297873,0.3469387755102041
1,1,1,0.6956521739130435,0.723404255319149,0.48936170212765956,0.391304347826087
1,1,1,0.717391304347826,0.7608695652173914,0.4782608695652174,0.3695652173913043
1,1,1,0.6956521739130435,0.7608695652173914,0.4782608695652174,0.3695652173913043
1,1,1,0.6808510638297872,0.7391304347826086,0.4782608695652174,0.3617021276595745
1,1,1,0.6458333333333334,0.7777777777777778,0.5111111111111111,0.3333333333333333
1,1,1,0.6382978723404256,0.7777777777777778,0.4888888888888889,0.3191489361702128
1,1,1,0.6521739130434783,0.717391304347826,0.5217391304347826,0.32608695652173914
1,1,1,0.6046511627906976,0.6666666666666666,0.4666666666666667,0.3488372093023256
1,1,1,0.5581395348837209,0.717391304347826,0.5217391304347826,0.30434782608695654
1,1,1,0.5238095238095238,0.7111111111111111,0.6,0.28888888888888886
1,1,1,0.4634146341463415,0.7333333333333333,0.5555555555555556,0.3333333333333333
1,1,1,0.46153846153846156,0.6956521739130435,0.5652173913043478,0.2826086956521739
1,1,1,0.5641025641025641,0.7021276595744681,0.48936170212765956,0.3191489361702128
1,1,1,0.525,0.6875,0.4791666666666667,0.2916666666666667
1,1,1,0.6153846153846154,0.6938775510204082,0.5102040816326531,0.2564102564102564
1,1,1,0.6923076923076923,0.6326530612244898,0.5306122448979592,0.28205128205128205
1,1,1,0.6410256410256411,0.64,0.5,0.26
1,1,1,0.6666666666666666,0.5641025641025641,0.6,0.3076923076923077
1,1,1,0.6923076923076923,0.6122448979591837,0.5918367346938775,0.38461538461538464
1,1,1,0.6923076923076923,0.6326530612244898,0.6326530612244898,0.41025641025641024
1,1,1,0.675,0.6,0.62,0.35
1,1,1,0.7619047619047619,0.6666666666666666,0.627906976744186,0.4523809523809524
1,1,1,0.7380952380952381,0.7058823529411765,0.6078431372549019,0.42857142857142855
1,1,1,0.7380952380952381,0.7142857142857143,0.6153846153846154,0.42857142857142855
1,1,1,0.7380952380952381,0.7857142857142857,0.6037735849056604,0.4523809523809524
1,1,1,0.7380952380952381,0.7619047619047619,0.5961538461538461,0.4423076923076923
1,1,1,0.6511627906976745,0.7209302325581395,0.5961538461538461,0.4230769230769231
1,1,1,0.6976744186046512,0.7441860465116279,0.6296296296296297,0.46296296296296297
1,1,1,0.627906976744186,0.7209302325581395,0.6666666666666666,0.4418604651162791
1,1,1,0.6428571428571429,0.7619047619047619,0.6111111111111112,0.5
1,1,1,0.6136363636363636,0.75,0.6111111111111112,0.38636363636363635
1,1,1,0.6444444444444445,0.7777777777777778,0.6181818181818182,0.4
1,1,1,0.6666666666666666,0.7111111111111111,0.6181818181818182,0.4222222222222222
1,1,1,0.6521739130434783,0.7142857142857143,0.6428571428571429,0.41304347826086957
1,1,1,0.6304347826086957,0.75,0.6785714285714286,0.42857142857142855
1,1,1,0.6304347826086957,0.7857142857142857,0.6428571428571429,0.48214285714285715
1,1,1,0.6829268292682927,0.7857142857142857,0.6785714285714286,0.5178571428571429
1,1,1,0.6956521739130435,0.8,0.6909090909090909,0.5454545454545454
1,1,1,0.7073170731707317,0.7636363636363637,0.6727272727272727,0.509090909090909
1,1,1,0.7391304347826086,0.7818181818181819,0.7272727272727273,0.509090909090909
1,1,1,0.717391304347826,0.7636363636363637,0.7090909090909091,0.509090909090909
1,1,1,0.723404255319149,0.7592592592592593,0.6851851851851852,0.46296296296296297
1,1,1,0.7021276595744681,0.8181818181818182,0.7272727272727273,0.4727272727272727
1,1,1,0.7021276595744681,0.7636363636363637,0.6909090909090909,0.5272727272727272
1,1,1,0.6923076923076923,0.7636363636363637,0.6909090909090909,0.5272727272727272
1,1,1,0.7105263157894737,0.7090909090909091,0.6909090909090909,0.4909090909090909
1,1,1,0.6595744680851063,0.7454545454545455,0.7454545454545455,0.5454545454545454
1,1,1,0.6382978723404256,0.6727272727272727,0.7454545454545455,0.5454545454545454
1,1,1,0.6170212765957447,0.7090909090909091,0.7105263157894737,0.4909090909090909
1,1,1,0.6304347826086957,0.7391304347826086,0.7105263157894737,0.509090909090909
1,1,1,0.6444444444444445,0.7777777777777778,0.6923076923076923,0.48148148148148145
1,1,1,0.6818181818181818,0.7727272727272727,0.717948717948718,0.5
1,1,1,0.7209302325581395,0.7674418604651163,0.7073170731707317,0.5348837209302325
1,1,1,0.7441860465116279,0.7906976744186046,0.7169811320754716,0.5348837209302325
1,1,1,0.6976744186046512,0.7692307692307693,0.7307692307692307,0.5
1,1,1,0.6511627906976745,0.7647058823529411,0.7450980392156863,0.5098039215686274
1,1,1,0.5952380952380952,0.7380952380952381,0.7058823529411765,0.47058823529411764
1,1,1,0.5813953488372093,0.7647058823529411,0.7450980392156863,0.5294117647058824
1,1,1,0.6046511627906976,0.8,0.78,0.54
1,1,1,0.7045454545454546,0.82,0.76,0.58
1,1,1,0.6818181818181818,0.803921568627451,0.7450980392156863,0.5294117647058824
1,1,1,0.6744186046511628,0.803921568627451,0.7254901960784313,0.45098039215686275
1,1,1,0.7674418604651163,0.813953488372093,0.6923076923076923,0.5
1,1,1,0.7954545454545454,0.8409090909090909,0.6470588235294118,0.5490196078431373
1,1,1,0.7272727272727273,0.8409090909090909,0.6078431372549019,0.5098039215686274
1,1,1,0.6590909090909091,0.8409090909090909,0.6274509803921569,0.5098039215686274
1,1,1,0.6976744186046512,0.7916666666666666,0.6875,0.4583333333333333
1,1,1,0.7272727272727273,0.7291666666666666,0.625,0.5227272727272727
1,1,1,0.7727272727272727,0.7391304347826086,0.6739130434782609,0.5454545454545454
1,1,1,0.7111111111111111,0.7727272727272727,0.6590909090909091,0.4772727272727273
1,1,1,0.6956521739130435,0.7674418604651163,0.7441860465116279,0.5581395348837209
1,1,1,0.7111111111111111,0.7674418604651163,0.7209302325581395,0.5116279069767442
1,1,1,0.6666666666666666,0.7906976744186046,0.6976744186046512,0.46511627906976744
1,1,1,0.6530612244897959,0.7906976744186046,0.6976744186046512,0.4883720930232558
1,1,1,0.64,0.7857142857142857,0.7142857142857143,0.47619047619047616
1,1,1,0.6274509803921569,0.7441860465116279,0.627906976744186,0.4186046511627907
1,1,1,0.6862745098039216,0.75,0.575,0.425
1,1,1,0.6274509803921569,0.7560975609756098,0.6097560975609756,0.36585365853658536
1,1,1,0.5961538461538461,0.8095238095238095,0.6190476190476191,0.38095238095238093
1,1,1,0.6470588235294118,0.7954545454545454,0.5681818181818182,0.4090909090909091
1,1,1,0.6274509803921569,0.8409090909090909,0.6136363636363636,0.38636363636363635
1,1,1,0.7058823529411765,0.7954545454545454,0.5909090909090909,0.3409090909090909
1,1,1,0.7254901960784313,0.7391304347826086,0.5869565217391305,0.391304347826087
1,1,1,0.72,0.723404255319149,0.6170212765957447,0.40425531914893614
1,1,1,0.64,0.7446808510638298,0.6382978723404256,0.44680851063829785
1,1,1,0.6326530612244898,0.717391304347826,0.6304347826086957,0.43478260869565216
1,1,1,0.6326530612244898,0.7346938775510204,0.5777777777777777,0.4
1,1,1,0.6481481481481481,0.6666666666666666,0.574468085106383,0.3829787234042553
1,1,1,0.6666666666666666,0.6875,0.6458333333333334,0.3958333333333333
1,1,1,0.6666666666666666,0.6851851851851852,0.58,0.42
1,1,1,0.6851851851851852,0.7037037037037037,0.6346153846153846,0.42592592592592593
1,1,1,0.7037037037037037,0.7222222222222222,0.6226415094339622,0.48148148148148145
1,1,1,0.6851851851851852,0.7222222222222222,0.5849056603773585,0.48148148148148145
1,1,1,0.6727272727272727,0.7272727272727273,0.5636363636363636,0.43636363636363634
1,1,1,0.6909090909090909,0.7272727272727273,0.603448275862069,0.41818181818181815
1,1,1,0.6727272727272727,0.7758620689655172,0.6551724137931034,0.45454545454545453
1,1,1,0.6964285714285714,0.7931034482758621,0.6551724137931034,0.4642857142857143
1,1,1,0.6785714285714286,0.8305084745762712,0.6440677966101694,0.4576271186440678
1,1,1,0.6607142857142857,0.8387096774193549,0.6612903225806451,0.4838709677419355
1,1,1,0.5961538461538461,0.8064516129032258,0.6290322580645161,0.41935483870967744
1,1,1,0.6037735849056604,0.7903225806451613,0.6129032258064516,0.4032258064516129
1,1,1,0.6153846153846154,0.819672131147541,0.6065573770491803,0.4262295081967213
1,1,1,0.6724137931034483,0.8166666666666667,0.65,0.4666666666666667
1,1,1,0.6964285714285714,0.8333333333333334,0.6333333333333333,0.43333333333333335
1,1,1,0.7636363636363637,0.85,0.6166666666666667,0.48333333333333334
1,1,1,0.7818181818181819,0.8688524590163934,0.5901639344262295,0.47540983606557374
1,1,1,0.8363636363636363,0.8688524590163934,0.6065573770491803,0.509090909090909
1,1,1,0.7818181818181819,0.8852459016393442,0.639344262295082,0.5573770491803278
1,1,1,0.7454545454545455,0.9166666666666666,0.6333333333333333,0.5333333333333333
1,1,1,0.7090909090909091,0.8852459016393442,0.6065573770491803,0.4918032786885246
1,1,1,0.7090909090909091,0.9016393442622951,0.5901639344262295,0.5409836065573771
1,1,1,0.6727272727272727,0.8360655737704918,0.5573770491803278,0.4918032786885246
1,1,1,0.6727272727272727,0.819672131147541,0.5737704918032787,0.47540983606557374
1,1,1,0.6666666666666666,0.8548387096774194,0.5645161290322581,0.4838709677419355
1,1,1,0.6153846153846154,0.8253968253968254,0.5714285714285714,0.4603174603174603
1,1,1,0.5961538461538461,0.8064516129032258,0.5806451612903226,0.4838709677419355
1,1,1,0.6153846153846154,0.8524590163934426,0.6229508196721312,0.5245901639344263
1,1,1,0.6730769230769231,0.8524590163934426,0.6065573770491803,0.5245901639344263
1,1,1,0.6923076923076923,0.8333333333333334,0.5833333333333334,0.5166666666666667
1,1,1,0.6730769230769231,0.819672131147541,0.5409836065573771,0.45901639344262296
1,1,1,0.7254901960784313,0.7868852459016393,0.5573770491803278,0.45901639344262296
1,1,1,0.7884615384615384,0.7868852459016393,0.5573770491803278,0.5
1,1,1,0.8301886792452831,0.7903225806451613,0.532258064516129,0.5094339622641509
1,1,1,0.8269230769230769,0.7580645161290323,0.5645161290322581,0.5576923076923077
1,1,1,0.8269230769230769,0.7868852459016393,0.6065573770491803,0.5192307692307693
1,1,1,0.8301886792452831,0.7580645161290323,0.6129032258064516,0.5094339622641509
1,1,1,0.8301886792452831,0.7540983606557377,0.639344262295082,0.5094339622641509
1,1,1,0.8490566037735849,0.7096774193548387,0.6290322580645161,0.5283018867924528
1,1,1,0.8518518518518519,0.6935483870967742,0.6129032258064516,0.5370370370370371
1,1,1,0.8888888888888888,0.6935483870967742,0.5806451612903226,0.5370370370370371
1,1,1,0.8363636363636363,0.6545454545454545,0.5967741935483871,0.4838709677419355
1,1,1,0.7777777777777778,0.6666666666666666,0.5967741935483871,0.43548387096774194
1,1,1,0.8113207547169812,0.6451612903225806,0.5967741935483871,0.41935483870967744
1,1,1,0.8113207547169812,0.6779661016949152,0.5254237288135594,0.39622641509433965
1,1,1,0.7777777777777778,0.7241379310344828,0.4482758620689655,0.3888888888888889
1,1,1,0.7777777777777778,0.7192982456140351,0.49122807017543857,0.4074074074074074
1,1,1,0.7924528301886793,0.7321428571428571,0.5,0.30357142857142855
1,1,1,0.8113207547169812,0.75,0.5535714285714286,0.35714285714285715
1,1,1,0.8301886792452831,0.7636363636363637,0.6545454545454545,0.43636363636363634
1,1,1,0.7272727272727273,0.8214285714285714,0.6428571428571429,0.42857142857142855
1,1,1,0.6111111111111112,0.8214285714285714,0.5714285714285714,0.30357142857142855
1,1,1,0.6111111111111112,0.8070175438596491,0.5789473684210527,0.38596491228070173
1,1,1,0.5925925925925926,0.7894736842105263,0.5964912280701754,0.3684210526315789
1,1,1,0.6296296296296297,0.8214285714285714,0.625,0.4107142857142857
1,1,1,0.6346153846153846,0.7636363636363637,0.6181818181818182,0.4
1,1,1,0.6538461538461539,0.7719298245614035,0.543859649122807,0.3157894736842105
1,1,1,0.6274509803921569,0.7894736842105263,0.543859649122807,0.2631578947368421
1,1,1,0.6470588235294118,0.8070175438596491,0.6140350877192983,0.38596491228070173
1,1,1,0.66,0.8421052631578947,0.5789473684210527,0.42105263157894735
1,1,1,0.6666666666666666,0.8214285714285714,0.6071428571428571,0.4107142857142857
1,1,1,0.673469387755102,0.8035714285714286,0.6071428571428571,0.4107142857142857
1,1,1,0.6875,0.8214285714285714,0.5892857142857143,0.375
1,1,1,0.6382978723404256,0.8,0.5636363636363636,0.4
1,1,1,0.6382978723404256,0.7636363636363637,0.509090909090909,0.34545454545454546
1,1,1,0.5957446808510638,0.7454545454545455,0.509090909090909,0.36363636363636365
1,1,1,0.5957446808510638,0.7454545454545455,0.4909090909090909,0.3191489361702128
1,1,1,0.6170212765957447,0.7547169811320755,0.5094339622641509,0.3617021276595745
1,1,1,0.6170212765957447,0.75,0.5384615384615384,0.3191489361702128
1,1,1,0.6,0.7,0.54,0.36
1,1,1,0.6274509803921569,0.76,0.56,0.37254901960784315
1,1,1,0.6538461538461539,0.78,0.58,0.34615384615384615
1,1,1,0.6923076923076923,0.8235294117647058,0.6078431372549019,0.4230769230769231
1,1,1,0.7692307692307693,0.7551020408163265,0.5918367346938775,0.3469387755102041
1,1,1,0.7692307692307693,0.7346938775510204,0.6530612244897959,0.3673469387755102
1,1,1,0.7884615384615384,0.78,0.64,0.4
1,1,1,0.7884615384615384,0.74,0.66,0.46
1,1,1,0.7924528301886793,0.723404255319149,0.7021276595744681,0.425531914893617
1,1,1,0.7735849056603774,0.6666666666666666,0.7916666666666666,0.4583333333333333
1,1,1,0.7818181818181819,0.6739130434782609,0.782608695652174,0.5217391304347826
1,1,1,0.7818181818181819,0.6808510638297872,0.723404255319149,0.5319148936170213
1,1,1,0.7777777777777778,0.5740740740740741,0.72,0.4
1,1,1,0.7037037037037037,0.6111111111111112,0.7450980392156863,0.42592592592592593
1,1,1,0.7272727272727273,0.6363636363636364,0.7450980392156863,0.41818181818181815
1,1,1,0.7454545454545455,0.6727272727272727,0.7307692307692307,0.45454545454545453
1,1,1,0.7272727272727273,0.6727272727272727,0.6481481481481481,0.41818181818181815
1,1,1,0.7272727272727273,0.6727272727272727,0.6111111111111112,0.41818181818181815
1,1,1,0.7090909090909091,0.7090909090909091,0.6296296296296297,0.43636363636363634
1,1,1,0.7090909090909091,0.7272727272727273,0.6727272727272727,0.4909090909090909
1,1,1,0.7142857142857143,0.6964285714285714,0.6727272727272727,0.44642857142857145
1,1,1,0.7678571428571429,0.7142857142857143,0.6792452830188679,0.48214285714285715
1,1,1,0.7857142857142857,0.7307692307692307,0.6923076923076923,0.5178571428571429
1,1,1,0.7454545454545455,0.7222222222222222,0.6481481481481481,0.4727272727272727
1,1,1,0.6545454545454545,0.7272727272727273,0.6666666666666666,0.4074074074074074
1,1,1,0.6481481481481481,0.7407407407407407,0.6851851851851852,0.4074074074074074
1,1,1,0.6296296296296297,0.7777777777777778,0.6851851851851852,0.4444444444444444
1,1,1,0.6226415094339622,0.7818181818181819,0.6545454545454545,0.4
1,1,1,0.6153846153846154,0.7818181818181819,0.6363636363636364,0.40384615384615385
1,1,1,0.6153846153846154,0.7636363636363637,0.6181818181818182,0.36538461538461536
1,1,1,0.6470588235294118,0.7142857142857143,0.5178571428571429,0.39215686274509803
1,1,1,0.6538461538461539,0.6785714285714286,0.5714285714285714,0.36538461538461536
1,1,1,0.6792452830188679,0.6792452830188679,0.5714285714285714,0.41509433962264153
1,1,1,0.7058823529411765,0.6666666666666666,0.5555555555555556,0.39215686274509803
1,1,1,0.74,0.66,0.5370370370370371,0.38
1,1,1,0.76,0.6296296296296297,0.5740740740740741,0.36
1,1,1,0.76,0.6,0.5740740740740741,0.36
1,1,1,0.76,0.6296296296296297,0.5555555555555556,0.34
1,1,1,0.78,0.660377358490566,0.5471698113207547,0.34
1,1,1,0.84,0.660377358490566,0.5283018867924528,0.38
1,1,1,0.82,0.6111111111111112,0.5,0.34
1,1,1,0.7450980392156863,0.6481481481481481,0.5370370370370371,0.39215686274509803
1,1,1,0.7755102040816326,0.6938775510204082,0.5925925925925926,0.42857142857142855
1,1,1,0.7708333333333334,0.7291666666666666,0.6111111111111112,0.5
1,1,1,0.7872340425531915,0.7446808510638298,0.6666666666666666,0.5106382978723404
1,1,1,0.7777777777777778,0.6909090909090909,0.6909090909090909,0.4888888888888889
1,1,1,0.7954545454545454,0.7272727272727273,0.7090909090909091,0.5681818181818182
1,1,1,0.7727272727272727,0.7272727272727273,0.7358490566037735,0.5454545454545454
1,1,1,0.75,0.7169811320754716,0.6981132075471698,0.49056603773584906
1,1,1,0.75,0.7307692307692307,0.6923076923076923,0.5192307692307693
1,1,1,0.6976744186046512,0.76,0.68,0.46
1,1,1,0.6904761904761905,0.74,0.64,0.44
1,1,1,0.6976744186046512,0.84,0.66,0.46
1,1,1,0.7380952380952381,0.8163265306122449,0.7142857142857143,0.4897959183673469
1,1,1,0.7441860465116279,0.7959183673469388,0.673469387755102,0.5306122448979592
1,1,1,0.7674418604651163,0.84,0.68,0.54
1,1,1,0.7045454545454546,0.84,0.7,0.52
1,1,1,0.6956521739130435,0.8627450980392157,0.7254901960784313,0.5490196078431373
1,1,1,0.7021276595744681,0.9019607843137255,0.6274509803921569,0.5686274509803921
1,1,1,0.6956521739130435,0.9,0.64,0.5
1,1,1,0.7021276595744681,0.9,0.62,0.48936170212765956
1,1,1,0.723404255319149,0.8541666666666666,0.6875,0.5208333333333334
1,1,1,0.6666666666666666,0.86,0.68,0.48
1,1,1,0.7083333333333334,0.875,0.6875,0.4583333333333333
1,1,1,0.7291666666666666,0.8723404255319149,0.7021276595744681,0.44680851063829785
1,1,1,0.6875,0.9166666666666666,0.6666666666666666,0.4166666666666667
1,1,1,0.7142857142857143,0.8367346938775511,0.7142857142857143,0.42857142857142855
1,1,1,0.6875,0.8367346938775511,0.6530612244897959,0.4583333333333333
1,1,1,0.673469387755102,0.84,0.62,0.4489795918367347
1,1,1,0.6666666666666666,0.8235294117647058,0.6078431372549019,0.46938775510204084
1,1,1,0.7346938775510204,0.7884615384615384,0.6153846153846154,0.5102040816326531
1,1,1,0.7346938775510204,0.8076923076923077,0.5384615384615384,0.5102040816326531
1,1,1,0.7142857142857143,0.8333333333333334,0.5370370370370371,0.46938775510204084
1,1,1,0.7346938775510204,0.8333333333333334,0.5,0.3673469387755102
1,1,1,0.6938775510204082,0.8392857142857143,0.5,0.3673469387755102
1,1,1,0.7346938775510204,0.8245614035087719,0.49122807017543857,0.40816326530612246
1,1,1,0.68,0.8448275862068966,0.5,0.4
1,1,1,0.673469387755102,0.8181818181818182,0.45454545454545453,0.3673469387755102
1,1,1,0.6530612244897959,0.8035714285714286,0.5178571428571429,0.3877551020408163
1,1,1,0.6170212765957447,0.8214285714285714,0.5,0.3191489361702128
1,1,1,0.6382978723404256,0.8070175438596491,0.5087719298245614,0.3404255319148936
1,1,1,0.6444444444444445,0.7894736842105263,0.47368421052631576,0.2807017543859649
1,1,1,0.5652173913043478,0.7368421052631579,0.42105263157894735,0.19298245614035087
1,1,1,0.6136363636363636,0.7368421052631579,0.47368421052631576,0.21052631578947367
1,1,1,0.6046511627906976,0.7192982456140351,0.47368421052631576,0.23255813953488372
1,1,1,0.5581395348837209,0.6666666666666666,0.47368421052631576,0.20930232558139536
1,1,1,0.5952380952380952,0.6666666666666666,0.42105263157894735,0.2
1,1,1,0.5681818181818182,0.6140350877192983,0.42105263157894735,0.20454545454545456
1,1,1,0.5476190476190477,0.5862068965517241,0.3620689655172414,0.19047619047619047
1,1,1,0.5348837209302325,0.603448275862069,0.32558139534883723,0.1724137931034483
1,1,1,0.5348837209302325,0.5862068965517241,0.3103448275862069,0.1724137931034483
1,1,1,0.5476190476190477,0.5813953488372093,0.3103448275862069,0.19047619047619047
1,1,1,0.5714285714285714,0.5714285714285714,0.3392857142857143,0.25
1,1,1,0.5952380952380952,0.5535714285714286,0.35714285714285715,0.23214285714285715
1,1,1,0.6585365853658537,0.6071428571428571,0.39285714285714285,0.26785714285714285
1,1,1,0.6666666666666666,0.625,0.42857142857142855,0.32142857142857145
1,1,1,0.6976744186046512,0.6545454545454545,0.45454545454545453,0.34545454545454546
1,1,1,0.6666666666666666,0.6428571428571429,0.44642857142857145,0.23809523809523808
1,1,1,0.75,0.6607142857142857,0.42857142857142855,0.225
1,1,1,0.7,0.6607142857142857,0.44642857142857145,0.2
1,1,1,0.65,0.6481481481481481,0.4444444444444444,0.12962962962962962
1,1,1,0.6923076923076923,0.6415094339622641,0.49056603773584906,0.1282051282051282
1,1,1,0.6842105263157895,0.5769230769230769,0.5384615384615384,0.19230769230769232
1,1,1,0.6052631578947368,0.5490196078431373,0.5098039215686274,0.21052631578947367
1,1,1,0.6052631578947368,0.5263157894736842,0.5121951219512195,0.21052631578947367
1,1,1,0.6486486486486487,0.5405405405405406,0.5238095238095238,0.21621621621621623
1,1,1,0.6578947368421053,0.5526315789473685,0.5,0.2978723404255319
1,1,1,0.631578947368421,0.5789473684210527,0.5106382978723404,0.3191489361702128
1,1,1,0.7105263157894737,0.6052631578947368,0.4666666666666667,0.2894736842105263
1,1,1,0.7631578947368421,0.5789473684210527,0.4878048780487805,0.39473684210526316
1,1,1,0.7631578947368421,0.631578947368421,0.5,0.3684210526315789
1,1,1,0.7435897435897436,0.5897435897435898,0.5384615384615384,0.3076923076923077
1,1,1,0.7435897435897436,0.5641025641025641,0.5,0.28205128205128205
1,1,1,0.7368421052631579,0.5789473684210527,0.5263157894736842,0.2631578947368421
1,1,1,0.7692307692307693,0.5641025641025641,0.4864864864864865,0.3333333333333333
1,1,1,0.7692307692307693,0.5128205128205128,0.4444444444444444,0.3076923076923077
1,1,1,0.7435897435897436,0.5384615384615384,0.37142857142857144,0.23076923076923078
1,1,1,0.6923076923076923,0.4857142857142857,0.4,0.2571428571428571
1,1,1,0.631578947368421,0.48484848484848486,0.5151515151515151,0.2727272727272727
1,1,1,0.6410256410256411,0.5757575757575758,0.48484848484848486,0.3333333333333333
1,1,1,0.6923076923076923,0.625,0.5625,0.375
1,1,1,0.7560975609756098,0.625,0.5625,0.40625
1,1,1,0.7619047619047619,0.625,0.5625,0.40625
1,1,1,0.7619047619047619,0.59375,0.5,0.375
1,1,1,0.7317073170731707,0.65625,0.5,0.34375
1,1,1,0.7560975609756098,0.6764705882352942,0.4117647058823529,0.34146341463414637
1,1,1,0.7368421052631579,0.6764705882352942,0.38235294117647056,0.29411764705882354
1,1,1,0.7,0.6666666666666666,0.3333333333333333,0.19444444444444445
1,1,1,0.675,0.6944444444444444,0.3333333333333333,0.21428571428571427
1,1,1,0.7,0.6944444444444444,0.3333333333333333,0.225
1,1,1,0.7,0.6944444444444444,0.3333333333333333,0.2777777777777778
1,1,1,0.6222222222222222,0.7222222222222222,0.3333333333333333,0.2777777777777778
1,1,1,0.7272727272727273,0.6944444444444444,0.3888888888888889,0.3333333333333333
1,1,1,0.7777777777777778,0.7142857142857143,0.37142857142857144,0.3333333333333333
1,1,1,0.7777777777777778,0.7222222222222222,0.4166666666666667,0.3611111111111111
1,1,1,0.6818181818181818,0.7222222222222222,0.4166666666666667,0.3888888888888889
1,1,1,0.6818181818181818,0.6590909090909091,0.5135135135135135,0.40540540540540543
1,1,1,0.6818181818181818,0.631578947368421,0.4473684210526316,0.4318181818181818
1,1,1,0.6666666666666666,0.6842105263157895,0.5,0.38095238095238093
1,1,1,0.6744186046511628,0.7368421052631579,0.5263157894736842,0.4186046511627907
1,1,1,0.7209302325581395,0.7631578947368421,0.5263157894736842,0.5116279069767442
1,1,1,0.7619047619047619,0.7567567567567568,0.5405405405405406,0.47619047619047616
1,1,1,0.8048780487804879,0.7317073170731707,0.5675675675675675,0.5609756097560976
1,1,1,0.7619047619047619,0.7380952380952381,0.5526315789473685,0.5
1,1,1,0.7727272727272727,0.75,0.5263157894736842,0.4772727272727273
1,1,1,0.7727272727272727,0.7045454545454546,0.5135135135135135,0.45454545454545453
1,1,1,0.7857142857142857,0.7380952380952381,0.4722222222222222,0.40476190476190477
1,1,1,0.7857142857142857,0.7380952380952381,0.5,0.40476190476190477
1,1,1,0.7380952380952381,0.7222222222222222,0.4722222222222222,0.38095238095238093
1,1,1,0.7380952380952381,0.7368421052631579,0.5263157894736842,0.38095238095238093
1,1,1,0.675,0.7692307692307693,0.5128205128205128,0.375
1,1,1,0.717948717948718,0.7435897435897436,0.5641025641025641,0.3076923076923077
