"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
59,45,58,73,127,50,90
58,46,58,87,113,55,103
58,47,58,95,119,63,128
58,47,59,75,129,64,113
55,48,57,56,145,62,109
57,47,58,60,167,65,120
67,52,60,68,173,52,120
71,52,65,80,164,57,149
76,52,69,96,173,59,149
79,52,78,99,193,73,172
80,50,77,92,206,67,122
80,51,78,73,215,65,84
80,50,78,76,173,47,75
75,52,78,92,143,53,111
73,56,80,92,155,59,129
71,53,76,89,171,70,125
69,54,75,88,175,64,134
68,54,73,85,151,57,82
65,51,74,88,153,45,70
65,49,73,85,154,50,103
65,47,71,85,157,63,166
60,46,71,80,158,74,153
56,45,67,84,173,74,240
55,45,66,73,187,86,272
52,43,66,63,199,88,291
50,42,66,68,224,89,348
50,43,65,64,222,76,261
49,44,62,71,246,74,287
48,44,58,57,228,74,249
51,45,55,60,193,69,163
53,44,55,60,175,60,138
53,45,52,59,143,42,85
54,44,54,49,150,35,60
57,44,52,41,149,30,43
56,42,53,44,126,38,50
53,43,54,32,141,40,38
56,43,57,37,174,44,64
56,41,60,45,164,56,119
51,43,64,48,171,71,184
49,44,64,49,172,67,144
51,40,65,44,161,55,110
48,41,61,45,157,58,144
47,41,56,54,111,49,98
46,44,51,53,102,41,61
50,44,48,46,127,45,50
52,45,46,43,125,42,42
50,42,46,40,98,31,33
56,41,54,49,107,35,41
59,42,54,46,119,49,68
59,40,53,53,111,35,34
60,42,53,71,116,31,55
60,40,53,73,122,43,84
58,43,53,71,121,52,126
58,42,51,63,127,44,105
57,43,48,51,130,39,93
58,40,46,60,120,50,92
61,42,47,76,123,53,87
60,44,51,68,181,49,118
61,45,56,74,179,45,125
65,47,57,68,151,51,104
64,44,56,80,113,56,113
66,44,58,70,182,59,97
65,47,61,70,218,61,127
65,47,66,70,216,58,70
62,46,66,83,194,50,65
63,46,67,81,176,65,133
64,47,67,76,156,70,132
64,49,67,80,186,69,160
65,49,67,70,207,59,149
70,47,69,49,218,58,107
66,47,71,58,213,52,87
66,48,69,56,202,46,68
65,49,67,55,160,53,65
