"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
53,53,50,61,88,52,65
53,54,51,61,110,63,99
52,54,50,59,108,61,87
53,52,52,52,104,56,65
52,51,53,47,99,57,81
48,51,54,48,115,59,103
48,51,59,53,138,58,86
46,54,58,46,127,55,88
46,55,59,43,130,56,92
45,54,58,53,136,67,115
45,51,63,56,153,80,128
44,49,64,42,137,59,69
44,46,66,37,123,45,41
47,47,65,42,97,41,35
46,47,62,42,75,54,44
47,45,59,42,64,52,33
46,47,60,41,66,66,48
46,50,61,42,76,60,50
46,50,62,45,81,44,57
49,51,62,50,65,40,40
49,48,65,51,66,43,29
47,52,63,63,65,59,46
50,53,63,65,90,65,65
53,55,63,66,115,54,79
57,55,61,74,114,57,97
53,54,61,59,87,64,68
53,52,62,43,82,61,49
53,49,67,34,77,43,27
52,48,67,33,71,38,13
49,49,60,49,67,47,34
48,48,59,59,87,51,51
45,46,58,51,97,42,39
45,46,54,49,103,29,31
43,45,52,49,89,34,42
40,46,50,51,91,40,89
40,47,47,54,83,48,135
41,46,44,52,86,56,102
42,45,41,50,117,53,122
42,47,39,45,138,47,161
41,50,38,44,127,41,139
40,53,36,41,123,34,92
40,59,36,48,100,28,49
42,57,37,46,90,30,42
47,57,39,55,89,33,55
50,58,42,63,101,43,83
54,58,44,72,99,40,64
57,57,47,66,99,46,59
57,58,48,63,96,47,57
56,55,50,63,98,39,41
56,54,53,59,107,54,69
54,52,53,56,112,51,90
55,51,54,51,114,50,105
56,50,53,39,98,56,80
53,49,58,39,103,63,107
48,50,61,51,102,68,102
45,53,62,45,109,67,84
45,52,62,39,118,44,32
45,51,60,40,109,40,28
48,52,62,53,104,53,65
47,51,62,56,103,62,88
47,54,59,46,108,50,46
43,54,53,41,105,52,60
45,54,54,51,103,59,94
47,56,52,61,97,65,119
45,57,52,49,115,59,118
47,59,50,53,120,55,94
45,61,50,59,110,51,62
46,62,50,53,91,49,41
48,63,47,64,89,39,49
50,58,47,71,99,44,85
51,57,47,73,98,53,86
55,60,48,70,117,48,69
53,57,47,66,133,43,73
52,54,46,67,123,32,64
52,54,48,69,121,36,74
50,52,50,62,124,36,82
50,49,46,52,122,38,60
51,51,47,43,113,41,54
50,52,50,52,84,42,68
49,56,52,52,87,49,80
50,57,52,48,97,36,52
49,55,51,46,85,34,44
47,54,52,44,73,42,50
44,54,52,37,55,39,25
49,53,56,54,69,44,29
50,52,57,72,65,47,45
48,51,55,63,69,59,59
49,48,55,55,78,61,73
44,50,56,51,73,52,71
47,49,57,55,84,43,57
50,50,57,50,75,50,37
48,48,52,54,63,36,35
49,46,51,56,72,46,56
48,43,50,52,80,46,56
48,42,47,57,97,62,86
51,45,48,49,108,48,63
50,47,48,52,99,46,56
53,47,50,67,105,50,62
