"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
49,48,56,58,166,80,179
46,48,56,51,150,62,159
44,50,54,47,121,54,85
42,48,55,59,104,62,100
40,51,56,54,99,75,94
42,53,56,61,118,69,122
42,52,55,54,146,59,130
44,53,54,50,148,58,120
44,53,57,53,147,60,122
46,54,59,50,147,63,131
46,52,59,53,138,63,105
48,53,58,59,138,62,76
48,51,56,57,142,70,97
51,51,58,69,149,90,148
52,55,57,80,156,72,134
50,53,56,79,171,76,195
51,53,56,69,152,80,171
47,52,55,76,117,84,138
43,56,52,73,106,69,123
45,57,50,75,79,72,110
44,59,49,64,82,69,98
45,61,48,58,81,73,109
46,65,48,67,108,67,135
49,69,49,78,117,86,174
51,68,50,78,134,88,211
50,67,49,85,133,87,221
50,65,53,87,109,93,200
50,71,53,98,110,100,180
51,69,54,87,100,95,157
54,70,56,86,110,98,136
60,68,59,81,154,89,161
61,68,61,89,164,96,198
65,70,64,85,207,106,236
66,68,66,83,225,85,170
68,67,65,91,228,73,152
68,67,65,94,175,87,143
69,66,63,98,139,77,114
69,67,62,97,154,86,159
68,67,68,100,166,94,151
70,65,66,93,146,74,93
74,66,61,79,142,68,117
77,65,57,108,142,74,158
71,63,57,105,168,83,208
69,61,58,114,226,79,303
62,58,60,96,279,83,370
63,56,59,100,301,98,442
64,55,59,101,305,109,590
60,54,59,96,314,94,488
59,53,62,84,325,64,302
57,55,64,71,281,52,144
56,56,65,70,189,59,65
56,55,67,64,169,66,83
55,54,69,63,146,79,100
58,53,69,57,150,80,89
58,57,69,55,162,65,72
56,57,68,67,152,90,148
60,60,69,87,165,93,191
64,55,67,89,172,90,198
62,53,68,78,166,93,151
61,54,67,76,147,78,96
63,55,65,73,138,61,92
66,53,68,67,150,62,94
65,56,68,79,150,71,117
63,56,74,86,178,78,131
63,56,72,82,181,73,147
67,56,69,88,186,79,167
63,52,66,62,183,69,99
62,53,64,65,165,62,97
62,54,64,65,154,55,84
57,56,61,74,154,62,135
57,58,57,84,175,77,173
58,60,58,75,191,63,133
58,60,61,79,198,61,163
63,59,64,84,223,71,243
64,59,64,93,245,81,325
59,62,63,78,241,84,257
52,63,61,86,214,91,284
47,67,65,69,187,102,244
53,66,63,51,193,99,221
60,70,63,61,205,77,144
65,68,65,94,209,65,175
66,68,69,112,186,78,231
67,69,71,105,185,101,264
68,67,72,103,241,83,254
70,69,73,100,253,93,180
71,69,73,100,214,96,156
69,68,74,115,192,97,178
67,70,75,117,158,85,157
67,70,75,115,140,102,142
69,72,74,96,136,86,130
74,68,76,96,182,89,155
75,66,79,95,207,87,179
73,67,82,116,209,87,177
73,69,89,110,234,90,154
70,67,88,100,233,87,158
72,64,87,105,229,128,274
74,68,90,110,273,128,331
77,67,88,107,241,113,216
76,67,89,107,208,106,168
78,68,85,91,190,86,144
75,67,87,87,188,113,176
76,67,88,111,196,126,242
74,67,90,116,222,129,316
76,70,92,118,243,126,319
77,70,92,140,253,121,316
80,69,92,151,297,135,340
80,66,90,135,379,147,554
80,67,91,114,385,120,465
81,67,90,113,337,88,234
83,63,92,111,268,79,135
76,62,91,109,203,96,139
80,62,93,128,212,108,263
75,60,92,115,266,109,355
72,60,92,104,310,102,251
71,61,89,103,287,97,176
69,61,88,77,301,94,141
67,55,86,58,286,83,111
64,54,85,71,257,85,157
63,54,83,84,304,85,206
60,51,79,85,346,74,218
