"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
47,54,52,56,113,50,75
49,54,55,49,122,54,53
46,52,55,57,131,44,58
46,52,55,58,124,54,111
48,54,59,60,142,62,140
50,54,62,61,146,65,106
51,56,62,64,118,66,85
50,53,65,58,101,67,57
49,52,66,60,101,72,84
49,53,63,70,111,80,117
50,52,64,68,122,78,124
51,53,63,71,141,71,149
48,54,63,78,133,67,124
48,53,64,76,117,68,129
46,54,65,62,118,80,94
45,52,66,60,112,63,78
43,51,62,59,93,63,91
43,52,62,53,122,52,117
41,53,56,59,110,60,106
45,53,53,60,105,70,110
52,54,58,56,148,62,131
56,56,61,54,175,61,101
56,54,63,64,164,63,106
56,49,67,75,156,86,178
54,50,69,76,158,108,231
51,50,70,64,182,95,199
53,50,70,67,198,88,202
53,51,74,76,211,102,283
57,50,76,72,234,109,277
57,49,77,63,254,99,280
52,50,79,50,251,94,231
46,49,80,53,192,81,142
45,46,70,56,191,83,151
43,46,63,57,185,83,134
43,46,60,56,182,83,191
42,44,60,63,222,90,336
43,45,60,58,229,97,438
45,44,60,58,227,85,293
46,49,61,59,219,67,182
51,49,61,48,207,54,107
51,48,63,45,178,46,88
52,50,64,37,166,40,62
52,53,65,38,154,43,37
53,55,68,53,146,56,62
53,55,69,59,139,55,90
55,57,73,62,148,69,97
57,56,75,74,169,74,110
58,56,74,71,176,72,98
57,55,74,66,161,69,77
58,54,75,63,136,74,62
54,51,74,54,121,73,74
55,48,76,62,129,91,123
55,50,74,61,142,97,143
52,50,76,62,180,112,198
51,50,72,73,180,84,194
48,49,69,51,157,68,108
48,47,69,40,144,64,73
46,47,66,47,158,66,104
46,48,64,58,152,74,154
45,49,65,60,139,76,135
45,52,66,56,137,70,104
45,52,69,46,159,71,79
50,54,74,51,182,72,143
51,55,75,57,179,78,128
54,56,75,57,184,96,139
53,56,75,60,196,85,144
51,56,76,54,209,83,125
53,59,78,63,188,64,95
56,59,71,69,151,75,131
57,60,69,77,132,82,160
57,54,67,74,136,85,150
60,55,67,64,138,80,104
57,56,65,56,167,67,59
59,53,64,61,167,58,74
57,51,59,53,142,44,44
53,50,59,47,128,43,47
50,48,58,44,116,41,50
47,49,59,49,101,55,78
46,49,55,47,110,55,75
41,45,52,38,75,40,44
41,46,49,39,74,38,45
41,48,48,43,80,50,66
38,50,47,48,78,48,72
36,51,47,44,87,49,62
40,50,49,51,88,56,66
40,49,51,52,98,55,84
38,51,50,40,97,57,72
40,50,49,34,93,51,49
39,54,52,43,82,47,45
42,51,52,33,88,46,22
42,52,47,36,91,29,29
45,55,44,49,75,30,30
45,56,41,59,80,31,67
46,57,45,65,115,42,116
47,57,47,56,120,29,53
44,57,50,47,104,36,56
44,57,53,49,78,45,50
42,53,55,46,60,56,49
42,53,54,48,62,56,57
42,54,50,46,54,43,47
41,57,51,43,71,48,63
40,57,46,52,67,47,62
42,58,44,54,59,42,38
44,56,45,45,71,51,39
41,55,49,41,80,43,41
38,55,46,35,81,40,44
39,54,56,47,89,53,90
41,55,59,44,103,57,86
40,56,61,42,119,78,108
39,55,59,44,153,77,106
41,53,55,47,129,54,64
42,51,54,43,111,52,65
41,50,52,44,106,52,74
42,51,54,46,103,61,70
44,52,56,44,95,53,53
45,52,59,45,82,46,44
47,49,64,42,90,41,37
