"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
54,52,60,71,208,70,185
55,54,61,63,205,66,163
52,53,62,61,213,58,169
52,53,61,53,210,55,129
53,52,61,51,194,58,137
53,53,60,66,178,74,121
53,54,59,77,170,82,167
58,56,61,79,179,75,176
63,56,61,76,169,59,105
63,52,67,59,139,50,71
61,53,75,39,120,48,28
56,54,67,33,98,36,24
51,50,61,44,82,27,22
50,51,56,54,55,23,22
49,50,56,54,46,39,35
46,49,52,48,38,47,26
44,50,51,46,39,33,18
41,52,49,49,45,45,28
41,52,48,58,58,52,50
42,54,44,63,54,41,41
47,56,45,71,59,53,66
54,56,41,85,74,57,94
57,56,41,66,92,47,73
59,58,46,69,120,50,81
55,62,48,95,126,57,131
58,62,51,102,140,70,217
59,64,53,80,149,76,168
61,63,53,99,154,76,126
63,63,56,95,133,61,70
63,66,55,86,110,72,84
65,64,54,91,107,70,120
67,65,56,105,117,80,159
65,61,58,97,135,107,283
64,56,58,90,149,119,252
61,57,61,85,189,100,254
54,59,60,66,189,87,182
46,58,59,55,157,54,107
45,54,57,55,130,38,68
46,56,51,56,107,46,70
46,53,46,80,96,52,92
48,51,40,72,94,50,119
48,52,40,64,91,44,103
46,51,40,58,102,58,127
42,51,40,47,97,65,101
41,57,41,43,89,51,44
48,58,45,48,97,37,47
59,59,50,58,111,38,70
63,55,56,48,123,50,56
64,55,66,46,135,54,50
61,54,69,49,127,52,54
62,54,70,52,140,54,81
67,55,74,84,172,79,171
65,55,73,85,191,83,174
65,56,70,75,207,77,152
59,56,73,67,193,85,165
59,56,72,73,193,76,147
58,54,68,62,197,68,131
57,55,64,75,217,67,147
57,57,64,80,212,72,174
57,58,62,64,213,68,93
56,59,58,62,218,63,77
58,59,62,66,188,81,139
59,59,61,59,181,73,156
55,56,60,52,158,66,122
56,55,60,47,162,59,105
58,54,63,59,199,57,176
58,56,63,84,223,65,271
60,58,66,84,207,95,324
61,59,68,86,283,98,332
62,60,67,77,364,62,133
63,61,69,80,327,44,96
63,59,69,80,247,53,86
64,57,69,84,209,60,117
62,58,71,103,229,84,211
61,60,68,106,252,75,186
64,63,67,105,247,91,231
65,60,68,96,220,90,259
65,61,69,82,228,78,191
69,64,71,68,231,63,136
70,66,73,75,226,50,121
70,67,73,88,211,44,98
74,67,73,109,188,50,132
74,66,71,116,183,73,150
73,64,71,106,212,87,146
73,64,71,95,245,82,172
71,61,72,77,267,77,160
69,55,68,64,230,64,105
67,52,66,79,200,50,106
67,55,67,92,157,63,137
68,55,63,101,114,58,115
64,53,62,83,120,57,106
63,53,61,80,130,60,128
60,53,58,72,150,54,108
60,50,58,60,161,51,100
52,47,57,51,141,47,100
52,46,52,64,122,44,91
50,49,47,68,103,37,70
47,52,44,67,116,51,98
47,50,42,62,141,52,119
47,53,42,58,175,64,153
49,54,43,52,177,52,118
49,53,43,52,124,55,84
52,50,43,53,115,53,60
55,53,44,64,112,49,57
56,55,48,61,113,50,66
54,55,49,61,102,52,68
53,54,50,77,103,48,104
49,58,48,77,98,64,126
53,59,52,73,102,64,95
53,62,56,77,105,90,138
50,58,56,72,107,93,153
54,55,53,62,124,78,139
53,56,54,57,160,83,177
53,55,55,59,177,71,142
49,57,57,61,201,75,164
50,55,58,50,208,69,123
51,54,58,38,188,54,82
50,54,61,44,189,64,92
53,54,63,55,182,72,122
54,51,60,67,170,78,178
52,53,64,65,159,90,165
50,53,69,68,180,75,157
53,50,66,71,206,64,210
53,51,58,68,168,62,148
52,52,54,67,147,57,120
48,51,50,52,136,43,110
43,52,48,48,100,43,86
42,56,45,56,97,45,75
