A,B,C,AB,AC,BC,ABC
47,41,41,44,87,25,63
47,41,41,47,85,31,80
47,42,42,46,87,31,85
46,41,42,48,87,33,84
45,41,42,42,91,34,82
45,41,42,42,94,38,82
48,41,41,46,95,39,84
48,41,40,46,93,36,78
47,41,39,40,94,39,68
47,41,40,38,100,37,66
46,41,40,34,99,37,49
47,41,40,32,101,36,43
46,41,41,32,103,34,47
46,41,40,32,104,32,57
46,40,39,31,108,31,55
46,44,38,33,110,31,55
46,45,39,36,110,34,53
48,45,39,41,109,33,54
47,45,41,39,109,36,52
48,45,41,45,103,36,56
50,45,40,42,105,34,55
51,46,40,53,108,33,67
50,47,40,53,108,34,68
50,46,41,52,108,34,74
50,45,43,52,107,35,71
53,45,44,57,115,34,80
55,45,45,55,115,35,76
54,45,46,53,118,37,82
54,46,47,52,120,38,78
54,46,46,52,119,34,70
55,46,49,50,132,38,79
57,46,52,51,134,38,80
57,46,53,52,134,38,65
56,47,55,46,121,40,55
56,47,55,44,125,40,56
57,46,57,49,129,40,60
56,46,57,49,132,40,57
57,45,58,45,136,38,60
57,45,59,46,146,38,62
57,44,60,47,158,32,62
58,43,61,49,168,34,67
59,43,60,47,174,35,75
59,44,62,44,185,32,71
62,44,61,50,190,30,75
62,44,61,51,185,30,74
62,44,61,52,184,30,79
61,43,60,47,187,31,78
59,44,61,47,165,29,66
60,45,59,48,168,29,67
59,44,58,46,157,26,62
58,43,57,47,141,25,60
57,43,57,51,132,26,59
58,42,54,52,122,28,59
58,42,54,47,110,25,47
57,42,52,46,96,24,45
56,42,54,45,89,26,49
55,42,54,40,86,26,48
56,42,50,40,82,22,40
55,41,50,36,80,23,39
56,40,47,36,82,22,37
55,40,47,35,78,23,31
55,40,47,39,83,24,37
54,40,47,40,82,26,34
54,40,47,44,77,25,34
53,41,45,45,70,24,32
52,40,46,44,68,27,40
49,40,46,44,62,25,37
49,40,46,44,57,28,39
49,41,47,47,62,31,35
49,41,48,48,63,27,40
50,41,47,47,67,27,43
50,41,46,44,68,31,52
51,41,46,46,71,31,52
51,41,45,45,75,34,58
51,41,45,47,80,37,58
51,41,45,48,83,40,70
50,41,46,45,85,44,70
50,41,46,43,90,45,63
50,40,45,44,91,44,65
50,41,44,51,93,47,69
50,41,43,55,97,43,75
51,42,43,57,97,46,76
51,42,42,55,100,47,86
51,42,42,55,100,48,82
50,42,41,48,105,48,71
50,42,41,52,101,52,75
49,41,41,49,97,51,72
49,43,41,52,92,50,76
49,43,41,53,91,51,75
49,43,40,52,93,43,75
49,43,41,49,94,38,48
49,44,40,50,89,34,36
49,44,40,44,101,38,41
50,44,40,44,100,38,44
50,43,40,38,104,35,42
50,42,40,40,105,34,42
52,42,40,41,105,33,38
53,41,40,38,107,29,30
54,40,40,41,112,26,33
54,40,41,37,114,25,27
52,39,41,41,115,27,33
53,39,41,41,118,26,39
53,38,41,41,109,24,33
53,38,41,42,106,25,36
53,38,42,42,106,26,39
55,38,42,42,101,25,37
55,36,42,42,93,24,36
55,35,42,42,92,26,39
55,34,42,42,90,26,41
56,34,42,40,86,24,32
55,34,45,46,90,25,41
56,34,45,48,83,23,43
56,33,46,46,87,22,40
56,33,46,45,89,21,40
52,33,48,46,94,24,48
52,33,49,46,98,27,61
52,32,50,46,103,25,60
52,32,49,49,96,22,58
52,34,49,49,95,25,60
50,33,49,43,89,24,45
50,33,50,43,92,22,35
49,35,50,43,90,21,33
49,35,49,42,92,16,34
49,35,47,43,86,17,32
49,35,46,44,78,21,34
49,35,44,44,75,21,37
47,36,44,46,71,25,41
47,35,44,43,70,28,40
47,35,43,42,72,30,39
46,35,42,42,71,28,33
46,34,42,41,68,28,23
46,34,41,39,67,29,21
45,34,41,37,68,27,19
47,33,41,38,67,29,18
49,33,42,35,67,28,18
51,32,41,37,72,28,20
51,32,42,38,66,28,20
53,33,42,46,69,27,18
53,34,43,51,67,28,26
52,34,45,58,63,27,26
51,35,45,59,62,27,27
52,35,46,65,63,31,37
52,35,46,63,67,34,47
53,36,46,67,71,38,62
53,35,45,63,77,42,97
55,35,47,62,78,44,103
54,37,47,64,77,45,112
54,39,48,63,91,50,123
54,39,48,61,98,49,132
54,39,46,58,101,42,129
56,39,46,60,109,41,132
57,38,49,61,124,41,137
57,38,49,52,125,40,118
57,37,50,41,124,38,84
57,36,49,38,124,28,51
57,37,49,42,112,25,45
57,38,49,43,112,24,44
56,38,48,44,101,25,43
55,38,49,45,91,23,41
54,38,50,50,94,23,41
53,37,48,47,82,20,31
52,39,49,47,79,25,34
52,39,49,47,77,25,35
51,38,47,48,76,27,39
51,37,49,49,87,27,40
50,37,48,51,86,27,47
51,36,48,49,87,28,53
49,35,47,42,79,30,43
48,35,47,37,74,37,38
50,35,47,37,75,39,39
50,35,47,35,72,37,35
47,36,45,38,67,37,42
47,36,45,38,67,35,48
46,36,45,36,68,39,53
45,38,45,38,70,41,52
44,37,44,36,71,39,48
42,37,42,34,69,36,39
41,37,41,37,65,37,42
42,36,42,36,64,34,45
42,36,42,40,62,31,47
41,37,42,44,51,31,40
40,37,42,43,51,30,34
38,37,41,44,48,32,40
38,37,41,43,49,33,45
37,37,41,43,53,34,48
36,37,43,41,51,32,40
35,37,42,45,50,29,36
36,38,43,47,51,32,38
37,38,39,46,51,31,41
36,38,39,45,51,28,37
37,39,38,45,54,33,43
39,38,38,46,55,33,47
41,37,38,42,56,30,43
42,37,36,43,55,26,38
40,37,36,41,50,28,32
40,37,36,38,54,32,29
42,38,35,41,54,27,23
42,38,36,41,55,26,24
42,38,36,42,54,24,21
43,38,36,42,53,27,24
43,38,36,38,58,30,26
44,38,37,37,57,33,30
44,38,37,38,58,30,27
44,38,37,38,60,30,29
44,38,37,34,59,26,22
42,37,37,33,54,27,20
42,37,37,33,51,28,21
43,37,37,29,51,28,22
42,37,37,31,51,27,34
42,36,36,30,53,28,38
42,36,36,32,55,32,47
43,36,37,35,54,31,41
43,36,37,32,54,32,40
43,36,38,35,52,32,37
43,37,38,39,56,34,42
43,37,39,39,57,33,35
44,36,39,36,61,31,31
43,36,40,37,63,31,31
43,36,39,39,60,27,32
43,36,38,38,59,30,33
43,35,38,40,58,33,40
43,35,38,39,61,32,42
43,36,38,39,60,29,43
43,37,37,38,62,30,37
42,37,37,38,67,27,42
40,38,37,38,68,27,36
38,37,36,38,66,30,36
38,37,35,35,73,28,40
38,38,35,35,71,29,41
40,38,35,33,77,29,49
39,37,35,33,80,27,46
39,37,35,28,81,24,46
40,37,35,23,84,26,38
41,37,35,24,80,27,34
43,37,36,20,81,27,26
43,37,36,22,80,27,24
44,37,35,20,78,25,18
43,36,35,23,75,25,21
43,35,36,24,72,24,19
45,36,36,22,70,23,14
45,36,36,26,67,24,15
45,36,36,25,66,25,12
44,36,36,27,52,26,13
43,36,36,29,46,29,21
43,36,35,28,46,27,23
42,36,35,29,46,25,22
42,36,35,28,44,26,24
42,36,33,31,41,25,26
42,37,33,27,44,25,30
41,37,33,25,48,25,30
40,39,33,26,48,28,30
42,40,33,26,48,29,23
42,40,36,30,52,30,27
42,40,36,31,55,32,38
43,40,35,38,55,32,46
44,40,36,40,59,33,51
43,40,37,39,63,36,58
43,40,39,43,67,37,59
42,40,39,48,69,36,73
41,40,40,51,73,39,87
41,40,40,54,76,37,101
41,40,40,58,83,38,107
41,40,39,52,92,34,92
41,40,39,51,96,32,87
42,41,38,51,104,31,96
41,41,38,47,105,29,76
42,41,37,43,102,21,43
44,41,37,45,96,19,30
44,39,37,37,88,19,23
44,40,37,36,90,17,22
43,40,36,33,88,19,21
42,40,36,34,82,20,26
41,40,36,33,77,17,21
41,41,36,34,75,20,33
40,41,35,35,75,20,39
40,41,35,35,73,19,39
40,41,34,32,72,18,33
40,42,34,34,70,20,32
39,42,34,34,66,19,29
38,41,34,33,61,17,27
40,41,33,33,58,16,24
40,42,34,33,57,17,27
41,41,32,35,52,20,28
41,43,32,31,50,23,24
42,44,32,36,48,23,25
42,44,32,37,46,23,25
42,44,32,33,43,24,19
43,44,32,31,45,23,16
43,45,36,32,49,26,16
44,45,37,37,52,24,17
45,46,37,39,57,23,22
43,46,39,37,61,24,24
45,45,39,40,58,25,26
43,44,39,38,62,23,27
43,43,39,37,62,23,30
42,43,41,38,60,24,30
42,43,41,37,59,24,28
42,43,40,39,59,26,31
42,43,40,39,58,27,35
42,44,39,41,59,26,42
42,44,39,41,59,27,43
42,44,36,44,51,27,40
44,44,37,43,50,25,27
45,44,37,43,49,26,27
46,44,36,43,46,28,29
45,44,36,44,43,27,24
45,43,36,44,43,25,28
45,43,35,46,50,25,33
45,44,33,47,51,29,35
44,43,33,43,50,29,30
45,43,33,44,48,31,25
45,43,34,41,48,30,22
46,43,33,41,47,26,16
46,43,34,45,47,25,18
48,42,34,45,49,24,18
49,44,35,54,50,25,26
52,44,35,53,62,25,27
51,44,35,55,57,26,24
52,42,36,54,59,22,26
52,42,37,55,60,26,35
50,42,38,48,62,28,34
50,42,39,48,67,31,38
50,41,39,48,65,33,39
49,41,40,45,69,34,37
50,41,40,42,71,33,33
50,41,40,39,70,34,26
49,43,39,44,74,33,31
49,43,39,46,76,38,35
49,44,40,46,76,44,45
48,44,40,42,78,48,50
48,44,41,43,80,43,50
49,45,40,42,80,37,51
49,45,42,43,89,38,62
49,44,42,41,91,38,62
50,43,42,40,92,36,60
52,43,43,42,95,38,68
51,42,43,39,95,37,59
51,42,43,42,97,38,62
50,42,43,39,101,38,51
50,43,44,41,108,40,55
49,43,44,40,105,44,67
51,43,45,39,108,47,75
52,43,45,41,106,51,74
53,44,46,44,116,48,65
55,42,47,47,121,52,81
54,42,47,48,124,54,94
53,44,47,47,117,50,78
52,45,45,49,106,50,95
52,44,46,45,113,51,95
52,43,45,49,109,44,92
52,43,46,48,108,44,85
51,43,46,46,105,43,81
51,43,45,47,92,41,56
52,43,45,46,92,42,52
52,43,49,51,100,45,61
53,43,50,51,105,45,66
53,43,53,53,112,44,67
54,43,53,52,114,40,52
59,43,56,52,151,40,56
60,42,55,48,152,43,56
59,44,53,59,149,50,107
62,45,54,72,184,58,199
61,45,53,69,185,57,201
60,45,54,75,186,56,209
61,44,54,72,188,55,216
61,42,52,67,179,50,193
60,42,54,75,182,54,209
60,43,55,76,183,57,213
59,44,53,76,168,56,200
60,44,55,77,171,56,199
59,44,53,77,169,57,186
58,43,53,75,163,53,181
59,44,53,83,154,58,194
58,43,56,83,156,57,188
58,42,56,89,164,59,218
57,44,55,95,161,63,246
56,44,56,94,168,63,248
55,44,56,97,175,70,325
55,45,57,97,182,75,360
55,44,57,91,197,74,396
55,44,57,85,227,80,463
55,43,57,88,250,83,535
55,43,57,87,261,89,548
56,43,58,89,279,87,563
58,43,58,89,300,92,578
58,43,57,81,309,95,522
58,43,57,75,321,94,502
58,43,57,71,335,92,453
58,42,56,71,341,86,468
58,42,56,75,350,87,478
59,42,56,78,346,84,492
59,42,56,76,344,84,514
58,42,56,76,342,80,511
57,42,55,76,341,76,492
58,42,55,78,336,74,451
59,42,55,78,329,69,403
59,42,55,75,327,64,343
60,42,56,74,327,61,291
59,43,56,72,309,56,258
59,43,56,71,304,55,233
57,43,55,64,285,54,206
57,42,55,64,292,46,189
58,42,55,65,287,44,164
58,40,54,55,272,39,133
56,41,54,54,261,39,138
56,40,52,53,256,32,124
56,40,51,52,246,29,103
56,40,51,52,242,29,106
56,40,51,53,237,26,99
54,39,51,46,223,27,101
53,38,50,47,199,26,90
53,38,51,46,187,25,90
52,39,51,45,177,28,92
52,40,51,45,178,31,90
52,40,50,48,170,31,98
52,39,50,45,166,30,92
52,39,50,43,157,31,88
52,39,50,45,160,33,92
52,39,50,47,153,32,90
52,40,50,48,153,30,91
52,40,50,45,154,27,72
50,40,50,44,148,29,75
50,40,50,42,147,30,72
50,40,50,44,146,30,68
51,40,50,46,153,30,80
51,41,50,48,147,28,69
52,41,51,46,152,31,76
52,39,52,43,150,31,85
52,38,53,40,151,29,98
52,39,55,42,146,33,127
51,39,55,46,141,32,131
50,38,53,42,138,25,119
50,38,54,44,133,28,120
52,38,53,45,138,29,124
53,38,53,50,133,31,116
50,38,53,47,118,31,111
50,38,53,48,110,32,105
51,39,53,41,109,36,90
52,40,51,42,109,35,75
50,39,49,40,110,37,70
50,38,47,42,113,35,65
50,38,45,42,109,31,52
50,37,44,40,112,33,53
48,36,45,36,109,33,46
48,36,45,40,113,31,46
48,36,44,40,112,30,43
47,36,44,35,117,27,38
46,36,44,35,121,25,38
46,36,43,34,122,24,36
46,36,42,35,124,23,38
46,37,42,37,128,24,42
47,37,41,34,125,22,41
47,36,41,37,128,21,43
47,36,42,39,129,19,45
46,37,42,41,122,22,52
46,38,42,41,114,28,51
46,38,41,39,114,27,45
47,39,40,35,113,24,35
47,39,39,32,109,27,36
48,39,39,35,101,25,28
47,38,40,37,98,24,30
47,36,39,35,93,21,30
47,36,38,37,92,23,33
47,35,38,34,96,24,36
47,34,40,37,99,20,33
46,35,41,36,100,23,38
48,35,42,35,100,25,40
49,35,41,39,93,25,40
48,35,40,39,93,25,42
48,37,39,43,89,24,36
49,37,40,44,91,25,46
49,39,39,50,86,29,51
47,40,39,44,85,31,57
47,40,39,47,83,32,56
49,40,39,46,84,31,61
48,39,38,46,84,31,66
48,39,39,49,81,33,74
48,40,39,50,88,31,75
50,41,39,49,92,31,78
50,42,39,53,96,31,76
50,43,39,51,99,30,65
50,44,39,54,98,30,72
52,44,39,61,103,32,86
51,44,38,61,101,32,89
52,43,38,68,103,33,105
51,43,39,69,106,36,112
51,43,40,72,103,37,111
50,43,41,71,103,41,109
50,43,40,71,103,44,111
52,44,40,77,105,44,110
54,44,40,81,107,38,110
56,45,41,81,111,43,114
56,45,42,83,123,46,140
58,45,43,81,127,43,135
58,45,42,81,129,43,140
59,46,43,79,143,44,152
58,46,43,76,144,44,142
58,46,43,72,145,44,144
58,46,43,70,149,40,138
58,46,42,66,149,37,128
58,46,43,66,152,36,117
58,46,43,65,151,36,116
58,45,44,63,146,38,114
59,46,45,68,148,37,114
59,47,45,67,143,40,96
60,47,46,67,150,40,109
60,47,47,64,148,44,97
62,46,47,61,150,42,93
62,46,49,61,159,43,95
61,46,49,57,148,39,67
61,47,50,55,146,39,55
61,47,51,56,146,37,54
59,47,51,52,143,36,43
60,47,52,49,141,42,39
60,47,52,52,142,38,35
59,46,51,54,140,38,37
60,46,52,53,141,33,34
59,46,52,55,134,33,35
58,46,52,61,138,33,45
59,46,52,63,136,35,44
58,46,52,62,137,35,53
57,46,52,60,132,35,56
57,45,52,65,129,34,64
56,44,53,61,129,37,73
56,44,55,56,130,42,63
56,43,56,55,134,42,73
55,43,55,52,131,42,69
56,42,56,50,127,36,60
56,42,57,47,136,36,69
56,43,58,47,138,40,66
55,43,58,46,139,42,67
53,43,58,42,149,45,73
54,42,58,44,160,40,87
55,42,57,42,175,38,89
54,42,56,45,182,37,97
54,42,56,50,183,36,94
54,43,56,52,179,39,99
55,44,57,58,185,38,116
54,44,58,58,184,40,128
55,44,60,60,186,41,147
56,45,60,60,184,41,158
56,45,61,62,183,43,154
57,44,61,66,179,42,161
56,43,60,64,178,41,163
56,42,59,64,177,37,151
55,42,60,68,179,43,179
56,42,60,74,184,46,188
56,42,61,71,188,47,196
57,42,59,73,195,53,227
57,43,60,73,205,57,251
56,44,61,75,203,54,246
57,43,63,68,213,51,237
57,43,63,68,214,53,226
58,43,64,65,213,57,222
59,43,63,68,214,60,213
58,41,64,65,218,53,191
57,41,64,65,217,48,162
54,41,60,60,206,47,139
53,41,60,51,209,46,118
54,41,61,53,201,46,92
55,41,62,49,209,40,75
55,41,62,47,223,46,75
55,42,61,46,229,46,76
53,42,61,46,246,41,80
54,43,61,45,263,42,81
55,43,60,44,275,39,72
55,43,59,43,278,37,71
56,43,59,43,292,34,64
56,43,59,44,294,38,74
56,41,58,42,294,38,74
56,40,59,42,307,39,101
56,40,59,40,312,36,113
54,40,59,39,296,33,104
53,40,60,40,283,35,116
52,40,62,41,286,36,100
51,38,62,41,262,39,85
51,38,61,41,256,37,81
49,37,62,41,236,41,71
47,37,62,41,220,44,73
47,37,60,40,206,35,75
48,38,60,43,203,38,77
49,37,60,46,199,39,77
51,37,57,49,202,38,75
52,38,55,51,197,40,90
52,38,53,53,193,42,92
52,38,51,56,179,34,89
52,39,51,55,170,33,91
50,38,51,51,170,32,95
51,38,52,53,170,34,107
51,36,53,53,173,31,104
50,35,52,52,170,29,96
49,34,52,52,176,30,104
48,34,50,50,183,28,98
47,34,50,49,181,30,102
47,34,49,45,183,30,101
44,34,50,41,178,33,96
45,34,50,40,184,36,104
44,34,50,38,181,33,91
42,34,50,38,186,34,103
41,35,49,33,180,34,88
41,34,49,36,184,38,102
41,34,49,39,176,36,102
38,35,48,36,159,36,84
36,34,49,31,163,31,78
35,35,49,32,158,32,88
35,35,49,30,151,32,79
34,37,48,28,145,30,77
34,38,48,27,148,30,86
34,36,47,29,144,25,86
34,36,47,27,134,25,77
34,36,46,27,128,26,78
32,36,43,22,101,22,40
31,36,43,20,91,21,30
30,36,41,21,88,21,35
30,37,38,19,71,20,26
28,37,37,18,62,18,25
27,37,36,16,60,18,23
25,38,32,14,47,17,14
26,38,29,15,46,14,14
27,38,28,17,44,13,14
28,38,28,18,46,13,13
29,38,26,18,43,11,13
29,38,25,18,42,12,15
29,39,26,22,37,12,16
30,39,25,21,30,13,14
32,38,24,22,29,12,14
33,37,23,26,27,11,14
31,37,23,26,25,16,15
31,36,23,29,24,17,18
32,36,24,29,23,16,17
33,34,24,32,24,15,19
32,34,24,33,24,14,20
31,35,25,35,24,18,22
30,34,26,39,27,22,25
30,34,26,40,26,23,25
30,33,26,40,28,24,28
32,33,27,36,33,24,29
32,32,25,36,30,21,25
32,32,25,37,29,20,25
32,32,28,35,33,18,20
31,32,29,32,33,20,16
31,32,29,32,31,20,9
31,32,30,34,36,20,12
32,33,31,34,36,18,5
31,33,32,35,33,18,6
31,34,30,33,29,20,8
31,32,29,31,30,18,4
31,32,29,28,31,19,3
31,31,29,27,29,23,6
32,32,28,30,30,25,7
33,32,28,31,32,24,8
31,32,28,28,33,26,10
31,32,28,28,32,26,12
31,31,28,30,34,20,12
30,31,29,34,36,26,25
29,32,28,31,36,27,22
29,32,30,31,43,30,28
30,32,31,29,53,32,39
29,32,33,23,61,32,40
32,32,33,24,67,32,38
33,32,33,23,68,30,34
33,33,35,30,68,31,38
32,33,39,31,76,32,35
32,34,40,25,69,33,20
32,35,41,27,70,37,19
33,35,44,22,89,38,20
33,35,45,22,90,36,21
34,35,45,21,91,34,24
34,35,47,21,101,38,30
36,35,48,21,113,39,33
37,36,49,26,124,39,45
37,37,50,33,131,40,71
39,35,49,32,137,41,87
39,36,49,35,137,40,101
38,37,50,42,137,56,132
38,37,50,41,133,55,130
37,37,49,43,129,52,129
36,37,49,44,121,55,131
36,38,49,44,120,55,129
35,37,49,43,110,59,117
38,36,49,47,102,44,76
38,36,49,43,95,43,63
40,36,49,46,98,45,58
40,36,51,46,98,50,47
40,36,50,48,95,59,58
41,35,48,54,92,62,70
40,35,49,52,93,62,74
41,35,49,51,95,63,87
42,35,50,55,99,67,91
42,36,51,58,102,65,95
43,36,51,55,111,63,95
44,37,52,54,122,61,100
44,38,52,49,133,59,90
46,39,51,52,136,54,88
46,39,52,50,142,55,82
48,39,53,49,166,57,89
49,38,53,47,182,47,67
49,40,53,51,198,45,79
49,40,53,54,210,49,87
47,40,53,57,221,51,93
49,40,53,53,228,48,84
50,41,53,49,244,49,85
49,40,54,52,251,53,90
49,40,53,52,249,52,94
49,41,54,55,256,60,113
49,42,57,51,277,61,108
49,41,58,49,293,60,123
48,42,59,51,295,60,127
49,42,59,51,302,60,108
49,41,58,51,299,51,106
48,41,58,57,297,49,125
49,40,57,58,289,47,141
50,41,57,61,280,45,181
49,41,56,64,266,44,196
49,41,57,65,245,47,240
49,41,56,66,234,48,262
51,41,56,58,222,54,265
50,40,56,55,209,63,260
49,40,57,54,203,69,245
50,42,58,53,188,79,199
48,42,58,54,169,77,154
48,42,57,48,162,74,97
48,41,57,43,155,81,82
48,41,57,44,150,80,83
48,39,56,42,140,75,64
47,40,57,46,141,71,68
47,40,57,49,134,68,73
49,40,57,48,124,58,62
49,40,57,48,108,54,52
49,43,58,51,106,50,46
49,43,57,47,106,49,35
48,43,58,45,111,47,31
46,43,60,46,119,47,33
50,43,58,47,130,41,27
52,43,59,43,140,47,25
52,43,58,45,131,50,34
52,43,60,48,131,48,38
52,43,60,51,128,52,55
53,43,63,58,142,52,71
56,43,60,68,144,49,86
54,43,61,73,141,47,94
55,41,62,78,143,44,107
56,41,63,82,146,40,107
56,42,65,87,153,43,118
56,43,63,89,155,40,115
56,43,61,95,160,34,99
56,44,62,94,160,35,103
55,44,61,95,161,37,106
56,44,59,92,155,39,91
57,44,59,94,155,42,105
57,44,60,88,160,45,110
56,44,61,87,169,53,139
57,44,59,82,173,52,146
57,44,59,76,176,54,145
57,44,60,72,190,54,157
57,44,60,69,205,53,156
57,44,60,68,222,52,161
57,43,60,60,235,52,160
57,45,59,61,236,52,165
57,45,59,59,243,51,167
57,45,60,55,253,53,200
57,45,61,57,255,55,196
57,44,61,56,254,60,198
55,44,61,53,254,60,189
54,45,61,57,249,57,181
54,44,60,57,250,61,179
53,45,61,61,250,57,180
53,45,61,68,249,61,196
53,45,61,69,250,58,183
56,45,62,64,253,60,190
56,45,63,69,254,68,212
56,44,63,70,254,71,225
55,45,64,70,243,71,218
55,44,64,70,240,74,209
55,44,64,67,234,76,191
55,45,64,68,226,75,174
55,44,64,66,217,72,124
57,44,64,70,206,71,124
57,44,65,73,209,60,111
57,46,66,76,210,56,90
58,46,66,78,206,54,88
57,45,66,75,202,53,92
57,45,66,75,197,48,86
56,43,66,69,191,52,102
55,42,65,67,183,48,104
55,42,65,66,181,50,109
54,42,65,66,176,49,113
54,42,65,68,174,51,129
55,43,64,65,175,55,136
56,43,64,72,179,60,159
57,43,64,79,179,65,181
57,43,63,76,179,69,185
58,42,62,77,178,72,185
60,42,62,83,179,71,201
62,42,59,85,182,71,206
63,43,59,89,182,72,220
61,45,60,91,186,74,238
61,44,58,93,193,71,221
61,44,58,93,200,73,221
62,45,58,97,206,77,237
61,45,58,94,208,77,235
61,45,60,95,214,80,231
61,46,59,91,216,84,233
61,47,59,92,217,84,251
61,47,60,91,234,93,268
62,46,61,90,245,95,293
62,45,61,89,246,94,289
62,45,62,85,253,95,279
61,45,61,87,262,92,288
61,45,61,82,262,87,232
62,45,61,88,263,90,258
62,45,62,81,262,86,221
64,44,63,74,275,81,203
66,44,62,70,277,74,170
65,44,62,62,272,69,140
66,43,61,56,273,69,134
66,43,61,60,283,61,132
65,43,60,59,279,54,108
64,43,60,60,289,46,114
