"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
51,44,56,58,155,57,141
53,46,58,60,158,49,129
54,44,59,55,157,49,84
59,45,65,67,182,44,80
59,48,64,73,195,49,115
57,47,63,73,227,54,128
60,47,64,52,243,51,87
58,45,64,55,184,37,78
61,47,63,50,177,41,51
62,48,60,63,189,51,73
61,46,60,60,219,59,147
62,49,58,55,208,59,153
63,48,62,56,195,63,134
64,49,64,56,223,46,122
66,53,65,71,210,39,105
64,51,60,70,194,41,117
64,51,60,71,184,42,131
65,51,60,68,170,43,78
63,56,62,74,183,58,101
65,55,62,80,213,58,144
65,57,61,69,213,65,155
66,55,66,77,217,68,150
66,58,66,115,250,98,349
68,57,68,117,316,106,518
64,57,67,99,352,93,502
61,54,67,62,274,49,62
58,53,66,55,205,46,89
55,52,59,49,178,40,74
51,51,52,41,131,33,41
49,53,49,41,121,34,55
48,52,51,42,107,35,43
49,51,44,54,84,42,49
50,50,42,54,86,47,60
51,49,39,57,87,40,60
