"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
62,46,65,74,185,66,202
62,48,64,93,207,77,310
61,48,65,111,226,81,367
64,48,65,101,266,86,397
66,47,64,75,289,94,323
70,47,66,77,346,94,475
69,46,67,89,368,100,584
68,49,68,106,329,92,539
67,48,69,104,323,80,426
66,47,68,99,296,71,280
68,46,68,103,282,83,255
70,46,66,98,293,90,358
71,46,66,100,357,88,393
70,47,66,91,421,84,440
72,46,68,96,456,77,412
75,48,72,93,410,73,295
78,46,75,91,394,61,202
79,45,77,100,379,71,280
80,47,75,111,354,82,312
82,46,75,101,394,77,292
76,46,75,92,461,73,242
76,46,76,91,455,65,224
74,42,74,95,389,70,278
73,42,73,85,347,76,329
73,41,72,69,335,65,232
70,41,72,60,286,41,108
66,43,71,47,221,36,48
66,43,66,42,175,31,47
63,44,64,52,158,28,67
62,46,60,56,148,35,82
60,46,55,62,123,34,55
59,47,55,56,123,31,46
61,44,54,57,150,37,82
61,41,53,58,168,36,83
63,37,54,54,214,27,73
60,34,53,53,217,36,111
59,33,53,52,218,38,89
55,33,55,43,198,47,109
54,34,55,43,175,48,107
54,32,55,40,144,36,61
57,30,54,41,140,29,56
60,32,55,54,139,29,55
58,33,59,44,138,34,40
56,31,61,33,143,29,36
49,30,60,25,136,32,44
47,34,60,38,113,28,33
45,36,58,42,95,36,46
47,38,56,51,108,45,67
49,39,59,62,118,54,80
46,40,57,64,116,58,101
47,43,56,67,150,64,151
50,44,56,66,179,64,145
51,44,59,60,160,47,111
53,45,56,63,146,40,83
52,45,54,64,127,49,85
53,45,52,66,139,54,126
53,46,50,51,145,46,102
53,44,51,34,148,36,43
54,45,50,29,144,27,18
56,45,50,28,128,21,13
53,44,48,33,106,16,6
54,41,47,38,86,24,36
54,42,48,50,93,29,71
55,41,44,57,81,32,47
50,40,43,52,70,27,46
53,41,44,54,77,32,52
56,43,43,50,69,42,50
58,41,42,55,84,38,83
60,43,48,65,102,50,89
64,46,48,68,122,52,64
65,46,49,64,152,39,71
66,44,51,63,171,32,60
66,45,54,67,155,38,62
68,47,55,79,134,53,108
67,47,55,73,140,63,123
69,47,58,78,181,60,140
71,45,59,78,167,54,112
68,46,58,71,145,51,81
67,43,54,74,147,44,87
70,43,56,85,137,54,107
69,44,54,76,136,65,148
69,46,56,79,161,61,128
72,46,57,95,175,60,148
