"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
72,41,67,70,172,49,107
68,43,66,69,140,38,55
68,46,61,79,117,35,64
71,46,58,91,126,39,93
71,47,58,103,151,42,146
75,49,58,96,188,65,241
76,47,60,78,202,78,217
73,47,62,83,186,58,167
69,46,63,83,175,53,149
66,47,59,72,172,59,200
63,48,62,59,172,57,134
63,48,56,51,137,38,42
67,47,51,55,111,26,28
62,49,51,64,116,30,55
57,47,53,56,120,30,51
56,48,52,50,122,34,61
58,53,52,74,111,38,74
59,52,49,94,145,40,149
57,51,54,83,188,58,209
61,52,53,85,206,70,229
71,55,58,95,225,64,216
70,55,61,83,218,60,164
74,52,64,81,230,51,157
76,51,64,76,220,46,121
73,51,62,63,154,35,52
70,51,59,65,99,30,34
70,48,61,66,94,33,48
68,48,60,59,96,42,45
68,48,60,47,126,57,48
70,46,60,45,142,46,36
68,45,60,43,128,41,49
68,45,60,42,107,44,60
64,44,61,48,104,57,79
60,43,56,49,89,54,66
60,46,51,53,119,59,87
60,47,51,62,145,62,144
59,48,50,83,168,63,218
60,46,51,93,190,67,335
59,44,51,89,225,73,308
61,45,51,61,251,52,112
61,46,51,60,227,46,88
64,46,49,58,209,45,74
67,49,50,55,180,36,49
66,48,50,55,126,27,33
64,44,50,52,71,19,21
66,43,50,75,77,30,66
65,43,47,66,80,33,64
64,42,50,57,106,36,68
65,41,51,67,102,42,91
65,41,52,76,118,53,92
65,39,53,81,141,58,144
61,37,57,74,159,65,175
60,38,52,73,141,60,198
55,39,51,59,122,50,91
56,39,51,43,118,45,47
55,40,52,40,112,33,38
55,40,52,51,86,33,39
52,43,54,63,77,40,42
53,42,55,55,102,49,57
51,43,56,47,126,57,71
51,42,54,34,116,49,54
55,41,52,42,109,37,58
54,39,50,47,110,30,65
53,39,48,38,114,36,38
48,38,47,24,101,23,11
48,37,45,26,79,21,10
47,35,46,25,62,19,10
47,37,39,49,63,25,32
46,37,39,52,57,25,35
45,42,40,39,54,29,19
48,44,40,46,57,25,10
51,45,41,51,73,30,32
54,42,41,58,67,36,47
58,44,42,63,72,39,50
60,45,44,53,100,29,38
58,45,44,59,110,30,48
59,46,44,60,118,33,56
58,44,46,56,106,42,93
57,43,46,46,96,32,41
59,42,44,46,91,27,34
56,43,48,47,89,29,32
51,43,50,46,98,27,46
54,43,52,57,100,32,48
58,41,50,71,114,45,75
58,42,50,63,135,40,81
56,41,50,49,124,36,52
55,44,50,58,100,30,29
56,42,52,62,92,39,42
57,39,54,55,97,38,53
59,39,57,68,124,59,115
61,42,57,59,138,64,130
65,40,58,76,138,62,146
66,40,57,77,155,59,140
64,37,62,72,182,51,139
62,39,60,77,182,49,102
63,40,58,75,193,42,109
66,39,57,75,188,46,134
66,39,58,65,166,56,124
68,41,58,69,173,61,153
72,42,64,91,205,63,181
70,43,66,84,225,77,252
73,46,68,101,257,83,266
78,43,68,103,279,90,304
78,44,69,97,285,77,220
78,48,71,94,260,73,177
75,50,71,86,235,78,157
77,53,70,99,235,67,177
79,52,69,91,256,67,234
81,52,69,100,288,90,363
81,52,75,108,318,112,469
79,50,78,118,403,124,629
78,48,82,112,482,135,618
76,48,82,106,472,127,474
79,49,81,92,433,109,341
82,49,79,78,374,92,247
80,50,78,80,334,77,203
76,48,78,71,277,52,155
76,47,78,75,239,62,141
