"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
50,52,64,61,172,64,156
44,54,66,62,171,66,170
41,55,64,53,129,60,109
42,57,58,65,82,67,90
46,57,51,61,87,60,87
51,59,52,72,112,62,131
52,58,57,64,145,64,163
52,57,56,55,125,51,58
57,61,57,49,111,43,25
57,63,54,57,107,35,35
61,61,54,61,105,38,46
59,67,55,87,118,53,90
62,66,56,104,146,65,164
61,65,59,90,142,90,155
65,62,57,80,127,83,155
64,61,57,86,138,76,212
61,60,51,81,114,58,138
59,58,51,90,96,63,135
57,57,50,86,101,64,99
58,58,47,78,108,73,132
57,58,47,71,114,72,106
59,60,46,74,123,67,152
56,62,42,70,116,59,129
54,60,44,75,103,51,120
59,64,44,81,106,56,130
66,67,48,127,121,55,115
69,67,55,160,156,99,303
75,66,65,141,227,108,339
78,71,70,147,336,128,415
80,69,70,152,385,125,467
78,67,76,165,423,123,560
78,65,80,128,442,131,631
78,64,80,136,417,107,593
82,64,79,110,368,106,402
81,60,79,112,341,112,298
81,60,79,104,346,96,294
79,60,79,110,326,102,314
79,57,80,114,320,101,371
81,56,82,111,393,102,458
82,55,84,117,451,115,526
82,53,84,116,474,125,511
78,53,83,116,415,123,429
74,53,80,117,382,126,546
72,54,78,130,409,125,599
67,52,79,102,439,126,521
68,53,80,93,477,116,496
68,55,81,87,458,110,364
67,56,79,95,375,108,368
67,58,80,102,323,111,403
69,56,79,93,303,104,404
70,54,75,80,322,87,334
70,55,75,77,336,74,295
70,52,77,77,323,75,270
64,51,75,64,288,81,222
66,50,74,62,252,78,160
67,53,75,73,258,79,225
64,56,76,81,262,70,163
70,55,75,92,219,67,163
67,55,76,75,216,88,159
64,57,71,80,168,78,103
63,57,70,89,160,87,145
61,57,70,81,164,98,166
62,58,70,68,204,116,198
59,58,71,82,198,111,223
57,54,71,64,175,109,192
55,54,68,70,173,92,180
56,53,68,73,192,85,188
57,57,67,89,195,95,230
59,55,68,79,213,91,242
63,51,69,85,237,104,292
61,50,71,96,314,108,389
59,49,72,82,353,87,340
59,46,71,75,335,79,298
58,47,72,69,345,78,341
58,48,67,59,320,67,267
55,49,67,66,309,61,239
54,49,67,68,292,68,268
56,51,68,72,270,71,232
58,54,65,51,296,63,123
60,57,64,60,339,60,133
