"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
44,54,47,57,110,56,104
44,55,46,47,117,62,81
43,58,47,47,121,64,104
46,59,54,55,131,57,104
46,59,54,59,137,60,112
47,58,55,51,134,58,106
50,56,57,45,115,53,64
48,54,59,39,118,53,75
44,53,55,44,101,53,77
41,54,52,48,95,54,69
38,53,49,39,79,46,51
39,57,45,42,79,49,63
38,58,45,48,86,56,83
41,58,48,60,92,60,93
45,61,48,66,98,59,115
45,57,47,64,93,49,73
41,53,47,47,76,40,55
40,55,46,45,77,54,65
43,55,47,37,83,66,70
43,54,46,44,84,59,83
46,50,46,48,105,55,79
43,54,47,64,95,48,73
43,52,49,58,77,45,45
45,54,48,43,73,52,31
45,57,49,51,93,59,59
46,57,50,63,111,55,94
50,58,52,76,118,61,103
52,56,52,73,121,47,75
51,56,54,62,115,46,58
45,56,58,54,94,62,75
43,54,54,54,74,62,77
38,53,52,44,73,50,59
37,47,50,41,81,36,50
37,49,46,43,81,34,57
35,49,44,39,76,32,49
33,50,44,33,56,40,46
34,52,43,29,56,47,31
31,51,40,31,52,40,37
32,51,40,25,56,37,26
34,51,39,27,55,40,30
35,52,37,31,51,28,22
33,53,39,35,59,37,41
30,52,39,43,62,45,67
33,53,40,44,67,42,58
30,53,40,53,53,42,75
29,54,35,45,56,42,96
29,58,33,38,69,50,82
29,57,34,37,72,39,76
29,59,34,35,55,36,59
31,60,31,34,48,30,31
28,61,30,34,53,34,28
31,58,30,40,74,32,98
32,56,31,37,87,41,110
36,56,27,43,94,27,68
37,52,29,45,101,24,69
37,54,30,41,83,20,29
38,56,30,47,60,22,23
35,56,32,35,51,24,20
37,51,29,34,56,17,3
38,52,26,31,51,15,8
38,54,29,31,42,21,14
39,58,34,41,35,25,22
42,59,36,45,48,30,36
45,61,37,50,41,31,36
48,62,44,65,47,28,32
44,59,37,46,48,28,21
43,59,34,60,44,33,33
43,58,34,66,51,30,39
43,58,33,66,45,33,34
44,57,32,67,56,30,52
45,55,34,65,55,38,42
40,51,33,59,49,47,55
43,51,34,65,55,64,90
42,49,35,63,74,58,117
41,47,36,48,75,42,42
38,49,37,35,65,32,18
36,50,35,30,46,24,20
36,52,32,37,43,29,31
37,55,32,30,45,34,10
39,53,30,28,40,26,17
38,53,33,36,35,25,15
42,52,41,38,59,25,13
40,52,45,41,74,24,10
40,51,47,40,57,33,23
39,54,50,37,66,52,48
37,55,51,35,68,59,57
35,58,57,30,85,46,43
