"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
49,41,61,44,144,29,47
49,42,58,57,105,40,42
50,44,55,63,86,50,68
50,39,52,57,104,53,110
52,38,49,51,140,37,61
50,40,48,46,126,31,50
49,41,46,60,121,37,62
44,41,43,51,111,40,68
49,40,45,48,118,26,43
52,41,52,45,180,33,42
49,41,49,53,136,29,57
48,43,45,58,113,41,110
47,43,44,47,108,44,87
45,42,42,43,106,42,88
43,42,40,45,80,32,65
39,43,40,39,73,31,49
42,40,38,38,80,23,39
42,45,40,54,76,23,41
45,46,37,67,49,26,30
47,45,37,63,49,32,51
49,44,39,57,69,40,60
48,49,40,56,79,46,66
52,47,39,56,76,29,46
50,50,36,54,75,28,45
54,51,35,56,84,29,50
55,51,37,65,85,28,47
55,50,37,77,87,28,64
53,49,39,80,81,29,49
57,48,42,80,103,48,105
58,50,47,86,145,75,211
59,50,49,79,208,81,323
61,47,51,67,216,58,208
62,47,53,69,165,39,152
