A,B,C,D,AB,AC,AD,BC,BD,CD,ABC,ABD,ACD,BCD,ABCD
42,55,44,54,29,7,0,6,1,2,4,0,0,0,0
42,55,44,54,29,8,0,6,1,2,4,0,0,0,0
42,56,46,54,30,9,0,6,1,3,7,0,0,0,0
41,57,46,54,30,9,0,6,1,2,7,0,0,0,0
41,57,46,54,29,10,1,6,1,1,8,0,0,0,0
41,57,46,54,30,11,1,6,2,2,8,0,0,0,0
41,58,47,54,29,13,1,6,3,2,9,0,0,0,0
41,58,47,54,25,12,1,6,3,2,9,0,0,0,0
41,58,47,54,24,12,1,5,3,2,9,0,0,0,0
41,58,47,54,23,11,1,4,5,0,9,0,0,0,0
42,58,48,54,23,10,2,5,5,1,8,1,0,0,0
42,58,48,54,23,10,3,5,7,1,9,1,0,0,0
42,58,48,54,23,10,3,5,7,1,9,1,0,0,0
42,59,48,54,22,10,3,5,6,1,8,1,0,0,0
42,59,48,55,24,10,4,6,6,1,7,1,0,0,0
42,59,48,55,24,10,4,6,6,1,6,0,0,0,0
42,58,47,55,23,9,4,4,6,2,5,1,0,0,0
42,57,48,55,23,9,3,5,5,3,5,1,0,0,0
41,57,49,55,23,8,3,5,4,4,4,1,0,0,0
40,57,49,53,23,6,3,6,4,4,4,1,0,0,0
38,58,50,53,24,6,5,5,4,4,4,3,0,0,0
37,59,50,53,22,6,4,5,4,5,3,3,0,1,0
36,59,50,53,22,6,4,6,2,4,3,1,0,1,0
37,59,51,53,23,8,3,6,2,4,3,0,0,0,0
37,59,50,53,23,9,2,6,3,3,6,0,0,0,0
37,58,50,53,25,9,2,5,3,3,7,0,0,0,0
37,58,51,53,24,9,1,4,2,3,7,0,0,0,0
37,58,52,53,26,9,1,5,2,3,6,0,0,0,0
37,58,51,52,26,8,1,5,3,1,6,0,0,0,0
37,58,51,53,25,8,1,6,3,1,7,0,0,0,0
37,58,51,53,25,9,0,6,2,2,6,0,0,0,0
37,58,51,53,24,9,0,8,1,2,6,0,0,0,0
37,57,51,53,24,10,0,6,1,2,5,0,0,0,0
37,57,51,52,23,9,1,7,1,3,4,0,0,0,0
37,57,50,52,25,8,1,8,0,3,4,0,0,0,0
37,57,50,51,26,8,1,5,0,3,3,0,0,0,0
37,57,51,51,23,8,1,4,0,3,3,0,0,0,0
37,56,53,51,23,7,1,4,0,3,2,0,0,0,0
37,57,53,51,22,7,1,3,0,2,2,0,0,0,0
37,56,53,51,22,7,1,5,0,2,2,0,0,0,0
37,55,53,50,19,7,0,6,0,2,2,0,0,0,0
36,55,52,50,18,7,0,6,1,3,3,0,0,0,0
36,55,52,50,18,6,0,5,1,3,2,0,0,0,0
37,55,52,50,19,4,0,5,1,4,1,0,0,0,0
36,55,52,50,19,5,1,5,1,4,1,0,0,0,0
36,56,53,50,20,5,1,4,1,3,1,0,0,0,0
36,56,53,50,21,6,3,3,1,4,1,0,1,0,0
36,56,53,50,21,5,3,3,2,5,1,0,1,0,0
35,56,53,52,20,4,3,3,2,5,1,0,1,0,0
35,57,53,52,19,6,4,3,3,4,1,2,1,0,0
35,57,53,52,19,7,4,3,3,5,1,2,0,0,0
36,58,53,52,17,7,4,5,3,3,2,2,0,0,0
36,58,53,52,19,7,4,5,3,3,3,2,0,0,0
35,59,53,52,19,6,3,4,2,3,2,2,0,0,0
35,59,52,52,18,6,2,4,2,2,3,1,0,0,0
35,59,51,52,17,6,2,5,2,3,2,1,0,1,0
35,58,51,52,17,6,2,5,1,3,2,1,0,0,0
34,59,52,52,17,7,2,7,2,2,2,1,0,0,0
33,59,52,52,16,8,1,7,3,1,2,1,0,0,0
33,59,52,52,17,8,1,8,3,2,3,1,0,1,0
33,59,52,52,18,9,1,7,3,3,4,1,1,1,1
34,59,52,51,18,9,1,8,3,3,4,1,1,1,1
32,59,52,51,16,10,1,9,2,3,5,1,1,1,1
33,59,52,50,16,11,1,8,2,3,5,1,1,1,1
33,58,52,51,17,11,1,6,2,4,4,1,1,0,0
33,58,52,51,18,9,1,4,2,3,4,1,0,0,0
34,58,52,51,18,9,1,3,3,3,3,1,0,0,0
34,58,52,51,19,7,1,3,4,2,1,1,0,0,0
34,57,52,51,18,6,1,3,4,3,0,1,0,0,0
35,57,52,51,19,7,1,3,3,2,0,1,0,0,0
35,57,52,51,18,9,1,5,2,2,2,1,0,0,0
36,57,52,51,19,9,1,6,2,1,3,1,0,0,0
36,57,53,51,21,9,1,7,3,1,3,1,0,0,0
36,59,54,52,18,10,2,9,3,1,4,1,0,0,0
36,59,54,51,18,10,1,9,4,0,4,1,0,0,0
36,59,55,51,20,12,2,9,3,2,4,2,0,0,0
36,60,56,50,20,12,2,9,4,2,4,2,0,0,0
35,60,56,50,19,11,2,10,4,2,5,2,0,0,0
35,59,56,50,20,10,1,9,3,2,5,1,0,0,0
35,60,56,50,20,12,1,8,3,2,6,1,0,0,0
34,60,56,50,21,12,1,9,3,1,6,1,0,0,0
35,61,56,50,19,12,1,7,3,1,4,1,1,0,0
36,62,56,50,18,12,1,7,3,1,2,1,1,0,0
36,62,57,50,18,11,2,6,3,2,2,1,2,0,0
36,62,57,49,19,11,2,7,2,2,3,1,2,0,0
36,62,56,49,20,12,2,9,2,2,5,1,2,0,0
36,62,56,49,21,10,3,9,2,4,4,1,2,0,0
36,62,56,49,20,10,3,10,3,4,5,1,2,0,0
36,62,57,49,20,9,3,9,4,4,5,1,2,0,0
36,62,56,49,18,9,4,9,4,4,5,1,2,0,0
36,63,57,49,19,9,4,7,3,4,3,1,2,0,0
36,63,57,49,19,9,5,8,3,4,3,1,2,0,0
36,62,56,49,19,8,5,8,3,4,3,1,2,0,0
36,63,56,50,19,10,5,9,2,3,5,1,2,0,0
36,63,56,50,20,12,5,8,1,3,5,0,2,0,0
36,63,58,50,20,11,4,8,1,3,5,0,2,0,0
36,62,57,48,19,11,3,9,1,4,4,0,2,0,0
37,62,57,48,19,12,3,10,2,4,5,0,2,0,0
37,64,57,48,19,12,2,11,2,5,5,0,2,0,0
36,64,56,47,19,10,2,11,2,5,5,0,2,0,0
35,64,56,48,20,10,1,11,3,4,6,0,1,0,0
35,64,55,47,20,11,1,10,4,3,7,0,1,1,0
35,64,54,47,20,10,2,12,4,4,7,0,1,1,0
35,64,54,47,21,10,1,12,3,4,7,0,0,1,0
34,63,54,47,22,10,1,12,3,4,7,1,0,1,0
34,62,54,48,21,9,1,12,3,4,7,0,0,1,0
34,62,54,47,22,9,2,12,5,4,7,0,0,1,0
34,62,55,46,25,9,2,11,5,4,7,0,0,1,0
35,63,55,46,25,9,2,9,5,3,7,1,0,0,0
34,63,56,46,24,9,3,9,3,3,7,1,0,0,0
36,63,56,46,24,9,3,10,3,2,7,1,0,0,0
36,63,56,46,25,8,2,8,3,4,5,1,0,0,0
36,63,57,46,24,8,0,8,3,6,5,0,0,0,0
36,63,57,46,24,8,0,8,2,5,6,0,0,0,0
36,63,57,47,23,8,0,7,2,5,6,0,0,0,0
36,63,57,47,24,8,0,7,2,5,6,0,0,0,0
36,65,57,47,25,9,0,9,2,4,7,0,0,1,0
37,65,57,47,26,9,0,8,2,4,7,0,0,1,0
37,65,57,46,27,9,0,7,1,2,7,0,0,0,0
37,64,57,47,27,9,0,6,0,1,6,0,0,0,0
38,65,58,47,28,10,0,7,2,1,7,0,0,0,0
38,65,58,47,28,10,2,8,2,1,7,1,0,0,0
39,65,59,49,28,9,2,8,1,2,7,1,0,0,0
39,65,59,49,26,9,2,9,1,2,5,1,0,0,0
39,65,59,49,26,10,3,10,1,2,7,1,0,0,0
39,65,59,49,26,10,3,10,1,2,8,1,0,0,0
39,65,59,49,28,9,2,11,1,2,8,1,0,0,0
39,65,59,50,27,9,2,9,1,2,7,0,0,0,0
39,65,59,50,27,9,2,8,1,2,7,0,0,0,0
39,65,59,50,28,8,3,8,1,2,7,1,0,0,0
40,66,60,50,27,9,4,8,1,2,7,2,0,0,0
41,66,60,50,27,9,2,8,1,3,6,2,0,0,0
41,66,60,50,27,10,3,8,1,5,6,2,0,0,0
40,67,60,50,26,9,3,9,2,5,6,3,0,0,0
40,66,60,50,26,9,3,9,2,5,6,1,0,0,0
40,66,60,50,27,7,3,9,3,5,4,2,0,0,0
40,66,61,51,29,8,3,10,5,9,4,2,0,3,0
40,66,61,51,28,11,2,10,4,9,6,2,1,3,1
40,66,61,51,29,12,2,11,4,9,6,2,1,3,1
40,66,61,51,29,11,2,10,3,8,6,2,1,3,1
40,66,61,51,28,11,2,10,2,9,6,1,1,2,0
40,66,61,51,28,13,1,11,2,8,7,1,0,1,0
39,65,61,51,28,11,3,12,4,8,7,2,0,1,0
39,65,61,51,26,12,3,11,4,8,9,2,0,1,0
39,65,62,53,26,13,2,13,4,8,9,1,0,1,0
39,65,62,53,28,12,2,12,4,9,9,1,0,0,0
39,64,63,53,27,13,2,13,3,9,8,1,0,0,0
39,64,63,53,26,12,1,14,3,8,9,0,0,0,0
40,64,63,53,25,12,2,13,1,8,8,0,0,0,0
40,64,63,53,25,12,2,14,1,6,8,0,0,0,0
40,64,62,53,24,11,1,14,2,7,7,0,0,0,0
40,62,62,54,23,10,2,14,3,6,5,0,0,0,0
40,61,62,54,23,8,2,13,5,7,4,0,0,0,0
39,62,62,53,21,7,1,11,6,8,4,0,0,0,0
39,62,62,53,21,6,1,10,6,8,4,0,0,0,0
39,62,62,53,22,6,1,9,8,8,4,0,0,1,0
39,62,61,54,22,6,1,8,7,8,4,0,0,1,0
39,62,62,55,23,6,0,9,7,8,4,0,0,2,0
39,64,62,55,22,7,0,8,6,8,4,0,0,1,0
39,64,62,55,22,8,1,9,7,7,4,0,1,1,0
39,64,62,56,23,11,1,10,5,6,5,0,1,1,0
39,63,62,58,21,13,1,11,6,5,5,0,1,1,0
39,64,62,57,25,14,2,13,6,4,7,1,1,1,0
39,64,62,57,25,18,3,12,5,5,7,1,3,1,0
38,65,62,56,27,23,3,14,6,4,10,1,2,1,1
38,65,63,56,27,22,3,12,5,3,10,0,1,0,0
38,65,63,56,27,24,3,13,5,3,14,0,1,0,0
38,64,63,56,26,24,3,13,5,3,14,0,1,0,0
38,64,62,55,26,21,2,13,5,3,13,0,1,0,0
38,64,62,55,23,19,2,13,3,2,10,0,0,0,0
37,64,62,55,23,18,4,14,3,2,11,0,0,0,0
37,63,63,55,22,16,3,13,2,1,11,0,0,0,0
37,63,63,55,23,14,3,12,3,2,11,0,0,0,0
37,63,63,55,23,12,3,11,5,2,10,0,0,0,0
37,63,63,56,24,11,4,12,7,2,10,1,0,0,0
36,63,63,55,22,12,4,12,6,2,9,1,0,0,0
36,63,63,55,25,12,4,12,6,3,9,1,0,0,0
36,64,63,54,25,11,3,11,6,3,8,1,0,0,0
37,64,63,55,24,11,4,11,7,3,8,1,0,0,0
37,62,63,54,25,11,4,10,6,4,8,1,0,0,0
38,62,63,54,25,12,4,10,5,4,9,1,1,0,0
41,62,64,53,27,12,4,9,5,4,9,1,1,1,1
41,62,63,53,27,12,5,9,5,4,9,2,1,1,1
41,62,64,53,26,15,4,10,4,3,10,1,1,0,0
42,63,64,53,28,17,5,10,5,2,13,1,1,0,0
41,63,63,53,27,17,6,10,5,2,12,2,0,0,0
41,62,62,52,30,17,6,9,4,2,11,3,0,0,0
41,61,62,52,29,16,4,9,4,2,10,2,0,0,0
41,62,62,52,31,15,4,9,5,3,8,2,0,0,0
41,62,62,52,30,13,4,9,5,4,8,3,0,1,0
41,62,62,52,30,14,4,8,7,5,8,3,0,1,0
41,62,62,51,30,17,3,8,7,5,9,2,0,1,0
41,62,61,51,28,18,3,8,7,8,9,2,0,2,0
41,62,61,51,29,20,3,8,6,8,9,2,0,1,0
41,62,61,51,28,20,3,8,5,7,9,2,0,1,0
42,65,61,52,27,19,3,8,5,7,9,2,0,1,0
43,65,61,53,26,18,1,9,3,7,9,0,0,1,0
43,64,61,53,27,18,2,12,2,6,10,0,0,0,0
45,64,60,53,28,19,3,13,3,6,12,1,1,1,1
46,65,59,53,28,17,3,13,2,4,11,1,1,1,1
46,64,60,53,28,17,3,13,1,3,11,1,1,1,1
46,64,60,53,29,17,3,12,1,3,10,1,1,2,1
46,64,60,53,29,16,3,12,3,2,10,1,1,2,1
46,64,60,53,29,18,2,13,3,2,12,1,1,2,1
46,65,60,53,34,18,3,14,3,3,14,2,1,3,1
46,66,60,53,35,18,4,14,4,3,16,3,1,3,1
46,66,60,53,35,20,4,15,4,5,18,3,3,2,1
46,65,60,52,34,19,3,14,4,6,18,2,1,2,0
47,65,60,51,34,20,4,15,4,5,19,2,1,2,0
47,65,60,51,34,20,5,16,3,5,19,0,1,2,0
47,64,59,51,32,24,5,17,3,4,20,1,1,0,0
46,64,58,51,30,24,4,19,3,2,22,1,0,0,0
46,63,58,51,29,24,4,19,4,1,21,1,0,0,0
46,63,58,50,28,24,4,18,4,3,20,1,0,0,0
46,63,58,52,28,24,2,17,6,3,21,0,1,0,0
46,62,58,52,28,23,1,14,4,3,17,0,0,0,0
46,63,59,52,27,22,1,12,4,3,16,0,0,0,0
47,62,59,52,26,21,0,10,4,5,12,0,0,0,0
47,62,60,52,25,20,0,9,4,5,10,0,0,0,0
47,62,60,52,24,19,0,8,4,4,10,0,0,0,0
46,62,59,52,25,13,0,8,5,4,6,0,0,0,0
44,62,58,50,22,11,0,7,5,4,6,0,0,0,0
44,61,58,51,26,11,0,8,4,3,6,0,0,1,0
44,62,58,51,30,9,1,9,4,2,7,1,1,1,1
44,62,58,51,30,8,1,10,3,3,7,1,1,1,1
44,62,58,51,30,10,1,10,3,3,10,1,1,1,1
44,62,58,51,29,10,1,12,3,3,10,1,1,1,1
44,63,58,52,30,12,1,12,3,3,12,1,1,1,1
44,63,58,53,29,12,1,13,3,3,12,1,1,1,1
44,62,59,53,28,11,1,15,5,4,12,1,1,1,1
44,62,59,53,23,11,2,13,5,3,10,1,0,0,0
44,62,59,53,24,10,2,13,4,3,11,1,0,0,0
44,63,59,54,26,9,2,12,5,3,10,1,0,0,0
44,63,59,55,28,9,3,12,5,2,9,1,0,0,0
44,63,59,55,28,9,3,13,4,3,9,0,0,1,0
44,62,60,55,27,11,3,14,6,3,8,0,0,1,0
44,62,60,54,28,13,3,12,5,3,7,0,0,1,0
44,62,59,54,28,13,1,13,5,1,8,0,0,1,0
43,61,61,54,28,12,1,12,3,2,8,0,0,0,0
41,61,60,54,25,11,1,9,3,2,7,0,0,0,0
41,61,61,54,23,9,1,9,3,3,5,0,0,0,0
41,61,60,54,23,9,0,9,4,4,5,0,0,0,0
41,61,60,54,25,7,0,8,4,4,4,0,0,0,0
41,61,59,54,27,8,1,8,4,4,4,1,0,0,0
41,60,59,54,28,7,1,8,4,4,4,1,0,0,0
41,60,59,54,27,8,3,7,4,4,5,2,0,0,0
41,60,60,54,27,7,3,7,4,5,5,2,0,0,0
41,60,60,54,29,8,2,7,4,7,5,1,0,0,0
41,60,60,54,28,8,2,6,2,6,5,0,0,0,0
41,60,60,54,27,9,2,8,2,6,6,0,0,0,0
41,60,60,53,29,12,2,8,1,7,7,0,0,0,0
41,60,60,53,30,11,1,8,1,6,6,0,0,0,0
41,60,60,54,29,11,1,10,2,4,6,0,0,0,0
41,59,60,54,29,10,1,8,2,3,3,0,0,0,0
41,59,60,55,30,8,1,8,1,4,3,0,0,0,0
40,58,60,55,31,5,1,7,1,3,2,0,0,0,0
40,59,61,56,30,5,1,7,1,3,2,0,0,0,0
40,59,59,56,29,7,1,8,1,3,4,0,0,0,0
40,59,58,56,31,6,1,8,2,2,4,0,0,0,0
40,59,58,55,30,6,3,9,2,2,5,0,0,0,0
39,59,58,56,29,7,3,9,2,0,3,0,0,0,0
39,58,58,56,26,7,4,9,3,0,4,1,0,0,0
39,56,58,56,25,6,4,8,3,0,4,1,0,0,0
39,56,59,56,26,7,3,8,3,0,4,2,0,0,0
38,56,59,56,24,9,3,8,4,0,5,3,0,0,0
37,56,59,56,24,12,3,6,4,0,5,2,0,0,0
37,56,59,56,23,13,2,7,3,1,7,1,0,0,0
37,56,59,56,23,13,1,7,4,1,7,1,0,0,0
37,56,59,57,25,13,3,9,3,1,7,2,0,0,0
37,57,57,57,26,13,3,9,6,1,7,2,0,0,0
37,57,57,58,27,13,3,8,6,1,6,4,0,0,0
37,57,56,58,29,13,4,9,5,1,6,6,0,0,0
37,57,56,58,29,11,3,9,6,1,7,6,0,0,0
37,57,56,58,29,11,3,7,5,1,6,6,0,0,0
38,57,56,58,29,10,5,7,5,3,6,5,0,0,0
38,58,56,57,31,9,4,7,6,3,6,1,0,0,0
38,58,57,57,31,9,4,7,5,4,6,4,1,0,0
38,58,57,56,28,7,4,9,7,4,5,4,1,0,0
38,58,57,55,28,7,6,9,7,4,5,6,1,0,0
37,58,57,55,27,7,7,10,4,4,4,3,1,0,0
37,58,57,54,26,8,7,11,4,4,5,3,1,0,0
36,60,57,54,25,8,6,10,6,4,6,4,0,0,0
36,60,57,53,27,9,5,9,5,3,7,5,0,0,0
37,60,56,53,28,9,6,10,5,5,7,6,0,0,0
36,60,55,53,26,11,6,10,4,5,8,5,0,0,0
36,60,55,53,26,12,4,9,5,5,8,4,0,0,0
36,60,54,53,27,11,4,8,5,4,8,4,0,0,0
36,59,54,54,26,10,4,9,3,4,7,4,0,0,0
36,59,54,54,27,10,4,8,5,5,7,4,0,0,0
36,58,54,54,28,9,4,8,4,6,6,2,0,1,0
36,58,54,53,28,9,2,9,4,5,6,2,0,1,0
36,58,54,52,28,8,2,11,4,5,8,2,0,1,0
36,58,54,52,27,10,3,11,4,5,10,2,1,1,1
36,58,54,52,25,13,3,10,4,1,11,2,2,1,2
36,58,54,52,25,14,3,9,3,1,10,2,2,1,2
36,58,55,53,25,15,3,8,1,2,8,2,2,1,2
36,58,55,53,25,15,3,7,1,3,8,2,2,1,2
36,60,55,53,25,15,3,7,2,3,8,2,2,1,2
36,59,55,52,26,13,3,8,3,3,8,2,2,1,2
36,59,55,52,26,12,2,8,3,2,9,1,0,0,0
36,59,55,52,26,10,2,9,3,2,8,1,0,1,0
36,58,54,52,26,10,3,8,4,3,5,1,0,1,0
36,58,54,52,26,10,1,10,3,3,6,1,0,2,0
36,58,54,52,27,10,1,10,3,4,6,1,1,3,1
36,58,54,52,27,8,1,9,3,4,5,1,1,3,1
36,58,53,51,27,7,2,8,3,3,5,1,1,3,1
36,59,53,50,27,7,3,7,3,3,4,1,1,3,1
36,59,53,50,28,5,4,5,3,2,2,1,0,1,0
37,59,53,50,28,4,4,5,4,1,3,2,0,1,0
37,60,53,50,26,5,4,5,3,1,2,2,0,1,0
37,59,53,49,28,4,4,4,2,0,2,2,0,0,0
38,58,53,49,29,4,4,4,2,0,2,2,0,0,0
39,58,53,49,30,6,3,6,3,1,4,2,0,0,0
38,58,53,49,31,7,4,6,3,1,7,3,0,0,0
38,57,53,49,31,10,3,6,4,1,10,3,0,0,0
38,57,53,49,32,10,3,8,6,1,11,3,0,0,0
39,57,53,50,33,10,4,9,7,1,12,4,0,0,0
39,57,53,50,30,10,5,9,7,1,9,4,0,0,0
39,57,53,50,30,8,5,9,7,2,8,4,0,0,0
38,57,52,51,30,10,5,7,7,3,7,4,0,0,0
38,56,52,52,30,8,4,7,6,3,6,2,0,0,0
38,56,52,52,28,7,2,7,6,4,5,1,0,0,0
38,56,52,52,28,8,2,7,7,4,5,1,0,0,0
38,56,52,52,28,7,1,6,6,4,5,1,0,0,0
38,58,52,52,29,7,2,8,4,4,5,3,0,1,0
38,58,52,52,29,10,2,8,4,3,7,3,0,1,0
38,58,52,52,30,11,3,8,4,3,8,5,0,1,0
40,58,52,52,30,12,3,7,4,3,9,5,0,1,0
40,59,52,52,32,12,3,7,5,4,8,5,0,1,0
39,60,52,52,30,11,3,10,5,5,9,3,0,2,0
38,60,52,53,29,12,3,11,5,5,10,3,0,1,0
37,61,51,52,26,12,1,10,4,5,9,1,0,0,0
37,62,51,51,24,11,1,12,3,3,7,1,0,0,0
37,62,52,51,27,11,1,11,3,2,9,1,0,0,0
37,62,53,50,27,10,1,10,4,2,8,0,0,0,0
37,61,53,51,26,9,1,8,4,2,5,0,0,0,0
37,62,53,51,28,7,0,9,3,2,5,0,0,0,0
37,62,55,50,28,7,0,7,3,2,5,0,0,0,0
37,62,56,50,29,10,0,6,3,1,7,0,0,0,0
37,62,56,50,29,9,0,8,4,1,8,0,0,0,0
37,62,55,50,28,11,0,8,4,1,10,0,0,0,0
37,62,55,50,28,11,0,8,4,1,9,0,0,0,0
38,62,54,50,26,13,1,8,4,1,11,1,0,0,0
38,62,54,50,24,14,1,8,4,1,11,1,0,0,0
38,62,54,49,24,14,2,8,4,1,11,1,0,0,0
38,62,54,49,23,13,2,9,4,1,10,2,0,0,0
38,62,54,50,24,12,2,11,3,1,11,1,0,0,0
36,60,54,49,21,12,2,11,2,2,9,0,0,0,0
35,61,54,50,21,11,1,11,1,2,9,0,0,0,0
35,61,54,51,22,9,0,10,3,4,8,0,0,0,0
35,61,55,51,22,9,0,9,3,5,6,0,0,0,0
35,60,55,51,22,10,0,9,2,5,6,0,0,0,0
36,58,55,51,22,10,0,9,2,6,6,0,0,0,0
36,58,55,51,21,11,0,9,2,5,6,0,0,0,0
36,57,55,51,21,11,0,9,1,4,6,0,0,0,0
36,58,54,51,21,9,0,8,2,4,6,0,0,0,0
35,58,54,51,20,9,0,8,2,5,7,0,0,0,0
35,58,54,51,20,10,1,9,2,4,8,0,0,0,0
36,59,54,50,21,10,1,8,2,4,7,0,0,0,0
36,60,53,50,23,9,1,10,2,4,7,0,0,0,0
37,60,53,50,24,9,1,9,2,4,8,0,0,0,0
37,60,52,50,27,9,1,9,2,4,8,0,0,0,0
37,60,53,51,27,10,1,9,3,2,8,0,0,0,0
36,58,53,51,25,9,2,9,4,2,8,0,0,0,0
35,58,53,50,25,9,1,7,5,2,7,0,0,0,0
35,58,53,49,24,9,1,8,4,2,7,0,0,0,0
35,58,53,49,24,7,0,8,4,3,6,0,0,0,0
35,58,53,49,23,7,0,9,2,3,6,0,0,0,0
34,59,52,49,21,7,2,8,3,3,7,2,0,0,0
34,58,52,49,22,7,3,8,5,4,7,2,0,0,0
34,58,52,49,22,7,4,8,5,3,7,4,0,0,0
34,59,52,49,23,8,4,8,5,3,8,3,0,0,0
34,59,52,49,23,8,4,8,4,2,8,3,0,0,0
34,59,52,49,24,8,3,8,4,2,8,3,0,0,0
34,60,54,49,23,8,3,9,4,2,8,1,0,0,0
35,60,54,48,23,9,1,8,3,3,8,1,1,1,1
35,61,54,48,25,11,1,8,1,1,9,0,1,0,0
36,61,54,48,28,14,1,9,2,1,12,0,1,0,0
36,61,54,48,28,14,0,11,1,1,13,0,0,0,0
36,61,54,47,28,14,1,11,2,1,13,1,0,0,0
37,61,54,47,28,14,2,10,2,1,13,2,0,0,0
38,61,54,47,29,15,2,8,2,1,10,2,0,0,0
38,62,56,47,30,14,2,10,1,2,12,1,0,0,0
38,63,55,47,30,11,2,12,1,2,10,1,0,0,0
38,64,55,47,29,12,2,11,1,3,11,1,0,0,0
38,64,57,47,27,13,2,11,1,3,11,1,0,0,0
38,64,57,48,27,15,2,13,0,3,15,0,0,0,0
38,64,57,49,27,15,2,13,0,4,15,0,0,0,0
38,64,57,48,28,15,2,12,1,4,14,0,0,0,0
38,64,57,49,28,13,2,12,1,3,13,0,0,0,0
38,64,57,49,27,13,2,14,1,3,13,0,0,0,0
38,65,57,48,27,11,1,15,2,2,11,0,0,1,0
39,65,57,48,28,12,1,12,2,2,11,0,0,1,0
39,65,56,48,26,13,0,11,3,0,10,0,0,0,0
39,65,56,47,25,13,0,10,3,0,10,0,0,0,0
39,66,56,47,25,12,0,8,2,0,9,0,0,0,0
39,65,56,48,25,10,0,8,3,1,9,0,0,0,0
39,65,56,47,25,10,0,8,3,2,9,0,0,0,0
39,65,56,47,25,10,0,8,4,3,9,0,0,0,0
39,66,56,47,27,11,0,9,5,3,10,0,0,0,0
39,64,56,47,26,9,0,9,4,1,10,0,0,0,0
39,64,56,47,25,9,0,9,3,0,10,0,0,0,0
38,64,56,48,25,9,0,9,1,0,10,0,0,0,0
38,63,56,48,25,10,0,9,1,0,10,0,0,0,0
38,63,55,48,24,11,0,9,4,1,8,0,0,0,0
38,63,55,48,23,12,1,10,4,1,9,1,0,0,0
38,63,55,48,24,11,1,10,4,3,8,1,1,1,1
38,63,56,48,25,10,2,10,4,4,8,2,2,2,2
38,64,56,49,24,11,2,10,4,4,7,2,2,2,2
38,65,56,49,24,10,2,9,5,4,7,2,2,1,1
38,65,56,49,24,11,2,10,5,3,8,2,2,1,1
38,66,56,50,25,11,2,12,4,4,8,1,2,1,1
38,66,56,50,23,11,1,12,4,4,8,1,2,1,1
38,66,56,51,23,9,1,11,4,4,5,0,2,1,0
38,66,56,51,24,12,2,13,3,3,7,1,2,0,0
38,65,55,52,22,13,2,13,2,4,9,1,2,0,0
37,65,55,53,21,14,2,13,2,6,10,1,2,0,0
