"('A',)","('B',)","('C',)","('A', 'B')","('A', 'C')","('B', 'C')","('A', 'B', 'C')"
44,52,60,54,104,62,85
45,54,64,55,105,61,91
50,54,68,66,121,76,128
51,52,70,54,129,76,138
52,50,71,54,137,72,116
52,50,74,62,149,73,127
49,47,75,46,139,71,85
48,46,74,39,117,75,48
43,49,74,45,113,60,42
44,49,71,51,97,49,45
43,48,71,58,93,63,88
43,45,66,58,97,67,92
43,45,66,50,84,68,40
42,46,61,51,86,63,64
41,48,57,57,85,59,88
41,42,58,44,82,49,60
39,40,58,35,75,49,43
42,39,58,42,92,50,63
42,44,54,45,90,53,76
41,45,59,30,86,56,54
40,48,63,46,77,62,54
37,48,61,45,64,62,50
42,48,63,48,84,58,64
47,50,68,56,136,68,110
48,48,69,57,166,58,102
52,48,71,52,189,54,79
53,50,74,61,193,63,89
53,50,76,64,176,61,119
53,48,76,57,182,65,120
51,45,74,45,191,61,93
49,47,75,47,166,55,68
51,52,76,60,171,62,107
55,51,73,57,160,62,115
52,49,74,52,138,74,98
54,49,76,56,129,75,94
54,48,77,55,135,75,81
52,46,82,60,135,77,99
54,48,78,55,145,84,118
51,43,79,38,198,83,124
49,43,80,48,214,82,187
47,46,75,52,160,64,99
45,45,70,57,143,69,120
43,44,68,58,127,83,136
39,43,63,53,116,74,101
38,44,57,50,122,61,85
39,45,55,46,107,51,83
40,42,55,38,104,42,43
35,45,55,41,97,47,50
33,46,55,41,97,40,53
31,45,54,37,80,38,28
28,47,51,25,68,52,26
32,50,49,28,42,42,18
30,51,49,25,41,35,21
32,50,43,25,48,36,19
34,51,44,29,48,37,38
37,51,46,46,70,49,92
38,49,51,52,95,49,161
40,49,51,52,144,61,278
43,52,51,38,123,39,74
47,53,52,60,126,28,43
46,52,53,60,121,32,39
47,53,58,44,128,42,63
46,53,59,45,126,57,86
46,50,61,44,102,60,70
46,50,60,47,98,44,47
41,49,57,38,88,41,47
37,48,58,38,83,45,52
38,48,54,44,68,48,53
39,50,56,50,56,38,34
36,52,56,45,64,35,31
37,52,57,38,58,42,26
40,52,57,49,62,48,40
44,52,53,62,70,54,57
45,50,55,56,82,49,52
45,54,58,46,116,44,56
